metric,unit,district,school,group,year,cohort_class,value,ext_rate,ext_timeframe,diploma,cohort_count,yoy_change,status_flag,gap_reason
hs_completion,pct,Brown Deer,Brown Deer Middle/High,All Students,2017-18,2018,95.2,96.8,7-Year rate,119.0,125.0,,,
hs_completion,pct,Nicolet Union High School,Nicolet High,All Students,2017-18,2018,96.0854,99.278,7-Year rate,270.0,281.0,,,
hs_completion,pct,Milwaukee,Groppi High,All Students,2017-18,2018,32.8571,37.6344,7-Year rate,23.0,70.0,,,
hs_completion,pct,Milwaukee,MacDowell Montessori School K3-12,All Students,2017-18,2018,75.6757,88.5714,7-Year rate,28.0,37.0,,,
hs_completion,pct,Shorewood,Shorewood High,All Students,2017-18,2018,96.1783,97.4522,7-Year rate,151.0,157.0,,,
hs_completion,pct,West Allis-West Milwaukee,Shared Journeys,All Students,2017-18,2018,88.8889,100.0,7-Year rate,8.0,9.0,,,
hs_completion,pct,Milwaukee,Wisconsin Conservatory of Lifelong Learning,All Students,2017-18,2018,38.1579,50.7692,7-Year rate,29.0,76.0,,,
hs_completion,pct,West Allis-West Milwaukee,Central High,All Students,2017-18,2018,84.252,89.1129,7-Year rate,214.0,254.0,,,
hs_completion,pct,Milwaukee,South Division High,All Students,2017-18,2018,50.974,58.4967,7-Year rate,157.0,308.0,,,
hs_completion,pct,Milwaukee,Vincent Accelerated Academy,All Students,2017-18,2018,27.0833,55.8824,7-Year rate,13.0,48.0,,,
hs_completion,pct,Milwaukee,Grandview High,All Students,2017-18,2018,33.0645,51.2,7-Year rate,41.0,124.0,,,
hs_completion,pct,Milwaukee,Milwaukee Community Cyber High,All Students,2017-18,2018,86.6667,85.2632,6-Year rate,78.0,90.0,,,
hs_completion,pct,Milwaukee,North Division High,All Students,2017-18,2018,34.0741,44.2623,7-Year rate,46.0,135.0,,,
hs_completion,pct,Milwaukee,ASSATA High,All Students,2017-18,2018,22.5,48.6486,7-Year rate,9.0,40.0,,,
hs_completion,pct,Milwaukee,Lad Lake Synergy School,All Students,2017-18,2018,33.3333,51.6129,7-Year rate,10.0,30.0,,,
hs_completion,pct,Milwaukee,Harold S Vincent School of Agricultural Science,All Students,2017-18,2018,55.5556,62.9787,7-Year rate,130.0,234.0,,,
hs_completion,pct,Milwaukee Academy of Science,Milwaukee Academy of Science,All Students,2017-18,2018,95.122,95.122,7-Year rate,39.0,41.0,,,
hs_completion,pct,Milwaukee,Obama School of Career and Technical Education,All Students,2017-18,2018,41.1765,55.4745,7-Year rate,56.0,136.0,,,
hs_completion,pct,West Allis-West Milwaukee,West Allis-West Milwaukee Learning Center,All Students,2017-18,2018,71.8121,,,107.0,149.0,,,
hs_completion,pct,Wauwatosa,West High,All Students,2017-18,2018,91.5751,94.4649,7-Year rate,250.0,273.0,,,
hs_completion,pct,Milwaukee,Marshall High,All Students,2017-18,2018,73.6402,79.8387,7-Year rate,176.0,239.0,,,
hs_completion,pct,Milwaukee,Transition High,All Students,2017-18,2018,44.2953,62.0879,7-Year rate,66.0,149.0,,,
hs_completion,pct,Wauwatosa,East High,All Students,2017-18,2018,94.5017,98.2935,7-Year rate,275.0,291.0,,,
hs_completion,pct,Milwaukee,Hamilton High,All Students,2017-18,2018,79.4686,84.7666,7-Year rate,329.0,414.0,,,
hs_completion,pct,Franklin Public,Milwaukee County Correctional Facility South,All Students,2017-18,2018,1.8519,11.1111,7-Year rate,1.0,54.0,,,
hs_completion,pct,Milwaukee,Banner Preparatory School of Milwaukee,All Students,2017-18,2018,33.3333,57.8947,7-Year rate,8.0,24.0,,,
hs_completion,pct,Milwaukee,Pulaski High,All Students,2017-18,2018,50.0,60.8871,7-Year rate,128.0,256.0,,,
hs_completion,pct,Milwaukee,Shalom High,All Students,2017-18,2018,40.5797,52.2388,7-Year rate,28.0,69.0,,,
hs_completion,pct,Milwaukee Collegiate Academy,Milwaukee Collegiate Academy,All Students,2017-18,2018,84.2105,90.9091,5-Year rate,48.0,57.0,,,
hs_completion,pct,Cudahy,Cudahy High,All Students,2017-18,2018,91.1602,93.9227,7-Year rate,165.0,181.0,,,
hs_completion,pct,South Milwaukee,South Milwaukee High,All Students,2017-18,2018,90.4321,92.9012,7-Year rate,293.0,324.0,,,
hs_completion,pct,Milwaukee,HAPA-Hmong American Peace Academy K3-12,All Students,2017-18,2018,96.9697,98.4615,7-Year rate,64.0,66.0,,,
hs_completion,pct,Milwaukee,James Madison Academic Campus,All Students,2017-18,2018,71.1207,79.2208,7-Year rate,165.0,232.0,,,
hs_completion,pct,Milwaukee,Reagan College Preparatory High,All Students,2017-18,2018,96.0656,98.3498,7-Year rate,293.0,305.0,,,
hs_completion,pct,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,All Students,2017-18,2018,40.4762,59.0909,7-Year rate,17.0,42.0,,,
hs_completion,pct,Oak Creek-Franklin Joint,Oak Creek High,All Students,2017-18,2018,95.3488,97.0986,7-Year rate,492.0,516.0,,,
hs_completion,pct,Milwaukee,Audubon Technology and Communication High,All Students,2017-18,2018,73.9583,79.7872,7-Year rate,71.0,96.0,,,
hs_completion,pct,Milwaukee,South Accelerated Academy,All Students,2017-18,2018,40.625,57.5758,7-Year rate,13.0,32.0,,,
hs_completion,pct,Franklin Public,Franklin High,All Students,2017-18,2018,97.541,97.8202,7-Year rate,357.0,366.0,,,
hs_completion,pct,Whitefish Bay,Whitefish Bay High,All Students,2017-18,2018,92.3695,94.3548,7-Year rate,230.0,249.0,,,
hs_completion,pct,Milwaukee,Riverside High,All Students,2017-18,2018,89.2966,93.0599,7-Year rate,292.0,327.0,,,
hs_completion,pct,West Allis-West Milwaukee,Nathan Hale High,All Students,2017-18,2018,96.4674,98.0822,7-Year rate,355.0,368.0,,,
hs_completion,pct,Milwaukee,Carmen High School of Science and Technology South Campus,All Students,2017-18,2018,78.2609,93.9394,7-Year rate,54.0,69.0,,,
hs_completion,pct,Whitnall,Whitnall High,All Students,2017-18,2018,95.814,98.1308,7-Year rate,206.0,215.0,,,
hs_completion,pct,Milwaukee,Milwaukee School of Languages,All Students,2017-18,2018,87.2,90.9836,7-Year rate,109.0,125.0,,,
hs_completion,pct,Seeds of Health,Tenor High,All Students,2017-18,2018,98.0,98.0,7-Year rate,49.0,50.0,,,
hs_completion,pct,Milwaukee,Milwaukee High School of the Arts,All Students,2017-18,2018,88.9952,92.6829,7-Year rate,186.0,209.0,,,
hs_completion,pct,Saint Francis,Saint Francis High,All Students,2017-18,2018,91.6667,95.7447,7-Year rate,132.0,144.0,,,
hs_completion,pct,Greenfield,Greenfield High,All Students,2017-18,2018,88.3562,92.3611,7-Year rate,258.0,292.0,,,
hs_completion,pct,Milwaukee,Bradley Technology High,All Students,2017-18,2018,70.852,76.652,7-Year rate,158.0,223.0,,,
hs_completion,pct,Wauwatosa,Wauwatosa Virtual Academy,All Students,2017-18,2018,42.5,57.5,7-Year rate,17.0,40.0,,,
hs_completion,pct,Milwaukee,WHS Information Technology,All Students,2017-18,2018,57.2973,65.9341,7-Year rate,106.0,185.0,,,
hs_completion,pct,Escuela Verde,Escuela Verde,All Students,2017-18,2018,70.8333,86.3636,7-Year rate,17.0,24.0,,,
hs_completion,pct,Pathways High,Pathways High,[Data Suppressed],2017-18,2018,,,,,,,Gapped: cohort count suppressed by DPI,denominator_suppressed
hs_completion,pct,Milwaukee,Project STAY-Supporting Teachers and Youth,All Students,2017-18,2018,22.0339,47.2,7-Year rate,26.0,118.0,,,
hs_completion,pct,Milwaukee,Milwaukee County Youth Education Center,All Students,2017-18,2018,2.7027,5.0,7-Year rate,1.0,37.0,,,
hs_completion,pct,Milwaukee,Daniel Webster Secondary School,[Data Suppressed],2017-18,2018,,,,,,,Gapped: cohort count suppressed by DPI,denominator_suppressed
hs_completion,pct,Wauwatosa,Plank Road Complex,[Data Suppressed],2017-18,2018,,,,,,,Gapped: cohort count suppressed by DPI,denominator_suppressed
hs_completion,pct,Milwaukee,NOVA Tech-Northwest Opportunities Vocational Academy Technical High,All Students,2017-18,2018,51.7241,62.069,5-Year rate,15.0,29.0,,,
hs_completion,pct,Milwaukee,Bay View High,All Students,2017-18,2018,63.9175,76.1364,7-Year rate,124.0,194.0,,,
hs_completion,pct,Milwaukee,Golda Meir School,All Students,2017-18,2018,92.381,96.0784,7-Year rate,97.0,105.0,,,
hs_completion,pct,Greendale,Greendale High,All Students,2017-18,2018,96.5957,97.0213,7-Year rate,227.0,235.0,,,
hs_completion,pct,Milwaukee,Morse Mid,All Students,2017-18,2018,0.0,0.0,7-Year rate,0.0,9.0,,,
hs_completion,pct,Milwaukee,King International,All Students,2017-18,2018,95.493,96.6102,7-Year rate,339.0,355.0,,,
hs_completion,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,All Students,2017-18,2018,73.0159,91.2281,7-Year rate,46.0,63.0,,,
hs_completion,pct,Seeds of Health,Veritas High,All Students,2017-18,2018,96.0526,96.0526,7-Year rate,73.0,76.0,,,
hs_completion,pct,Shorewood,New Horizons for Learning,All Students,2017-18,2018,100.0,100.0,7-Year rate,15.0,15.0,,,
hs_completion,pct,Milwaukee,Alliance School of Milwaukee,All Students,2017-18,2018,79.3651,81.8182,7-Year rate,50.0,63.0,,,
hs_completion,pct,Milwaukee,Milwaukee County Youth Education Center,All Students,2018-19,2019,0.0,0.0,7-Year rate,0.0,19.0,-2.7027,,
hs_completion,pct,Milwaukee,Milwaukee Community Cyber High,All Students,2018-19,2019,78.2178,86.2745,5-Year rate,79.0,101.0,-8.448900000000009,,
hs_completion,pct,Milwaukee,Milwaukee High School of the Arts,All Students,2018-19,2019,86.2944,90.0524,7-Year rate,170.0,197.0,-2.700800000000001,,
hs_completion,pct,Milwaukee,MacDowell Montessori School K3-12,All Students,2018-19,2019,85.0,92.1053,7-Year rate,34.0,40.0,9.324299999999994,,
hs_completion,pct,Milwaukee,Marshall High,All Students,2018-19,2019,76.3636,82.0175,7-Year rate,168.0,220.0,2.7234000000000123,,
hs_completion,pct,Milwaukee,Groppi High,All Students,2018-19,2019,41.2698,50.6024,7-Year rate,26.0,63.0,8.412699999999994,,
hs_completion,pct,Milwaukee,HAPA-Hmong American Peace Academy K3-12,All Students,2018-19,2019,94.4444,97.2222,7-Year rate,68.0,72.0,-2.5253000000000014,,
hs_completion,pct,Milwaukee,Harold S Vincent School of Agricultural Science,All Students,2018-19,2019,64.6512,70.4762,7-Year rate,139.0,215.0,9.095600000000005,,
hs_completion,pct,Milwaukee,Grandview High,All Students,2018-19,2019,32.7273,53.1746,7-Year rate,36.0,110.0,-0.33720000000000283,,
hs_completion,pct,Milwaukee,Hamilton High,All Students,2018-19,2019,70.8333,78.5366,7-Year rate,306.0,432.0,-8.6353,,
hs_completion,pct,Milwaukee,Carmen High School of Science and Technology South Campus,All Students,2018-19,2019,86.0759,100.0,7-Year rate,68.0,79.0,7.814999999999998,,
hs_completion,pct,Milwaukee,Bradley Technology High,All Students,2018-19,2019,80.0,85.3448,7-Year rate,192.0,240.0,9.147999999999996,,
hs_completion,pct,Milwaukee,Golda Meir School,All Students,2018-19,2019,95.6989,95.6989,7-Year rate,89.0,93.0,3.3178999999999945,,
hs_completion,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,All Students,2018-19,2019,74.1935,94.6429,7-Year rate,46.0,62.0,1.1775999999999982,,
hs_completion,pct,Milwaukee,King International,All Students,2018-19,2019,94.9704,95.549,7-Year rate,321.0,338.0,-0.5225999999999971,,
hs_completion,pct,Milwaukee,James Madison Academic Campus,All Students,2018-19,2019,64.3777,72.1239,7-Year rate,150.0,233.0,-6.742999999999995,,
hs_completion,pct,Milwaukee,Lad Lake Synergy School,All Students,2018-19,2019,35.7143,63.3333,7-Year rate,10.0,28.0,2.3810000000000002,,
hs_completion,pct,Wauwatosa,Vel R Phillips School,[Data Suppressed],2018-19,2019,,,,,,,Gapped: cohort count suppressed by DPI,denominator_suppressed
hs_completion,pct,Milwaukee,WHS Information Technology,All Students,2018-19,2019,64.5631,69.378,7-Year rate,133.0,206.0,7.265800000000006,,
hs_completion,pct,Wauwatosa,East High,All Students,2018-19,2019,95.1493,96.9925,7-Year rate,255.0,268.0,0.6475999999999971,,
hs_completion,pct,Milwaukee,Wisconsin Conservatory of Lifelong Learning,All Students,2018-19,2019,39.3443,55.102,7-Year rate,24.0,61.0,1.186399999999999,,
hs_completion,pct,Milwaukee,South Division High,All Students,2018-19,2019,59.0909,65.8228,7-Year rate,182.0,308.0,8.116900000000001,,
hs_completion,pct,West Allis-West Milwaukee,Central High,All Students,2018-19,2019,86.166,91.2,7-Year rate,218.0,253.0,1.9140000000000015,,
hs_completion,pct,Wauwatosa,West High,All Students,2018-19,2019,93.6,97.2112,7-Year rate,234.0,250.0,2.024899999999988,,
hs_completion,pct,Milwaukee,Vincent Accelerated Academy,All Students,2018-19,2019,54.5455,63.1579,7-Year rate,30.0,55.0,27.462199999999996,,
hs_completion,pct,Wauwatosa,Wauwatosa Virtual Academy,All Students,2018-19,2019,40.0,65.3846,7-Year rate,22.0,55.0,-2.5,,
hs_completion,pct,Milwaukee,Transition High,All Students,2018-19,2019,45.9677,66.242,7-Year rate,57.0,124.0,1.6724000000000032,,
hs_completion,pct,Seeds of Health,Veritas High,All Students,2018-19,2019,100.0,100.0,7-Year rate,52.0,52.0,3.947400000000002,,
hs_completion,pct,Oak Creek-Franklin Joint,Oak Creek High,All Students,2018-19,2019,96.5909,98.2922,7-Year rate,510.0,528.0,1.2421000000000078,,
hs_completion,pct,Pathways High,Pathways High,All Students,2018-19,2019,50.0,100.0,7-Year rate,4.0,8.0,,,
hs_completion,pct,Seeds of Health,Tenor High,All Students,2018-19,2019,97.0588,95.7143,7-Year rate,66.0,68.0,-0.9411999999999949,,
hs_completion,pct,Milwaukee Collegiate Academy,Milwaukee Collegiate Academy,All Students,2018-19,2019,71.6981,,,38.0,53.0,-12.5124,,
hs_completion,pct,South Milwaukee,South Milwaukee High,All Students,2018-19,2019,92.2222,93.6803,7-Year rate,249.0,270.0,1.7900999999999954,,
hs_completion,pct,Milwaukee Academy of Science,Milwaukee Academy of Science,All Students,2018-19,2019,85.7143,88.2353,7-Year rate,30.0,35.0,-9.407700000000006,,
hs_completion,pct,Shorewood,New Horizons for Learning,All Students,2018-19,2019,100.0,100.0,7-Year rate,13.0,13.0,0.0,,
hs_completion,pct,Shorewood,Shorewood High,All Students,2018-19,2019,98.7805,98.7805,7-Year rate,162.0,164.0,2.6022000000000105,,
hs_completion,pct,Nicolet Union High School,Nicolet High,All Students,2018-19,2019,96.5157,98.951,7-Year rate,277.0,287.0,0.43029999999998836,,
hs_completion,pct,Milwaukee,North Division High,All Students,2018-19,2019,41.1765,51.4925,7-Year rate,56.0,136.0,7.102399999999996,,
hs_completion,pct,Milwaukee,Obama School of Career and Technical Education,All Students,2018-19,2019,41.8605,57.7236,7-Year rate,54.0,129.0,0.6840000000000046,,
hs_completion,pct,Milwaukee,Milwaukee School of Languages,All Students,2018-19,2019,85.8108,88.8112,7-Year rate,127.0,148.0,-1.3892000000000024,,
hs_completion,pct,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,All Students,2018-19,2019,50.0,56.0,7-Year rate,23.0,46.0,9.523800000000001,,
hs_completion,pct,Milwaukee,NOVA Tech-Northwest Opportunities Vocational Academy Technical High,All Students,2018-19,2019,41.3793,,,12.0,29.0,-10.3448,,
hs_completion,pct,Milwaukee,Morse Mid,[Data Suppressed],2018-19,2019,,,,,,,Gapped: cohort count suppressed by DPI,denominator_suppressed
hs_completion,pct,Milwaukee,Project STAY-Supporting Teachers and Youth,All Students,2018-19,2019,25.1748,36.9863,7-Year rate,36.0,143.0,3.140900000000002,,
hs_completion,pct,Milwaukee,Riverside High,All Students,2018-19,2019,87.6506,90.7692,7-Year rate,291.0,332.0,-1.6460000000000008,,
hs_completion,pct,West Allis-West Milwaukee,Nathan Hale High,All Students,2018-19,2019,92.1769,94.8805,7-Year rate,271.0,294.0,-4.290499999999994,,
hs_completion,pct,Milwaukee,Shalom High,All Students,2018-19,2019,37.5,64.4444,7-Year rate,18.0,48.0,-3.0797000000000025,,
hs_completion,pct,Milwaukee,South Accelerated Academy,All Students,2018-19,2019,48.1481,58.6957,7-Year rate,26.0,54.0,7.5230999999999995,,
hs_completion,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,All Students,2018-19,2019,74.2647,79.2593,7-Year rate,101.0,136.0,,,
hs_completion,pct,Milwaukee,Reagan College Preparatory High,All Students,2018-19,2019,95.3795,97.6744,7-Year rate,289.0,303.0,-0.6861000000000104,,
hs_completion,pct,Whitefish Bay,Whitefish Bay High,All Students,2018-19,2019,96.4602,97.7876,7-Year rate,218.0,226.0,4.090699999999998,,
hs_completion,pct,Whitnall,Whitnall High,All Students,2018-19,2019,97.1698,97.1698,7-Year rate,206.0,212.0,1.3558000000000021,,
hs_completion,pct,West Allis-West Milwaukee,Shared Journeys,All Students,2018-19,2019,87.5,100.0,7-Year rate,7.0,8.0,-1.3889000000000067,,
hs_completion,pct,Milwaukee,Pulaski High,All Students,2018-19,2019,58.7719,67.1171,7-Year rate,134.0,228.0,8.771900000000002,,
hs_completion,pct,Saint Francis,Saint Francis High,All Students,2018-19,2019,95.1389,98.5915,7-Year rate,137.0,144.0,3.472200000000001,,
hs_completion,pct,Cudahy,Cudahy High,All Students,2018-19,2019,91.2791,95.9064,7-Year rate,157.0,172.0,0.11889999999999645,,
hs_completion,pct,Franklin Public,Franklin High,All Students,2018-19,2019,98.2097,99.2327,7-Year rate,384.0,391.0,0.6687000000000012,,
hs_completion,pct,Milwaukee,Bay View High,All Students,2018-19,2019,70.5069,83.3333,7-Year rate,153.0,217.0,6.589400000000005,,
hs_completion,pct,Brown Deer,Brown Deer Middle/High,All Students,2018-19,2019,95.3846,96.124,7-Year rate,124.0,130.0,0.1846000000000032,,
hs_completion,pct,Greenfield,Greenfield High,All Students,2018-19,2019,92.5094,96.6292,7-Year rate,247.0,267.0,4.153199999999998,,
hs_completion,pct,Escuela Verde,Escuela Verde,All Students,2018-19,2019,86.8421,94.4444,7-Year rate,33.0,38.0,16.008800000000008,,
hs_completion,pct,Milwaukee,Alliance School of Milwaukee,All Students,2018-19,2019,62.0,70.3704,7-Year rate,31.0,50.0,-17.365099999999998,,
hs_completion,pct,Milwaukee,Audubon Technology and Communication High,All Students,2018-19,2019,92.6829,93.8272,7-Year rate,76.0,82.0,18.72460000000001,,
hs_completion,pct,Milwaukee,ASSATA High,All Students,2018-19,2019,15.7895,31.25,7-Year rate,6.0,38.0,-6.7105,,
hs_completion,pct,Milwaukee,Banner Preparatory School of Milwaukee,All Students,2018-19,2019,56.0,65.2174,7-Year rate,14.0,25.0,22.6667,,
hs_completion,pct,Franklin Public,Milwaukee County Correctional Facility South,All Students,2018-19,2019,2.5641,11.6279,7-Year rate,1.0,39.0,0.7121999999999997,,
hs_completion,pct,Greendale,Greendale High,All Students,2018-19,2019,96.4602,98.6607,7-Year rate,218.0,226.0,-0.1354999999999933,,
hs_completion,pct,Milwaukee,MacDowell Montessori School K3-12,All Students,2019-20,2020,91.4894,97.8261,7-Year rate,43.0,47.0,6.489400000000003,,
hs_completion,pct,Milwaukee,ASSATA High,All Students,2019-20,2020,27.027,57.7778,7-Year rate,10.0,37.0,11.2375,,
hs_completion,pct,Wauwatosa,West High,All Students,2019-20,2020,97.9094,98.9547,7-Year rate,281.0,287.0,4.309400000000011,,
hs_completion,pct,Whitefish Bay,Whitefish Bay High,All Students,2019-20,2020,97.235,99.0783,7-Year rate,211.0,217.0,0.774799999999999,,
hs_completion,pct,Saint Francis,Saint Francis High,All Students,2019-20,2020,96.1832,98.4733,7-Year rate,126.0,131.0,1.0442999999999927,,
hs_completion,pct,West Allis-West Milwaukee,Central High,All Students,2019-20,2020,92.5234,94.8598,7-Year rate,198.0,214.0,6.357399999999998,,
hs_completion,pct,Milwaukee,Marshall High,All Students,2019-20,2020,65.9016,72.459,7-Year rate,201.0,305.0,-10.462000000000003,,
hs_completion,pct,Franklin Public,Franklin High,All Students,2019-20,2020,97.4648,98.3146,7-Year rate,346.0,355.0,-0.7449000000000012,,
hs_completion,pct,Milwaukee,South Division High,All Students,2019-20,2020,58.0128,65.6566,7-Year rate,181.0,312.0,-1.0780999999999992,,
hs_completion,pct,Wauwatosa,Wauwatosa Virtual Academy,All Students,2019-20,2020,54.0,64.5833,7-Year rate,27.0,50.0,14.0,,
hs_completion,pct,Milwaukee,Audubon Technology and Communication High,All Students,2019-20,2020,78.0488,88.3117,7-Year rate,64.0,82.0,-14.634100000000004,,
hs_completion,pct,Milwaukee,Project STAY-Supporting Teachers and Youth,All Students,2019-20,2020,17.6471,38.5621,7-Year rate,27.0,153.0,-7.527700000000003,,
hs_completion,pct,Whitnall,Whitnall High,All Students,2019-20,2020,97.0443,98.5222,7-Year rate,197.0,203.0,-0.12549999999998818,,
hs_completion,pct,Milwaukee,Transition High,All Students,2019-20,2020,53.4653,68.1818,7-Year rate,54.0,101.0,7.4975999999999985,,
hs_completion,pct,Milwaukee,Alliance School of Milwaukee,All Students,2019-20,2020,57.1429,69.2308,7-Year rate,36.0,63.0,-4.857100000000003,,
hs_completion,pct,Milwaukee,Lad Lake Synergy School,All Students,2019-20,2020,41.3793,58.6207,7-Year rate,12.0,29.0,5.664999999999999,,
hs_completion,pct,Milwaukee,Obama School of Career and Technical Education,All Students,2019-20,2020,47.0149,59.2857,7-Year rate,63.0,134.0,5.154399999999995,,
hs_completion,pct,Franklin Public,Milwaukee County Correctional Facility South,All Students,2019-20,2020,7.8947,14.6341,7-Year rate,3.0,38.0,5.3306000000000004,,
hs_completion,pct,Milwaukee,Riverside High,All Students,2019-20,2020,88.4848,91.9003,7-Year rate,292.0,330.0,0.8342000000000098,,
hs_completion,pct,Milwaukee,Shalom High,All Students,2019-20,2020,43.75,56.6038,7-Year rate,21.0,48.0,6.25,,
hs_completion,pct,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,All Students,2019-20,2020,59.0909,64.5833,7-Year rate,26.0,44.0,9.090899999999998,,
hs_completion,pct,West Allis-West Milwaukee,Shared Journeys,[Data Suppressed],2019-20,2020,,,,,,,Gapped: cohort count suppressed by DPI,denominator_suppressed
hs_completion,pct,Milwaukee,Milwaukee High School of the Arts,All Students,2019-20,2020,89.1509,90.9953,7-Year rate,189.0,212.0,2.856499999999997,,
hs_completion,pct,Milwaukee,Reagan College Preparatory High,All Students,2019-20,2020,97.01,98.6667,7-Year rate,292.0,301.0,1.630500000000012,,
hs_completion,pct,Greendale,Greendale High,All Students,2019-20,2020,94.6188,96.3964,7-Year rate,211.0,223.0,-1.8414000000000073,,
hs_completion,pct,West Allis-West Milwaukee,Nathan Hale High,All Students,2019-20,2020,94.4649,97.417,7-Year rate,256.0,271.0,2.2879999999999967,,
hs_completion,pct,Escuela Verde,Escuela Verde,All Students,2019-20,2020,73.0769,95.8333,6-Year rate,19.0,26.0,-13.765200000000007,,
hs_completion,pct,Milwaukee,Milwaukee School of Languages,All Students,2019-20,2020,92.0354,93.6937,7-Year rate,104.0,113.0,6.224599999999995,,
hs_completion,pct,Milwaukee,South Accelerated Academy,All Students,2019-20,2020,60.5263,58.5366,7-Year rate,23.0,38.0,12.3782,,
hs_completion,pct,Milwaukee,Milwaukee County Youth Education Center,All Students,2019-20,2020,0.0,11.1111,7-Year rate,0.0,12.0,0.0,,
hs_completion,pct,Milwaukee,Milwaukee Community Cyber High,All Students,2019-20,2020,67.5676,,,75.0,111.0,-10.650199999999998,,
hs_completion,pct,Milwaukee,Pulaski High,All Students,2019-20,2020,56.8905,63.986,7-Year rate,161.0,283.0,-1.8813999999999993,,
hs_completion,pct,Milwaukee,North Division High,All Students,2019-20,2020,44.7619,54.902,7-Year rate,47.0,105.0,3.5854,,
hs_completion,pct,Greenfield,Greenfield High,All Students,2019-20,2020,94.0141,96.8085,7-Year rate,267.0,284.0,1.5046999999999997,,
hs_completion,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,All Students,2019-20,2020,80.9524,85.3659,7-Year rate,102.0,126.0,6.687699999999992,,
hs_completion,pct,Milwaukee,Vincent Accelerated Academy,All Students,2019-20,2020,57.1429,68.1818,7-Year rate,24.0,42.0,2.5974000000000004,,
hs_completion,pct,Milwaukee,Groppi High,All Students,2019-20,2020,30.4348,48.3146,7-Year rate,21.0,69.0,-10.834999999999997,,
hs_completion,pct,Cudahy,Cudahy High,All Students,2019-20,2020,87.5,91.4573,7-Year rate,175.0,200.0,-3.7790999999999997,,
hs_completion,pct,Shorewood,Shorewood High,All Students,2019-20,2020,98.0263,100.0,7-Year rate,149.0,152.0,-0.7541999999999973,,
hs_completion,pct,Milwaukee Academy of Science,Milwaukee Academy of Science,All Students,2019-20,2020,86.9565,87.234,6-Year rate,40.0,46.0,1.242200000000011,,
hs_completion,pct,Pathways High,Pathways High,All Students,2019-20,2020,26.6667,93.75,7-Year rate,4.0,15.0,-23.3333,,
hs_completion,pct,Milwaukee,Carmen High School of Science and Technology Southeast Campus,All Students,2019-20,2020,88.3562,99.3151,7-Year rate,129.0,146.0,,,
hs_completion,pct,Milwaukee,HAPA-Hmong American Peace Academy K3-12,All Students,2019-20,2020,100.0,100.0,7-Year rate,64.0,64.0,5.555599999999998,,
hs_completion,pct,South Milwaukee,South Milwaukee High,All Students,2019-20,2020,87.234,89.3617,7-Year rate,246.0,282.0,-4.988200000000006,,
hs_completion,pct,Brown Deer,Brown Deer Middle/High,All Students,2019-20,2020,95.4198,96.1832,7-Year rate,125.0,131.0,0.03519999999998902,,
hs_completion,pct,Milwaukee,Golda Meir School,All Students,2019-20,2020,99.0566,99.0566,7-Year rate,105.0,106.0,3.3577000000000083,,
hs_completion,pct,Shorewood,New Horizons for Learning,All Students,2019-20,2020,90.0,90.0,7-Year rate,9.0,10.0,-10.0,,
hs_completion,pct,Oak Creek-Franklin Joint,Oak Creek High,All Students,2019-20,2020,95.6,98.1964,7-Year rate,478.0,500.0,-0.9909000000000106,,
hs_completion,pct,Nicolet Union High School,Nicolet High,All Students,2019-20,2020,97.1311,99.1803,7-Year rate,237.0,244.0,0.6154000000000082,,
hs_completion,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,All Students,2019-20,2020,75.3247,95.8904,7-Year rate,58.0,77.0,1.1312000000000069,,
hs_completion,pct,Milwaukee,Banner Preparatory School of Milwaukee,All Students,2019-20,2020,51.8519,62.5,7-Year rate,14.0,27.0,-4.1480999999999995,,
hs_completion,pct,Milwaukee,Grandview High,All Students,2019-20,2020,44.0,50.7353,7-Year rate,55.0,125.0,11.2727,,
hs_completion,pct,Seeds of Health,Veritas High,All Students,2019-20,2020,96.0784,98.0,7-Year rate,49.0,51.0,-3.921599999999998,,
hs_completion,pct,Milwaukee,Bay View High,All Students,2019-20,2020,65.625,71.8085,7-Year rate,126.0,192.0,-4.881900000000002,,
hs_completion,pct,Milwaukee,WHS Information Technology,All Students,2019-20,2020,46.114,59.6685,7-Year rate,89.0,193.0,-18.44910000000001,,
hs_completion,pct,Milwaukee,James Madison Academic Campus,All Students,2019-20,2020,65.8986,73.5849,7-Year rate,143.0,217.0,1.5208999999999975,,
hs_completion,pct,Milwaukee,Bradley Technology High,All Students,2019-20,2020,60.9053,71.3675,7-Year rate,148.0,243.0,-19.094700000000003,,
hs_completion,pct,Milwaukee,King International,All Students,2019-20,2020,93.1694,95.5801,7-Year rate,341.0,366.0,-1.801000000000002,,
hs_completion,pct,Milwaukee,Carmen High School of Science and Technology South Campus,All Students,2019-20,2020,78.0822,100.0,7-Year rate,57.0,73.0,-7.993700000000004,,
