metric,district,school,group,year,value,yoy_change,pct_change,status_flag,enrollment
chronic_absenteeism,Shorewood,Lake Bluff Elementary,Lake Bluff Elementary — All Students,2024-25,4.8,-1.8,-27.3,,479.0
chronic_absenteeism,Shorewood,New Horizons for Learning,New Horizons for Learning — All Students,2018-19,69.6,,,,23.0
chronic_absenteeism,Shorewood,New Horizons for Learning,New Horizons for Learning — All Students,2019-20,60.0,-9.6,-13.8,,15.0
chronic_absenteeism,Shorewood,New Horizons for Learning,New Horizons for Learning — All Students,2020-21,28.6,-31.4,-52.3,,21.0
chronic_absenteeism,Shorewood,New Horizons for Learning,New Horizons for Learning — All Students,2021-22,86.4,57.8,202.1,,22.0
chronic_absenteeism,Shorewood,New Horizons for Learning,New Horizons for Learning — All Students,2022-23,80.0,-6.4,-7.4,,20.0
chronic_absenteeism,Shorewood,New Horizons for Learning,New Horizons for Learning — All Students,2023-24,64.0,-16.0,-20.0,,25.0
chronic_absenteeism,Shorewood,New Horizons for Learning,New Horizons for Learning — All Students,2024-25,60.9,-3.1,-4.8,,23.0
chronic_absenteeism,Shorewood,Shorewood High,Shorewood High — All Students,2018-19,17.5,,,,623.0
chronic_absenteeism,Shorewood,Shorewood High,Shorewood High — All Students,2019-20,18.2,0.7,4.0,,603.0
chronic_absenteeism,Shorewood,Shorewood High,Shorewood High — All Students,2020-21,11.3,-6.9,-37.9,,595.0
chronic_absenteeism,Shorewood,Shorewood High,Shorewood High — All Students,2021-22,35.9,24.6,217.7,,629.0
chronic_absenteeism,Shorewood,Shorewood High,Shorewood High — All Students,2022-23,33.3,-2.6,-7.2,,621.0
chronic_absenteeism,Shorewood,Shorewood High,Shorewood High — All Students,2023-24,22.3,-11.0,-33.0,,611.0
chronic_absenteeism,Shorewood,Shorewood High,Shorewood High — All Students,2024-25,18.3,-4.0,-17.9,,573.0
chronic_absenteeism,Shorewood,Shorewood Intermediate,Shorewood Intermediate — All Students,2018-19,11.8,,,,305.0
chronic_absenteeism,Shorewood,Shorewood Intermediate,Shorewood Intermediate — All Students,2019-20,11.6,-0.2,-1.7,,310.0
chronic_absenteeism,Shorewood,Shorewood Intermediate,Shorewood Intermediate — All Students,2020-21,5.8,-5.8,-50.0,,295.0
chronic_absenteeism,Shorewood,Shorewood Intermediate,Shorewood Intermediate — All Students,2021-22,21.8,16.0,275.9,,293.0
chronic_absenteeism,Shorewood,Shorewood Intermediate,Shorewood Intermediate — All Students,2022-23,23.8,2.0,9.2,,282.0
chronic_absenteeism,Shorewood,Shorewood Intermediate,Shorewood Intermediate — All Students,2023-24,5.1,-18.7,-78.6,,273.0
chronic_absenteeism,Shorewood,Shorewood Intermediate,Shorewood Intermediate — All Students,2024-25,5.0,-0.1,-2.0,,301.0
chronic_absenteeism,South Milwaukee,Blakewood Elementary,Blakewood Elementary — All Students,2018-19,7.8,,,,294.0
chronic_absenteeism,South Milwaukee,Blakewood Elementary,Blakewood Elementary — All Students,2019-20,14.6,6.8,87.2,,268.0
chronic_absenteeism,South Milwaukee,Blakewood Elementary,Blakewood Elementary — All Students,2020-21,13.9,-0.7,-4.8,,280.0
chronic_absenteeism,South Milwaukee,Blakewood Elementary,Blakewood Elementary — All Students,2021-22,20.2,6.3,45.3,,277.0
chronic_absenteeism,South Milwaukee,Blakewood Elementary,Blakewood Elementary — All Students,2022-23,17.5,-2.7,-13.4,,263.0
chronic_absenteeism,South Milwaukee,Blakewood Elementary,Blakewood Elementary — All Students,2023-24,20.8,3.3,18.9,,250.0
chronic_absenteeism,South Milwaukee,Blakewood Elementary,Blakewood Elementary — All Students,2024-25,19.1,-1.7,-8.2,,246.0
chronic_absenteeism,South Milwaukee,E W Luther Elementary,E W Luther Elementary — All Students,2018-19,5.0,,,,179.0
chronic_absenteeism,South Milwaukee,E W Luther Elementary,E W Luther Elementary — All Students,2019-20,14.3,9.3,186.0,,175.0
chronic_absenteeism,South Milwaukee,E W Luther Elementary,E W Luther Elementary — All Students,2020-21,12.7,-1.6,-11.2,,173.0
chronic_absenteeism,South Milwaukee,E W Luther Elementary,E W Luther Elementary — All Students,2021-22,11.5,-1.2,-9.4,,182.0
chronic_absenteeism,South Milwaukee,E W Luther Elementary,E W Luther Elementary — All Students,2022-23,6.4,-5.1,-44.3,,188.0
chronic_absenteeism,South Milwaukee,E W Luther Elementary,E W Luther Elementary — All Students,2023-24,9.7,3.3,51.6,,185.0
chronic_absenteeism,South Milwaukee,E W Luther Elementary,E W Luther Elementary — All Students,2024-25,14.0,4.3,44.3,,178.0
chronic_absenteeism,South Milwaukee,Lakeview Elementary,Lakeview Elementary — All Students,2018-19,13.6,,,,264.0
chronic_absenteeism,South Milwaukee,Lakeview Elementary,Lakeview Elementary — All Students,2019-20,8.4,-5.2,-38.2,,262.0
chronic_absenteeism,South Milwaukee,Lakeview Elementary,Lakeview Elementary — All Students,2020-21,23.1,14.7,175.0,,247.0
chronic_absenteeism,South Milwaukee,Lakeview Elementary,Lakeview Elementary — All Students,2021-22,21.1,-2.0,-8.7,,256.0
chronic_absenteeism,South Milwaukee,Lakeview Elementary,Lakeview Elementary — All Students,2022-23,10.5,-10.6,-50.2,,267.0
chronic_absenteeism,South Milwaukee,Lakeview Elementary,Lakeview Elementary — All Students,2023-24,16.8,6.3,60.0,,256.0
chronic_absenteeism,South Milwaukee,Lakeview Elementary,Lakeview Elementary — All Students,2024-25,15.9,-0.9,-5.4,,251.0
chronic_absenteeism,South Milwaukee,Rawson Elementary,Rawson Elementary — All Students,2018-19,13.5,,,,399.0
chronic_absenteeism,South Milwaukee,Rawson Elementary,Rawson Elementary — All Students,2019-20,12.8,-0.7,-5.2,,384.0
chronic_absenteeism,South Milwaukee,Rawson Elementary,Rawson Elementary — All Students,2020-21,22.4,9.6,75.0,,352.0
chronic_absenteeism,South Milwaukee,Rawson Elementary,Rawson Elementary — All Students,2021-22,13.1,-9.3,-41.5,,344.0
chronic_absenteeism,South Milwaukee,Rawson Elementary,Rawson Elementary — All Students,2022-23,18.3,5.2,39.7,,339.0
chronic_absenteeism,South Milwaukee,Rawson Elementary,Rawson Elementary — All Students,2023-24,22.3,4.0,21.9,,336.0
chronic_absenteeism,South Milwaukee,Rawson Elementary,Rawson Elementary — All Students,2024-25,27.2,4.9,22.0,,334.0
chronic_absenteeism,South Milwaukee,South Milwaukee High,South Milwaukee High — All Students,2018-19,16.9,,,,1061.0
chronic_absenteeism,South Milwaukee,South Milwaukee High,South Milwaukee High — All Students,2019-20,18.8,1.9,11.2,,1007.0
chronic_absenteeism,South Milwaukee,South Milwaukee High,South Milwaukee High — All Students,2020-21,21.2,2.4,12.8,,1004.0
chronic_absenteeism,South Milwaukee,South Milwaukee High,South Milwaukee High — All Students,2021-22,32.7,11.5,54.2,,975.0
chronic_absenteeism,South Milwaukee,South Milwaukee High,South Milwaukee High — All Students,2022-23,32.6,-0.1,-0.3,,943.0
chronic_absenteeism,South Milwaukee,South Milwaukee High,South Milwaukee High — All Students,2023-24,37.9,5.3,16.3,,951.0
chronic_absenteeism,South Milwaukee,South Milwaukee High,South Milwaukee High — All Students,2024-25,39.4,1.5,4.0,,897.0
chronic_absenteeism,South Milwaukee,South Milwaukee Middle,South Milwaukee Middle — All Students,2018-19,21.7,,,,677.0
chronic_absenteeism,South Milwaukee,South Milwaukee Middle,South Milwaukee Middle — All Students,2019-20,15.1,-6.6,-30.4,,682.0
chronic_absenteeism,South Milwaukee,South Milwaukee Middle,South Milwaukee Middle — All Students,2020-21,20.8,5.7,37.7,,625.0
chronic_absenteeism,South Milwaukee,South Milwaukee Middle,South Milwaukee Middle — All Students,2021-22,24.3,3.5,16.8,,605.0
chronic_absenteeism,South Milwaukee,South Milwaukee Middle,South Milwaukee Middle — All Students,2022-23,20.9,-3.4,-14.0,,580.0
chronic_absenteeism,South Milwaukee,South Milwaukee Middle,South Milwaukee Middle — All Students,2023-24,28.5,7.6,36.4,,597.0
chronic_absenteeism,South Milwaukee,South Milwaukee Middle,South Milwaukee Middle — All Students,2024-25,24.0,-4.5,-15.8,,603.0
chronic_absenteeism,Stellar Collegiate Charter School,Stellar Collegiate Charter School,Stellar Collegiate Charter School — All Students,2018-19,0.8,,,,128.0
chronic_absenteeism,Stellar Collegiate Charter School,Stellar Collegiate Charter School,Stellar Collegiate Charter School — All Students,2019-20,5.1,4.3,537.5,,158.0
chronic_absenteeism,Stellar Collegiate Charter School,Stellar Collegiate Charter School,Stellar Collegiate Charter School — All Students,2020-21,33.5,28.4,556.9,,209.0
chronic_absenteeism,Stellar Collegiate Charter School,Stellar Collegiate Charter School,Stellar Collegiate Charter School — All Students,2021-22,39.5,6.0,17.9,,238.0
chronic_absenteeism,Trans Center for Youth,Escuela Verde,Escuela Verde — All Students,2022-23,54.2,,,,120.0
chronic_absenteeism,Trans Center for Youth,Escuela Verde,Escuela Verde — All Students,2023-24,50.0,-4.2,-7.7,,120.0
chronic_absenteeism,Trans Center for Youth,Escuela Verde,Escuela Verde — All Students,2024-25,70.7,20.7,41.4,,116.0
chronic_absenteeism,United Community Center,Bruce Guadalupe,Bruce Guadalupe — All Students,2022-23,21.8,,,,1163.0
chronic_absenteeism,United Community Center,Bruce Guadalupe,Bruce Guadalupe — All Students,2023-24,21.2,-0.6,-2.8,,1216.0
chronic_absenteeism,United Community Center,Bruce Guadalupe,Bruce Guadalupe — All Students,2024-25,15.9,-5.3,-25.0,,1179.0
chronic_absenteeism,United Community Center,United Community Center Acosta Middle School,United Community Center Acosta Middle School — All Students,2022-23,40.8,,,,179.0
chronic_absenteeism,United Community Center,United Community Center Acosta Middle School,United Community Center Acosta Middle School — All Students,2023-24,28.7,-12.1,-29.7,,171.0
chronic_absenteeism,United Community Center,United Community Center Acosta Middle School,United Community Center Acosta Middle School — All Students,2024-25,19.4,-9.3,-32.4,,180.0
chronic_absenteeism,United Community Center Acosta Middle School,United Community Center Acosta Middle School,United Community Center Acosta Middle School — All Students,2018-19,18.7,,,,166.0
chronic_absenteeism,United Community Center Acosta Middle School,United Community Center Acosta Middle School,United Community Center Acosta Middle School — All Students,2019-20,9.9,-8.8,-47.1,,181.0
chronic_absenteeism,United Community Center Acosta Middle School,United Community Center Acosta Middle School,United Community Center Acosta Middle School — All Students,2020-21,19.0,9.1,91.9,,211.0
chronic_absenteeism,United Community Center Acosta Middle School,United Community Center Acosta Middle School,United Community Center Acosta Middle School — All Students,2021-22,51.7,32.7,172.1,,203.0
chronic_absenteeism,Wauwatosa,East High,East High — All Students,2018-19,20.2,,,,1181.0
chronic_absenteeism,Wauwatosa,East High,East High — All Students,2019-20,16.3,-3.9,-19.3,,1167.0
chronic_absenteeism,Wauwatosa,East High,East High — All Students,2020-21,25.0,8.7,53.4,,1034.0
chronic_absenteeism,Wauwatosa,East High,East High — All Students,2021-22,22.1,-2.9,-11.6,,1046.0
chronic_absenteeism,Wauwatosa,East High,East High — All Students,2022-23,23.1,1.0,4.5,,1022.0
chronic_absenteeism,Wauwatosa,East High,East High — All Students,2023-24,15.7,-7.4,-32.0,,1002.0
chronic_absenteeism,Wauwatosa,East High,East High — All Students,2024-25,18.7,3.0,19.1,,1026.0
chronic_absenteeism,Wauwatosa,Eisenhower Elementary,Eisenhower Elementary — All Students,2018-19,12.2,,,,345.0
chronic_absenteeism,Wauwatosa,Eisenhower Elementary,Eisenhower Elementary — All Students,2019-20,12.3,0.1,0.8,,318.0
chronic_absenteeism,Wauwatosa,Eisenhower Elementary,Eisenhower Elementary — All Students,2020-21,14.5,2.2,17.9,,296.0
chronic_absenteeism,Wauwatosa,Eisenhower Elementary,Eisenhower Elementary — All Students,2021-22,14.7,0.2,1.4,,314.0
chronic_absenteeism,Wauwatosa,Eisenhower Elementary,Eisenhower Elementary — All Students,2022-23,18.9,4.2,28.6,,339.0
chronic_absenteeism,Wauwatosa,Eisenhower Elementary,Eisenhower Elementary — All Students,2023-24,12.8,-6.1,-32.3,,321.0
chronic_absenteeism,Wauwatosa,Eisenhower Elementary,Eisenhower Elementary — All Students,2024-25,14.2,1.4,10.9,,338.0
chronic_absenteeism,Wauwatosa,Jefferson Elementary,Jefferson Elementary — All Students,2018-19,5.9,,,,237.0
chronic_absenteeism,Wauwatosa,Jefferson Elementary,Jefferson Elementary — All Students,2019-20,5.0,-0.9,-15.3,,238.0
chronic_absenteeism,Wauwatosa,Jefferson Elementary,Jefferson Elementary — All Students,2020-21,5.2,0.2,4.0,,213.0
chronic_absenteeism,Wauwatosa,Jefferson Elementary,Jefferson Elementary — All Students,2021-22,12.8,7.6,146.2,,219.0
chronic_absenteeism,Wauwatosa,Jefferson Elementary,Jefferson Elementary — All Students,2022-23,11.8,-1.0,-7.8,,211.0
chronic_absenteeism,Wauwatosa,Jefferson Elementary,Jefferson Elementary — All Students,2023-24,5.8,-6.0,-50.8,,206.0
chronic_absenteeism,Wauwatosa,Jefferson Elementary,Jefferson Elementary — All Students,2024-25,5.6,-0.2,-3.4,,195.0
chronic_absenteeism,Wauwatosa,Lincoln Elementary,Lincoln Elementary — All Students,2018-19,1.9,,,,258.0
chronic_absenteeism,Wauwatosa,Lincoln Elementary,Lincoln Elementary — All Students,2019-20,6.5,4.6,242.1,,276.0
chronic_absenteeism,Wauwatosa,Lincoln Elementary,Lincoln Elementary — All Students,2020-21,1.6,-4.9,-75.4,,248.0
chronic_absenteeism,Wauwatosa,Lincoln Elementary,Lincoln Elementary — All Students,2021-22,5.0,3.4,212.5,,261.0
chronic_absenteeism,Wauwatosa,Lincoln Elementary,Lincoln Elementary — All Students,2022-23,7.5,2.5,50.0,,280.0
chronic_absenteeism,Wauwatosa,Lincoln Elementary,Lincoln Elementary — All Students,2023-24,5.2,-2.3,-30.7,,289.0
chronic_absenteeism,Wauwatosa,Lincoln Elementary,Lincoln Elementary — All Students,2024-25,3.0,-2.2,-42.3,,299.0
chronic_absenteeism,Wauwatosa,Longfellow Middle,Longfellow Middle — All Students,2018-19,9.1,,,,773.0
chronic_absenteeism,Wauwatosa,Longfellow Middle,Longfellow Middle — All Students,2019-20,9.3,0.2,2.2,,760.0
chronic_absenteeism,Wauwatosa,Longfellow Middle,Longfellow Middle — All Students,2020-21,30.1,20.8,223.7,,705.0
chronic_absenteeism,Wauwatosa,Longfellow Middle,Longfellow Middle — All Students,2021-22,14.2,-15.9,-52.8,,713.0
chronic_absenteeism,Wauwatosa,Longfellow Middle,Longfellow Middle — All Students,2022-23,15.3,1.1,7.7,,730.0
chronic_absenteeism,Wauwatosa,Longfellow Middle,Longfellow Middle — All Students,2023-24,7.2,-8.1,-52.9,,746.0
chronic_absenteeism,Wauwatosa,Longfellow Middle,Longfellow Middle — All Students,2024-25,8.7,1.5,20.8,,785.0
chronic_absenteeism,Wauwatosa,Madison Elementary,Madison Elementary — All Students,2018-19,8.8,,,,273.0
chronic_absenteeism,Wauwatosa,Madison Elementary,Madison Elementary — All Students,2019-20,8.3,-0.5,-5.7,,265.0
chronic_absenteeism,Wauwatosa,Madison Elementary,Madison Elementary — All Students,2020-21,6.4,-1.9,-22.9,,233.0
chronic_absenteeism,Wauwatosa,Madison Elementary,Madison Elementary — All Students,2021-22,20.2,13.8,215.6,,243.0
chronic_absenteeism,Wauwatosa,Madison Elementary,Madison Elementary — All Students,2022-23,13.9,-6.3,-31.2,,252.0
chronic_absenteeism,Wauwatosa,Madison Elementary,Madison Elementary — All Students,2023-24,7.2,-6.7,-48.2,,235.0
chronic_absenteeism,Wauwatosa,Madison Elementary,Madison Elementary — All Students,2024-25,10.5,3.3,45.8,,238.0
chronic_absenteeism,Wauwatosa,McKinley Elementary,McKinley Elementary — All Students,2018-19,2.6,,,,349.0
chronic_absenteeism,Wauwatosa,McKinley Elementary,McKinley Elementary — All Students,2019-20,4.9,2.3,88.5,,349.0
chronic_absenteeism,Wauwatosa,McKinley Elementary,McKinley Elementary — All Students,2020-21,2.7,-2.2,-44.9,,332.0
chronic_absenteeism,Wauwatosa,McKinley Elementary,McKinley Elementary — All Students,2021-22,5.6,2.9,107.4,,320.0
chronic_absenteeism,Wauwatosa,McKinley Elementary,McKinley Elementary — All Students,2022-23,4.6,-1.0,-17.9,,329.0
chronic_absenteeism,Wauwatosa,McKinley Elementary,McKinley Elementary — All Students,2023-24,4.5,-0.1,-2.2,,336.0
chronic_absenteeism,Wauwatosa,McKinley Elementary,McKinley Elementary — All Students,2024-25,4.5,0.0,0.0,,332.0
chronic_absenteeism,Wauwatosa,Roosevelt Elementary,Roosevelt Elementary — All Students,2018-19,7.7,,,,338.0
chronic_absenteeism,Wauwatosa,Roosevelt Elementary,Roosevelt Elementary — All Students,2019-20,7.9,0.2,2.6,,356.0
chronic_absenteeism,Wauwatosa,Roosevelt Elementary,Roosevelt Elementary — All Students,2020-21,6.5,-1.4,-17.7,,336.0
chronic_absenteeism,Wauwatosa,Roosevelt Elementary,Roosevelt Elementary — All Students,2021-22,10.5,4.0,61.5,,373.0
chronic_absenteeism,Wauwatosa,Roosevelt Elementary,Roosevelt Elementary — All Students,2022-23,7.6,-2.9,-27.6,,368.0
chronic_absenteeism,Wauwatosa,Roosevelt Elementary,Roosevelt Elementary — All Students,2023-24,10.3,2.7,35.5,,370.0
chronic_absenteeism,Wauwatosa,Roosevelt Elementary,Roosevelt Elementary — All Students,2024-25,10.8,0.5,4.9,,353.0
chronic_absenteeism,Wauwatosa,Underwood Elementary,Underwood Elementary — All Students,2018-19,16.3,,,,344.0
chronic_absenteeism,Wauwatosa,Underwood Elementary,Underwood Elementary — All Students,2019-20,13.5,-2.8,-17.2,,327.0
chronic_absenteeism,Wauwatosa,Underwood Elementary,Underwood Elementary — All Students,2020-21,20.4,6.9,51.1,,304.0
chronic_absenteeism,Wauwatosa,Underwood Elementary,Underwood Elementary — All Students,2021-22,21.1,0.7,3.4,,332.0
chronic_absenteeism,Wauwatosa,Underwood Elementary,Underwood Elementary — All Students,2022-23,19.3,-1.8,-8.5,,301.0
chronic_absenteeism,Wauwatosa,Underwood Elementary,Underwood Elementary — All Students,2023-24,12.9,-6.4,-33.2,,294.0
chronic_absenteeism,Wauwatosa,Underwood Elementary,Underwood Elementary — All Students,2024-25,13.5,0.6,4.7,,303.0
chronic_absenteeism,Wauwatosa,Vel R Phillips School,Vel R Phillips School — All Students,2018-19,3.8,,,,26.0
chronic_absenteeism,Wauwatosa,Vel R Phillips School,Vel R Phillips School — All Students,2019-20,0.0,-3.8,-100.0,,41.0
chronic_absenteeism,Wauwatosa,Vel R Phillips School,Vel R Phillips School — All Students,2020-21,0.0,0.0,,,47.0
chronic_absenteeism,Wauwatosa,Vel R Phillips School,Vel R Phillips School — All Students,2021-22,71.7,71.7,,,106.0
chronic_absenteeism,Wauwatosa,Vel R Phillips School,Vel R Phillips School — All Students,2022-23,76.8,5.1,7.1,,56.0
chronic_absenteeism,Wauwatosa,Vel R Phillips School,Vel R Phillips School — All Students,2023-24,0.0,-76.8,-100.0,,66.0
chronic_absenteeism,Wauwatosa,Vel R Phillips School,Vel R Phillips School — All Students,2024-25,0.0,0.0,,,98.0
chronic_absenteeism,Wauwatosa,Washington Elementary,Washington Elementary — All Students,2018-19,5.7,,,,283.0
chronic_absenteeism,Wauwatosa,Washington Elementary,Washington Elementary — All Students,2019-20,4.1,-1.6,-28.1,,269.0
chronic_absenteeism,Wauwatosa,Washington Elementary,Washington Elementary — All Students,2020-21,5.8,1.7,41.5,,243.0
chronic_absenteeism,Wauwatosa,Washington Elementary,Washington Elementary — All Students,2021-22,10.3,4.5,77.6,,253.0
chronic_absenteeism,Wauwatosa,Washington Elementary,Washington Elementary — All Students,2022-23,6.7,-3.6,-35.0,,255.0
chronic_absenteeism,Wauwatosa,Washington Elementary,Washington Elementary — All Students,2023-24,5.9,-0.8,-11.9,,256.0
chronic_absenteeism,Wauwatosa,Washington Elementary,Washington Elementary — All Students,2024-25,5.8,-0.1,-1.7,,258.0
chronic_absenteeism,Wauwatosa,Wauwatosa Montessori School,Wauwatosa Montessori School — All Students,2018-19,4.9,,,,164.0
chronic_absenteeism,Wauwatosa,Wauwatosa Montessori School,Wauwatosa Montessori School — All Students,2019-20,3.6,-1.3,-26.5,,165.0
chronic_absenteeism,Wauwatosa,Wauwatosa Montessori School,Wauwatosa Montessori School — All Students,2020-21,2.8,-0.8,-22.2,,143.0
chronic_absenteeism,Wauwatosa,Wauwatosa Montessori School,Wauwatosa Montessori School — All Students,2021-22,12.6,9.8,350.0,,151.0
chronic_absenteeism,Wauwatosa,Wauwatosa Montessori School,Wauwatosa Montessori School — All Students,2022-23,8.8,-3.8,-30.2,,159.0
chronic_absenteeism,Wauwatosa,Wauwatosa Montessori School,Wauwatosa Montessori School — All Students,2023-24,3.2,-5.6,-63.6,,158.0
chronic_absenteeism,Wauwatosa,Wauwatosa Montessori School,Wauwatosa Montessori School — All Students,2024-25,4.4,1.2,37.5,,158.0
chronic_absenteeism,Wauwatosa,Wauwatosa STEM,Wauwatosa STEM — All Students,2018-19,0.0,,,,135.0
chronic_absenteeism,Wauwatosa,Wauwatosa STEM,Wauwatosa STEM — All Students,2019-20,3.6,3.6,,,140.0
chronic_absenteeism,Wauwatosa,Wauwatosa STEM,Wauwatosa STEM — All Students,2020-21,1.6,-2.0,-55.6,,128.0
chronic_absenteeism,Wauwatosa,Wauwatosa STEM,Wauwatosa STEM — All Students,2021-22,3.7,2.1,131.2,,136.0
chronic_absenteeism,Wauwatosa,Wauwatosa STEM,Wauwatosa STEM — All Students,2022-23,0.8,-2.9,-78.4,,131.0
chronic_absenteeism,Wauwatosa,Wauwatosa STEM,Wauwatosa STEM — All Students,2023-24,1.5,0.7,87.5,,130.0
chronic_absenteeism,Wauwatosa,Wauwatosa STEM,Wauwatosa STEM — All Students,2024-25,3.8,2.3,153.3,,130.0
chronic_absenteeism,Wauwatosa,Wauwatosa Virtual Academy,Wauwatosa Virtual Academy — All Students,2018-19,0.0,,,,133.0
chronic_absenteeism,Wauwatosa,Wauwatosa Virtual Academy,Wauwatosa Virtual Academy — All Students,2019-20,34.5,34.5,,,113.0
chronic_absenteeism,Wauwatosa,Wauwatosa Virtual Academy,Wauwatosa Virtual Academy — All Students,2020-21,42.7,8.2,23.8,,386.0
chronic_absenteeism,Wauwatosa,Wauwatosa Virtual Academy,Wauwatosa Virtual Academy — All Students,2021-22,6.3,-36.4,-85.2,,190.0
chronic_absenteeism,Wauwatosa,Wauwatosa Virtual Academy,Wauwatosa Virtual Academy — All Students,2022-23,0.5,-5.8,-92.1,,183.0
chronic_absenteeism,Wauwatosa,Wauwatosa Virtual Academy,Wauwatosa Virtual Academy — All Students,2023-24,6.7,6.2,1240.0,,119.0
chronic_absenteeism,Wauwatosa,Wauwatosa Virtual Academy,Wauwatosa Virtual Academy — All Students,2024-25,0.0,-6.7,-100.0,,99.0
chronic_absenteeism,Wauwatosa,West High,West High — All Students,2018-19,11.1,,,,1069.0
chronic_absenteeism,Wauwatosa,West High,West High — All Students,2019-20,18.0,6.9,62.2,,1069.0
chronic_absenteeism,Wauwatosa,West High,West High — All Students,2020-21,35.2,17.2,95.6,,955.0
chronic_absenteeism,Wauwatosa,West High,West High — All Students,2021-22,25.2,-10.0,-28.4,,1038.0
chronic_absenteeism,Wauwatosa,West High,West High — All Students,2022-23,25.2,0.0,0.0,,1018.0
chronic_absenteeism,Wauwatosa,West High,West High — All Students,2023-24,20.4,-4.8,-19.0,,1016.0
chronic_absenteeism,Wauwatosa,West High,West High — All Students,2024-25,22.6,2.2,10.8,,962.0
chronic_absenteeism,Wauwatosa,Whitman Middle,Whitman Middle — All Students,2018-19,7.0,,,,698.0
chronic_absenteeism,Wauwatosa,Whitman Middle,Whitman Middle — All Students,2019-20,8.9,1.9,27.1,,722.0
chronic_absenteeism,Wauwatosa,Whitman Middle,Whitman Middle — All Students,2020-21,34.9,26.0,292.1,,648.0
chronic_absenteeism,Wauwatosa,Whitman Middle,Whitman Middle — All Students,2021-22,17.5,-17.4,-49.9,,669.0
chronic_absenteeism,Wauwatosa,Whitman Middle,Whitman Middle — All Students,2022-23,20.4,2.9,16.6,,633.0
chronic_absenteeism,Wauwatosa,Whitman Middle,Whitman Middle — All Students,2023-24,14.7,-5.7,-27.9,,597.0
chronic_absenteeism,Wauwatosa,Whitman Middle,Whitman Middle — All Students,2024-25,14.5,-0.2,-1.4,,571.0
chronic_absenteeism,Wauwatosa,Wilson Elementary,Wilson Elementary — All Students,2018-19,5.5,,,,128.0
chronic_absenteeism,Wauwatosa,Wilson Elementary,Wilson Elementary — All Students,2019-20,12.9,7.4,134.5,,139.0
chronic_absenteeism,Wauwatosa,Wilson Elementary,Wilson Elementary — All Students,2020-21,7.1,-5.8,-45.0,,126.0
chronic_absenteeism,Wauwatosa,Wilson Elementary,Wilson Elementary — All Students,2021-22,9.6,2.5,35.2,,135.0
chronic_absenteeism,Wauwatosa,Wilson Elementary,Wilson Elementary — All Students,2022-23,13.3,3.7,38.5,,158.0
chronic_absenteeism,Wauwatosa,Wilson Elementary,Wilson Elementary — All Students,2023-24,8.0,-5.3,-39.8,,175.0
chronic_absenteeism,Wauwatosa,Wilson Elementary,Wilson Elementary — All Students,2024-25,8.0,0.0,0.0,,187.0
chronic_absenteeism,West Allis-West Milwaukee,Central High,Central High — All Students,2018-19,32.2,,,,996.0
chronic_absenteeism,West Allis-West Milwaukee,Central High,Central High — All Students,2019-20,35.6,3.4,10.6,,979.0
chronic_absenteeism,West Allis-West Milwaukee,Central High,Central High — All Students,2020-21,48.4,12.8,36.0,,1034.0
chronic_absenteeism,West Allis-West Milwaukee,Central High,Central High — All Students,2021-22,45.3,-3.1,-6.4,,1003.0
chronic_absenteeism,West Allis-West Milwaukee,Central High,Central High — All Students,2022-23,44.4,-0.9,-2.0,,952.0
chronic_absenteeism,West Allis-West Milwaukee,Central High,Central High — All Students,2023-24,42.1,-2.3,-5.2,,989.0
chronic_absenteeism,West Allis-West Milwaukee,Central High,Central High — All Students,2024-25,41.3,-0.8,-1.9,,934.0
chronic_absenteeism,West Allis-West Milwaukee,Deeper Learning Virtual Academy,Deeper Learning Virtual Academy — All Students,2021-22,43.4,,,,122.0
chronic_absenteeism,West Allis-West Milwaukee,Deeper Learning Virtual Academy,Deeper Learning Virtual Academy — All Students,2022-23,36.5,-6.9,-15.9,,96.0
chronic_absenteeism,West Allis-West Milwaukee,Deeper Learning Virtual Academy,Deeper Learning Virtual Academy — All Students,2023-24,28.8,-7.7,-21.1,,111.0
chronic_absenteeism,West Allis-West Milwaukee,Deeper Learning Virtual Academy,Deeper Learning Virtual Academy — All Students,2024-25,0.0,-28.8,-100.0,,89.0
chronic_absenteeism,West Allis-West Milwaukee,Frank Lloyd Wright Intermediate,Frank Lloyd Wright Intermediate — All Students,2018-19,18.2,,,,902.0
chronic_absenteeism,West Allis-West Milwaukee,Frank Lloyd Wright Intermediate,Frank Lloyd Wright Intermediate — All Students,2019-20,21.8,3.6,19.8,,940.0
chronic_absenteeism,West Allis-West Milwaukee,Frank Lloyd Wright Intermediate,Frank Lloyd Wright Intermediate — All Students,2020-21,17.8,-4.0,-18.3,,882.0
chronic_absenteeism,West Allis-West Milwaukee,Frank Lloyd Wright Intermediate,Frank Lloyd Wright Intermediate — All Students,2021-22,23.3,5.5,30.9,,819.0
chronic_absenteeism,West Allis-West Milwaukee,Frank Lloyd Wright Intermediate,Frank Lloyd Wright Intermediate — All Students,2022-23,18.2,-5.1,-21.9,,757.0
chronic_absenteeism,West Allis-West Milwaukee,Frank Lloyd Wright Intermediate,Frank Lloyd Wright Intermediate — All Students,2023-24,13.5,-4.7,-25.8,,987.0
chronic_absenteeism,West Allis-West Milwaukee,Frank Lloyd Wright Intermediate,Frank Lloyd Wright Intermediate — All Students,2024-25,14.9,1.4,10.4,,893.0
