metric,district,school,group,year,value,yoy_change,pct_change,status_flag
enrollment,Milwaukee,Lincoln Middle,Lincoln Middle — All Students,2024-25,309,1.0,0.32467532467532756,
enrollment,Milwaukee,Longfellow Elementary,Longfellow Elementary — All Students,2018-19,866,,,
enrollment,Milwaukee,Longfellow Elementary,Longfellow Elementary — All Students,2019-20,823,-43.0,-4.965357967667439,
enrollment,Milwaukee,Longfellow Elementary,Longfellow Elementary — All Students,2020-21,800,-23.0,-2.7946537059538312,
enrollment,Milwaukee,Longfellow Elementary,Longfellow Elementary — All Students,2021-22,739,-61.0,-7.6250000000000036,
enrollment,Milwaukee,Longfellow Elementary,Longfellow Elementary — All Students,2022-23,673,-66.0,-8.930987821380242,
enrollment,Milwaukee,Longfellow Elementary,Longfellow Elementary — All Students,2023-24,718,45.0,6.686478454680533,
enrollment,Milwaukee,Longfellow Elementary,Longfellow Elementary — All Students,2024-25,773,55.0,7.660167130919215,
enrollment,Milwaukee,Lowell International Elementary,Lowell International Elementary — All Students,2018-19,249,,,
enrollment,Milwaukee,Lowell International Elementary,Lowell International Elementary — All Students,2019-20,226,-23.0,-9.236947791164663,
enrollment,Milwaukee,Lowell International Elementary,Lowell International Elementary — All Students,2020-21,206,-20.0,-8.849557522123897,
enrollment,Milwaukee,Lowell International Elementary,Lowell International Elementary — All Students,2021-22,208,2.0,0.9708737864077666,
enrollment,Milwaukee,Lowell International Elementary,Lowell International Elementary — All Students,2022-23,213,5.0,2.4038461538461453,
enrollment,Milwaukee,Lowell International Elementary,Lowell International Elementary — All Students,2023-24,206,-7.0,-3.2863849765258246,
enrollment,Milwaukee,Lowell International Elementary,Lowell International Elementary — All Students,2024-25,209,3.0,1.4563106796116498,
enrollment,Milwaukee,MacDowell Montessori School K3-12,MacDowell Montessori School K3-12 — All Students,2018-19,823,,,
enrollment,Milwaukee,MacDowell Montessori School K3-12,MacDowell Montessori School K3-12 — All Students,2019-20,862,39.0,4.73876063183476,
enrollment,Milwaukee,MacDowell Montessori School K3-12,MacDowell Montessori School K3-12 — All Students,2020-21,880,18.0,2.088167053364276,
enrollment,Milwaukee,MacDowell Montessori School K3-12,MacDowell Montessori School K3-12 — All Students,2021-22,866,-14.0,-1.5909090909090873,
enrollment,Milwaukee,MacDowell Montessori School K3-12,MacDowell Montessori School K3-12 — All Students,2022-23,854,-12.0,-1.385681293302543,
enrollment,Milwaukee,MacDowell Montessori School K3-12,MacDowell Montessori School K3-12 — All Students,2023-24,860,6.0,0.7025761124121788,
enrollment,Milwaukee,MacDowell Montessori School K3-12,MacDowell Montessori School K3-12 — All Students,2024-25,823,-37.0,-4.302325581395349,
enrollment,Milwaukee,Manitoba Elementary,Manitoba Elementary — All Students,2018-19,521,,,
enrollment,Milwaukee,Manitoba Elementary,Manitoba Elementary — All Students,2019-20,455,-66.0,-12.667946257197693,
enrollment,Milwaukee,Manitoba Elementary,Manitoba Elementary — All Students,2020-21,430,-25.0,-5.494505494505497,
enrollment,Milwaukee,Manitoba Elementary,Manitoba Elementary — All Students,2021-22,446,16.0,3.7209302325581506,
enrollment,Milwaukee,Manitoba Elementary,Manitoba Elementary — All Students,2022-23,440,-6.0,-1.3452914798206317,
enrollment,Milwaukee,Manitoba Elementary,Manitoba Elementary — All Students,2023-24,445,5.0,1.1363636363636465,
enrollment,Milwaukee,Manitoba Elementary,Manitoba Elementary — All Students,2024-25,469,24.0,5.393258426966296,
enrollment,Milwaukee,Maple Tree Elementary,Maple Tree Elementary — All Students,2018-19,291,,,
enrollment,Milwaukee,Maple Tree Elementary,Maple Tree Elementary — All Students,2019-20,246,-45.0,-15.463917525773196,
enrollment,Milwaukee,Maple Tree Elementary,Maple Tree Elementary — All Students,2020-21,236,-10.0,-4.0650406504065035,
enrollment,Milwaukee,Maple Tree Elementary,Maple Tree Elementary — All Students,2021-22,247,11.0,4.661016949152552,
enrollment,Milwaukee,Maple Tree Elementary,Maple Tree Elementary — All Students,2022-23,231,-16.0,-6.477732793522262,
enrollment,Milwaukee,Maple Tree Elementary,Maple Tree Elementary — All Students,2023-24,264,33.0,14.28571428571428,
enrollment,Milwaukee,Maple Tree Elementary,Maple Tree Elementary — All Students,2024-25,235,-29.0,-10.984848484848486,
enrollment,Milwaukee,Marshall High,Marshall High — All Students,2018-19,865,,,
enrollment,Milwaukee,Marshall High,Marshall High — All Students,2019-20,1049,184.0,21.271676300578022,
enrollment,Milwaukee,Marshall High,Marshall High — All Students,2020-21,1203,154.0,14.680648236415639,
enrollment,Milwaukee,Marshall High,Marshall High — All Students,2021-22,1010,-193.0,-16.043225270157933,
enrollment,Milwaukee,Marshall High,Marshall High — All Students,2022-23,798,-212.0,-20.990099009900987,
enrollment,Milwaukee,Marshall High,Marshall High — All Students,2023-24,692,-106.0,-13.28320802005013,
enrollment,Milwaukee,Marshall High,Marshall High — All Students,2024-25,639,-53.0,-7.658959537572252,
enrollment,Milwaukee,Maryland Montessori,Maryland Montessori — All Students,2018-19,456,,,
enrollment,Milwaukee,Maryland Montessori,Maryland Montessori — All Students,2019-20,492,36.0,7.8947368421052655,
enrollment,Milwaukee,Maryland Montessori,Maryland Montessori — All Students,2020-21,495,3.0,0.6097560975609762,
enrollment,Milwaukee,Maryland Montessori,Maryland Montessori — All Students,2021-22,482,-13.0,-2.626262626262621,
enrollment,Milwaukee,Maryland Montessori,Maryland Montessori — All Students,2022-23,501,19.0,3.9419087136929543,
enrollment,Milwaukee,Maryland Montessori,Maryland Montessori — All Students,2023-24,515,14.0,2.794411177644718,
enrollment,Milwaukee,Maryland Montessori,Maryland Montessori — All Students,2024-25,470,-45.0,-8.737864077669899,
enrollment,Milwaukee,Meir School,Meir School — All Students,2018-19,1162,,,No data after 2019-20
enrollment,Milwaukee,Meir School,Meir School — All Students,2019-20,1201,39.0,3.3562822719449326,No data after 2019-20
enrollment,Milwaukee,Metcalfe Elementary,Metcalfe Elementary — All Students,2018-19,286,,,
enrollment,Milwaukee,Metcalfe Elementary,Metcalfe Elementary — All Students,2019-20,346,60.0,20.97902097902098,
enrollment,Milwaukee,Metcalfe Elementary,Metcalfe Elementary — All Students,2020-21,295,-51.0,-14.739884393063585,
enrollment,Milwaukee,Metcalfe Elementary,Metcalfe Elementary — All Students,2021-22,326,31.0,10.508474576271176,
enrollment,Milwaukee,Metcalfe Elementary,Metcalfe Elementary — All Students,2022-23,334,8.0,2.4539877300613577,
enrollment,Milwaukee,Metcalfe Elementary,Metcalfe Elementary — All Students,2023-24,342,8.0,2.39520958083832,
enrollment,Milwaukee,Metcalfe Elementary,Metcalfe Elementary — All Students,2024-25,296,-46.0,-13.450292397660824,
enrollment,Milwaukee,Milwaukee Academy of Chinese Language,Milwaukee Academy of Chinese Language — All Students,2018-19,441,,,
enrollment,Milwaukee,Milwaukee Academy of Chinese Language,Milwaukee Academy of Chinese Language — All Students,2019-20,471,30.0,6.802721088435382,
enrollment,Milwaukee,Milwaukee Academy of Chinese Language,Milwaukee Academy of Chinese Language — All Students,2020-21,456,-15.0,-3.1847133757961776,
enrollment,Milwaukee,Milwaukee Academy of Chinese Language,Milwaukee Academy of Chinese Language — All Students,2021-22,481,25.0,5.482456140350878,
enrollment,Milwaukee,Milwaukee Academy of Chinese Language,Milwaukee Academy of Chinese Language — All Students,2022-23,475,-6.0,-1.2474012474012475,
enrollment,Milwaukee,Milwaukee Academy of Chinese Language,Milwaukee Academy of Chinese Language — All Students,2023-24,491,16.0,3.368421052631576,
enrollment,Milwaukee,Milwaukee Academy of Chinese Language,Milwaukee Academy of Chinese Language — All Students,2024-25,499,8.0,1.6293279022403295,
enrollment,Milwaukee,Milwaukee College Preparatory School -- 36th Street Campus,Milwaukee College Preparatory School -- 36th Street Campus — All Students,2018-19,506,,,
enrollment,Milwaukee,Milwaukee College Preparatory School -- 36th Street Campus,Milwaukee College Preparatory School -- 36th Street Campus — All Students,2019-20,506,0.0,0.0,
enrollment,Milwaukee,Milwaukee College Preparatory School -- 36th Street Campus,Milwaukee College Preparatory School -- 36th Street Campus — All Students,2020-21,511,5.0,0.9881422924901129,
enrollment,Milwaukee,Milwaukee College Preparatory School -- 36th Street Campus,Milwaukee College Preparatory School -- 36th Street Campus — All Students,2021-22,494,-17.0,-3.32681017612525,
enrollment,Milwaukee,Milwaukee College Preparatory School -- 36th Street Campus,Milwaukee College Preparatory School -- 36th Street Campus — All Students,2022-23,493,-1.0,-0.2024291497975672,
enrollment,Milwaukee,Milwaukee College Preparatory School -- 36th Street Campus,Milwaukee College Preparatory School -- 36th Street Campus — All Students,2023-24,478,-15.0,-3.0425963488843855,
enrollment,Milwaukee,Milwaukee College Preparatory School -- 36th Street Campus,Milwaukee College Preparatory School -- 36th Street Campus — All Students,2024-25,486,8.0,1.673640167364021,
enrollment,Milwaukee,Milwaukee College Preparatory School -- 38th Street,Milwaukee College Preparatory School -- 38th Street — All Students,2018-19,506,,,
enrollment,Milwaukee,Milwaukee College Preparatory School -- 38th Street,Milwaukee College Preparatory School -- 38th Street — All Students,2019-20,510,4.0,0.7905138339920903,
enrollment,Milwaukee,Milwaukee College Preparatory School -- 38th Street,Milwaukee College Preparatory School -- 38th Street — All Students,2020-21,511,1.0,0.19607843137254832,
enrollment,Milwaukee,Milwaukee College Preparatory School -- 38th Street,Milwaukee College Preparatory School -- 38th Street — All Students,2021-22,499,-12.0,-2.3483365949119372,
enrollment,Milwaukee,Milwaukee College Preparatory School -- 38th Street,Milwaukee College Preparatory School -- 38th Street — All Students,2022-23,467,-32.0,-6.412825651302601,
enrollment,Milwaukee,Milwaukee College Preparatory School -- 38th Street,Milwaukee College Preparatory School -- 38th Street — All Students,2023-24,478,11.0,2.3554603854389677,
enrollment,Milwaukee,Milwaukee College Preparatory School -- 38th Street,Milwaukee College Preparatory School -- 38th Street — All Students,2024-25,474,-4.0,-0.8368200836820106,
enrollment,Milwaukee,Milwaukee College Preparatory School -- Lloyd Street,Milwaukee College Preparatory School -- Lloyd Street — All Students,2018-19,501,,,
enrollment,Milwaukee,Milwaukee College Preparatory School -- Lloyd Street,Milwaukee College Preparatory School -- Lloyd Street — All Students,2019-20,496,-5.0,-0.9980039920159722,
enrollment,Milwaukee,Milwaukee College Preparatory School -- Lloyd Street,Milwaukee College Preparatory School -- Lloyd Street — All Students,2020-21,505,9.0,1.814516129032251,
enrollment,Milwaukee,Milwaukee College Preparatory School -- Lloyd Street,Milwaukee College Preparatory School -- Lloyd Street — All Students,2021-22,491,-14.0,-2.7722772277227747,
enrollment,Milwaukee,Milwaukee College Preparatory School -- Lloyd Street,Milwaukee College Preparatory School -- Lloyd Street — All Students,2022-23,490,-1.0,-0.20366598778004397,
enrollment,Milwaukee,Milwaukee College Preparatory School -- Lloyd Street,Milwaukee College Preparatory School -- Lloyd Street — All Students,2023-24,477,-13.0,-2.6530612244897944,
enrollment,Milwaukee,Milwaukee College Preparatory School -- Lloyd Street,Milwaukee College Preparatory School -- Lloyd Street — All Students,2024-25,492,15.0,3.1446540880503138,
enrollment,Milwaukee,Milwaukee College Preparatory School: Lola Rowe North Campus,Milwaukee College Preparatory School: Lola Rowe North Campus — All Students,2018-19,489,,,
enrollment,Milwaukee,Milwaukee College Preparatory School: Lola Rowe North Campus,Milwaukee College Preparatory School: Lola Rowe North Campus — All Students,2019-20,487,-2.0,-0.4089979550102263,
enrollment,Milwaukee,Milwaukee College Preparatory School: Lola Rowe North Campus,Milwaukee College Preparatory School: Lola Rowe North Campus — All Students,2020-21,498,11.0,2.258726899383978,
enrollment,Milwaukee,Milwaukee College Preparatory School: Lola Rowe North Campus,Milwaukee College Preparatory School: Lola Rowe North Campus — All Students,2021-22,502,4.0,0.8032128514056325,
enrollment,Milwaukee,Milwaukee College Preparatory School: Lola Rowe North Campus,Milwaukee College Preparatory School: Lola Rowe North Campus — All Students,2022-23,512,10.0,1.9920318725099584,
enrollment,Milwaukee,Milwaukee College Preparatory School: Lola Rowe North Campus,Milwaukee College Preparatory School: Lola Rowe North Campus — All Students,2023-24,509,-3.0,-0.5859375,
enrollment,Milwaukee,Milwaukee College Preparatory School: Lola Rowe North Campus,Milwaukee College Preparatory School: Lola Rowe North Campus — All Students,2024-25,496,-13.0,-2.5540275049115935,
enrollment,Milwaukee,Milwaukee Community Cyber High,Milwaukee Community Cyber High — All Students,2018-19,168,,,No data after 2019-20
enrollment,Milwaukee,Milwaukee Community Cyber High,Milwaukee Community Cyber High — All Students,2019-20,171,3.0,1.7857142857142794,No data after 2019-20
enrollment,Milwaukee,Milwaukee County Youth Education Center,Milwaukee County Youth Education Center — All Students,2018-19,22,,,
enrollment,Milwaukee,Milwaukee County Youth Education Center,Milwaukee County Youth Education Center — All Students,2019-20,21,-1.0,-4.545454545454541,
enrollment,Milwaukee,Milwaukee County Youth Education Center,Milwaukee County Youth Education Center — All Students,2020-21,5,-16.0,-76.19047619047619,Small count (<10) — DPI privacy threshold
enrollment,Milwaukee,Milwaukee County Youth Education Center,Milwaukee County Youth Education Center — All Students,2021-22,9,4.0,80.0,Small count (<10) — DPI privacy threshold
enrollment,Milwaukee,Milwaukee County Youth Education Center,Milwaukee County Youth Education Center — All Students,2022-23,5,-4.0,-44.44444444444444,Small count (<10) — DPI privacy threshold
enrollment,Milwaukee,Milwaukee County Youth Education Center,Milwaukee County Youth Education Center — All Students,2023-24,22,17.0,340.00000000000006,
enrollment,Milwaukee,Milwaukee County Youth Education Center,Milwaukee County Youth Education Center — All Students,2024-25,49,27.0,122.7272727272727,
enrollment,Milwaukee,Milwaukee Environmental Science Academy,Milwaukee Environmental Science Academy — All Students,2018-19,414,,,
enrollment,Milwaukee,Milwaukee Environmental Science Academy,Milwaukee Environmental Science Academy — All Students,2019-20,417,3.0,0.7246376811594235,
enrollment,Milwaukee,Milwaukee Environmental Science Academy,Milwaukee Environmental Science Academy — All Students,2020-21,343,-74.0,-17.74580335731415,
enrollment,Milwaukee,Milwaukee Environmental Science Academy,Milwaukee Environmental Science Academy — All Students,2021-22,333,-10.0,-2.9154518950437303,
enrollment,Milwaukee,Milwaukee Environmental Science Academy,Milwaukee Environmental Science Academy — All Students,2022-23,299,-34.0,-10.210210210210214,
enrollment,Milwaukee,Milwaukee Environmental Science Academy,Milwaukee Environmental Science Academy — All Students,2023-24,295,-4.0,-1.3377926421404673,
enrollment,Milwaukee,Milwaukee Environmental Science Academy,Milwaukee Environmental Science Academy — All Students,2024-25,274,-21.0,-7.118644067796609,
enrollment,Milwaukee,Milwaukee Excellence Charter School,Milwaukee Excellence Charter School — All Students,2018-19,325,,,No data after 2023-24
enrollment,Milwaukee,Milwaukee Excellence Charter School,Milwaukee Excellence Charter School — All Students,2019-20,434,109.0,33.53846153846154,No data after 2023-24
enrollment,Milwaukee,Milwaukee Excellence Charter School,Milwaukee Excellence Charter School — All Students,2020-21,509,75.0,17.28110599078341,No data after 2023-24
enrollment,Milwaukee,Milwaukee Excellence Charter School,Milwaukee Excellence Charter School — All Students,2021-22,591,82.0,16.110019646365426,No data after 2023-24
enrollment,Milwaukee,Milwaukee Excellence Charter School,Milwaukee Excellence Charter School — All Students,2022-23,544,-47.0,-7.9526226734348615,No data after 2023-24
enrollment,Milwaukee,Milwaukee Excellence Charter School,Milwaukee Excellence Charter School — All Students,2023-24,269,-275.0,-50.55147058823529,No data after 2023-24
enrollment,Milwaukee,Milwaukee French Immersion,Milwaukee French Immersion — All Students,2018-19,637,,,
enrollment,Milwaukee,Milwaukee French Immersion,Milwaukee French Immersion — All Students,2019-20,640,3.0,0.47095761381474865,
enrollment,Milwaukee,Milwaukee French Immersion,Milwaukee French Immersion — All Students,2020-21,594,-46.0,-7.187500000000002,
enrollment,Milwaukee,Milwaukee French Immersion,Milwaukee French Immersion — All Students,2021-22,533,-61.0,-10.269360269360273,
enrollment,Milwaukee,Milwaukee French Immersion,Milwaukee French Immersion — All Students,2022-23,450,-83.0,-15.572232645403371,
enrollment,Milwaukee,Milwaukee French Immersion,Milwaukee French Immersion — All Students,2023-24,431,-19.0,-4.222222222222227,
enrollment,Milwaukee,Milwaukee French Immersion,Milwaukee French Immersion — All Students,2024-25,426,-5.0,-1.1600928074245953,
enrollment,Milwaukee,Milwaukee German Immersion,Milwaukee German Immersion — All Students,2018-19,594,,,
enrollment,Milwaukee,Milwaukee German Immersion,Milwaukee German Immersion — All Students,2019-20,595,1.0,0.16835016835017313,
enrollment,Milwaukee,Milwaukee German Immersion,Milwaukee German Immersion — All Students,2020-21,592,-3.0,-0.5042016806722671,
enrollment,Milwaukee,Milwaukee German Immersion,Milwaukee German Immersion — All Students,2021-22,551,-41.0,-6.92567567567568,
enrollment,Milwaukee,Milwaukee German Immersion,Milwaukee German Immersion — All Students,2022-23,561,10.0,1.814882032667886,
enrollment,Milwaukee,Milwaukee German Immersion,Milwaukee German Immersion — All Students,2023-24,549,-12.0,-2.1390374331550777,
enrollment,Milwaukee,Milwaukee German Immersion,Milwaukee German Immersion — All Students,2024-25,549,0.0,0.0,
enrollment,Milwaukee,Milwaukee High School of the Arts,Milwaukee High School of the Arts — All Students,2018-19,884,,,
enrollment,Milwaukee,Milwaukee High School of the Arts,Milwaukee High School of the Arts — All Students,2019-20,937,53.0,5.995475113122173,
enrollment,Milwaukee,Milwaukee High School of the Arts,Milwaukee High School of the Arts — All Students,2020-21,984,47.0,5.016008537886862,
enrollment,Milwaukee,Milwaukee High School of the Arts,Milwaukee High School of the Arts — All Students,2021-22,993,9.0,0.9146341463414531,
enrollment,Milwaukee,Milwaukee High School of the Arts,Milwaukee High School of the Arts — All Students,2022-23,989,-4.0,-0.40281973816717054,
enrollment,Milwaukee,Milwaukee High School of the Arts,Milwaukee High School of the Arts — All Students,2023-24,985,-4.0,-0.4044489383215333,
enrollment,Milwaukee,Milwaukee High School of the Arts,Milwaukee High School of the Arts — All Students,2024-25,959,-26.0,-2.639593908629445,
enrollment,Milwaukee,Milwaukee Parkside School,Milwaukee Parkside School — All Students,2018-19,812,,,
enrollment,Milwaukee,Milwaukee Parkside School,Milwaukee Parkside School — All Students,2019-20,853,41.0,5.049261083743839,
enrollment,Milwaukee,Milwaukee Parkside School,Milwaukee Parkside School — All Students,2020-21,852,-1.0,-0.11723329425556983,
enrollment,Milwaukee,Milwaukee Parkside School,Milwaukee Parkside School — All Students,2021-22,811,-41.0,-4.81220657276995,
enrollment,Milwaukee,Milwaukee Parkside School,Milwaukee Parkside School — All Students,2022-23,838,27.0,3.329223181257701,
enrollment,Milwaukee,Milwaukee Parkside School,Milwaukee Parkside School — All Students,2023-24,853,15.0,1.7899761336515496,
enrollment,Milwaukee,Milwaukee Parkside School,Milwaukee Parkside School — All Students,2024-25,859,6.0,0.703399765533419,
enrollment,Milwaukee,Milwaukee School of Languages,Milwaukee School of Languages — All Students,2018-19,1182,,,
enrollment,Milwaukee,Milwaukee School of Languages,Milwaukee School of Languages — All Students,2019-20,1146,-36.0,-3.0456852791878153,
enrollment,Milwaukee,Milwaukee School of Languages,Milwaukee School of Languages — All Students,2020-21,1103,-43.0,-3.752181500872598,
enrollment,Milwaukee,Milwaukee School of Languages,Milwaukee School of Languages — All Students,2021-22,993,-110.0,-9.972801450589298,
enrollment,Milwaukee,Milwaukee School of Languages,Milwaukee School of Languages — All Students,2022-23,985,-8.0,-0.8056394763343411,
enrollment,Milwaukee,Milwaukee School of Languages,Milwaukee School of Languages — All Students,2023-24,951,-34.0,-3.4517766497461966,
enrollment,Milwaukee,Milwaukee School of Languages,Milwaukee School of Languages — All Students,2024-25,964,13.0,1.3669821240799074,
enrollment,Milwaukee,Milwaukee Sign Language Elementary,Milwaukee Sign Language Elementary — All Students,2018-19,593,,,
enrollment,Milwaukee,Milwaukee Sign Language Elementary,Milwaukee Sign Language Elementary — All Students,2019-20,577,-16.0,-2.6981450252951067,
enrollment,Milwaukee,Milwaukee Sign Language Elementary,Milwaukee Sign Language Elementary — All Students,2020-21,506,-71.0,-12.305025996533791,
enrollment,Milwaukee,Milwaukee Sign Language Elementary,Milwaukee Sign Language Elementary — All Students,2021-22,436,-70.0,-13.833992094861658,
enrollment,Milwaukee,Milwaukee Sign Language Elementary,Milwaukee Sign Language Elementary — All Students,2022-23,429,-7.0,-1.6055045871559592,
enrollment,Milwaukee,Milwaukee Sign Language Elementary,Milwaukee Sign Language Elementary — All Students,2023-24,414,-15.0,-3.4965034965035002,
enrollment,Milwaukee,Milwaukee Sign Language Elementary,Milwaukee Sign Language Elementary — All Students,2024-25,384,-30.0,-7.246376811594201,
enrollment,Milwaukee,Milwaukee Spanish Immersion,Milwaukee Spanish Immersion — All Students,2018-19,728,,,
enrollment,Milwaukee,Milwaukee Spanish Immersion,Milwaukee Spanish Immersion — All Students,2019-20,740,12.0,1.6483516483516425,
enrollment,Milwaukee,Milwaukee Spanish Immersion,Milwaukee Spanish Immersion — All Students,2020-21,723,-17.0,-2.297297297297296,
enrollment,Milwaukee,Milwaukee Spanish Immersion,Milwaukee Spanish Immersion — All Students,2021-22,717,-6.0,-0.8298755186721962,
enrollment,Milwaukee,Milwaukee Spanish Immersion,Milwaukee Spanish Immersion — All Students,2022-23,716,-1.0,-0.1394700139469962,
enrollment,Milwaukee,Milwaukee Spanish Immersion,Milwaukee Spanish Immersion — All Students,2023-24,678,-38.0,-5.307262569832405,
enrollment,Milwaukee,Milwaukee Spanish Immersion,Milwaukee Spanish Immersion — All Students,2024-25,605,-73.0,-10.766961651917406,
enrollment,Milwaukee,Mitchell Elementary,Mitchell Elementary — All Students,2018-19,680,,,
enrollment,Milwaukee,Mitchell Elementary,Mitchell Elementary — All Students,2019-20,673,-7.0,-1.0294117647058787,
enrollment,Milwaukee,Mitchell Elementary,Mitchell Elementary — All Students,2020-21,657,-16.0,-2.377414561664193,
enrollment,Milwaukee,Mitchell Elementary,Mitchell Elementary — All Students,2021-22,586,-71.0,-10.806697108066976,
enrollment,Milwaukee,Mitchell Elementary,Mitchell Elementary — All Students,2022-23,589,3.0,0.5119453924914641,
enrollment,Milwaukee,Mitchell Elementary,Mitchell Elementary — All Students,2023-24,613,24.0,4.074702886247872,
enrollment,Milwaukee,Mitchell Elementary,Mitchell Elementary — All Students,2024-25,597,-16.0,-2.610114192495927,
enrollment,Milwaukee,Morgandale Elementary,Morgandale Elementary — All Students,2018-19,577,,,
enrollment,Milwaukee,Morgandale Elementary,Morgandale Elementary — All Students,2019-20,590,13.0,2.253032928942811,
enrollment,Milwaukee,Morgandale Elementary,Morgandale Elementary — All Students,2020-21,536,-54.0,-9.152542372881356,
enrollment,Milwaukee,Morgandale Elementary,Morgandale Elementary — All Students,2021-22,510,-26.0,-4.850746268656714,
enrollment,Milwaukee,Morgandale Elementary,Morgandale Elementary — All Students,2022-23,530,20.0,3.9215686274509887,
enrollment,Milwaukee,Morgandale Elementary,Morgandale Elementary — All Students,2023-24,578,48.0,9.056603773584904,
enrollment,Milwaukee,Morgandale Elementary,Morgandale Elementary — All Students,2024-25,624,46.0,7.95847750865053,
enrollment,Milwaukee,Morse Mid,Morse Mid — All Students,2018-19,395,,,
enrollment,Milwaukee,Morse Mid,Morse Mid — All Students,2019-20,430,35.0,8.860759493670889,
enrollment,Milwaukee,Morse Mid,Morse Mid — All Students,2020-21,507,77.0,17.906976744186043,
enrollment,Milwaukee,Morse Mid,Morse Mid — All Students,2021-22,462,-45.0,-8.875739644970416,
enrollment,Milwaukee,Morse Mid,Morse Mid — All Students,2022-23,445,-17.0,-3.6796536796536827,
enrollment,Milwaukee,Morse Mid,Morse Mid — All Students,2023-24,416,-29.0,-6.516853932584265,
enrollment,Milwaukee,Morse Mid,Morse Mid — All Students,2024-25,383,-33.0,-7.932692307692313,
enrollment,Milwaukee,NOVA Tech-Northwest Opportunities Vocational Academy Technical High,NOVA Tech-Northwest Opportunities Vocational Academy Technical High — All Students,2018-19,80,,,No data after 2018-19
enrollment,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,NOVA-Northwest Opportunities Vocational Academy — All Students,2018-19,112,,,
enrollment,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,NOVA-Northwest Opportunities Vocational Academy — All Students,2019-20,92,-20.0,-17.85714285714286,
enrollment,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,NOVA-Northwest Opportunities Vocational Academy — All Students,2020-21,95,3.0,3.2608695652173836,
enrollment,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,NOVA-Northwest Opportunities Vocational Academy — All Students,2021-22,112,17.0,17.894736842105253,
enrollment,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,NOVA-Northwest Opportunities Vocational Academy — All Students,2022-23,107,-5.0,-4.46428571428571,
enrollment,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,NOVA-Northwest Opportunities Vocational Academy — All Students,2023-24,117,10.0,9.345794392523366,
enrollment,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,NOVA-Northwest Opportunities Vocational Academy — All Students,2024-25,104,-13.0,-11.111111111111116,
enrollment,Milwaukee,Neeskara Elementary,Neeskara Elementary — All Students,2018-19,386,,,
enrollment,Milwaukee,Neeskara Elementary,Neeskara Elementary — All Students,2019-20,381,-5.0,-1.2953367875647714,
enrollment,Milwaukee,Neeskara Elementary,Neeskara Elementary — All Students,2020-21,341,-40.0,-10.498687664041995,
enrollment,Milwaukee,Neeskara Elementary,Neeskara Elementary — All Students,2021-22,307,-34.0,-9.97067448680352,
enrollment,Milwaukee,Neeskara Elementary,Neeskara Elementary — All Students,2022-23,340,33.0,10.749185667752448,
enrollment,Milwaukee,Neeskara Elementary,Neeskara Elementary — All Students,2023-24,371,31.0,9.117647058823518,
enrollment,Milwaukee,Neeskara Elementary,Neeskara Elementary — All Students,2024-25,356,-15.0,-4.043126684636123,
enrollment,Milwaukee,Next Door Charter,Next Door Charter — All Students,2018-19,278,,,
enrollment,Milwaukee,Next Door Charter,Next Door Charter — All Students,2019-20,221,-57.0,-20.503597122302153,
enrollment,Milwaukee,Next Door Charter,Next Door Charter — All Students,2020-21,208,-13.0,-5.882352941176472,
enrollment,Milwaukee,Next Door Charter,Next Door Charter — All Students,2021-22,192,-16.0,-7.692307692307687,
enrollment,Milwaukee,Next Door Charter,Next Door Charter — All Students,2022-23,175,-17.0,-8.854166666666663,
enrollment,Milwaukee,Next Door Charter,Next Door Charter — All Students,2023-24,107,-68.0,-38.857142857142854,
enrollment,Milwaukee,Next Door Charter,Next Door Charter — All Students,2024-25,120,13.0,12.149532710280365,
enrollment,Milwaukee,Ninety-Fifth Street Elementary,Ninety-Fifth Street Elementary — All Students,2018-19,409,,,
enrollment,Milwaukee,Ninety-Fifth Street Elementary,Ninety-Fifth Street Elementary — All Students,2019-20,437,28.0,6.8459657701711585,
enrollment,Milwaukee,Ninety-Fifth Street Elementary,Ninety-Fifth Street Elementary — All Students,2020-21,417,-20.0,-4.576659038901598,
enrollment,Milwaukee,Ninety-Fifth Street Elementary,Ninety-Fifth Street Elementary — All Students,2021-22,403,-14.0,-3.3573141486810565,
enrollment,Milwaukee,Ninety-Fifth Street Elementary,Ninety-Fifth Street Elementary — All Students,2022-23,414,11.0,2.7295285359801413,
enrollment,Milwaukee,Ninety-Fifth Street Elementary,Ninety-Fifth Street Elementary — All Students,2023-24,424,10.0,2.4154589371980784,
enrollment,Milwaukee,Ninety-Fifth Street Elementary,Ninety-Fifth Street Elementary — All Students,2024-25,428,4.0,0.9433962264151052,
enrollment,Milwaukee,North Division High,North Division High — All Students,2018-19,348,,,
enrollment,Milwaukee,North Division High,North Division High — All Students,2019-20,357,9.0,2.586206896551735,
enrollment,Milwaukee,North Division High,North Division High — All Students,2020-21,389,32.0,8.963585434173659,
enrollment,Milwaukee,North Division High,North Division High — All Students,2021-22,381,-8.0,-2.0565552699228773,
