metric,dimension,group,district,school,year,value,count,status_flag
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2018-19,100.0,26.0,
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2018-19,83.3,42.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2018-19,,18.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2018-19,85.7,77.0,
chronic_absenteeism,Race/Ethnicity,Amer Indian,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2019-20,,4.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2019-20,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2019-20,77.3,22.0,
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2019-20,83.3,42.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2019-20,,13.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2019-20,86.5,74.0,
chronic_absenteeism,Race/Ethnicity,Amer Indian,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2020-21,,2.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2020-21,,8.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2020-21,78.3,23.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2020-21,,8.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2020-21,78.8,52.0,
chronic_absenteeism,Race/Ethnicity,Amer Indian,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2021-22,,3.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2021-22,,9.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2021-22,64.7,34.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2021-22,,12.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2021-22,52.5,61.0,
chronic_absenteeism,Race/Ethnicity,Amer Indian,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2022-23,,4.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2022-23,,6.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2022-23,44.1,34.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2022-23,,19.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2022-23,39.5,86.0,
chronic_absenteeism,Race/Ethnicity,Amer Indian,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2023-24,,4.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2023-24,,6.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2023-24,40.5,37.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2023-24,18.2,22.0,
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2023-24,26.4,87.0,
chronic_absenteeism,Race/Ethnicity,Amer Indian,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2024-25,,2.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2024-25,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2024-25,,7.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2024-25,26.7,30.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2024-25,25.0,20.0,
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2024-25,25.0,96.0,
chronic_absenteeism,Race/Ethnicity,Amer Indian,West Allis-West Milwaukee,Jefferson Elementary,2018-19,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Jefferson Elementary,2018-19,,18.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Jefferson Elementary,2018-19,40.6,32.0,
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Jefferson Elementary,2018-19,18.7,139.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Jefferson Elementary,2018-19,15.6,45.0,
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Jefferson Elementary,2018-19,10.3,195.0,
chronic_absenteeism,Race/Ethnicity,Amer Indian,West Allis-West Milwaukee,Jefferson Elementary,2019-20,,2.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Jefferson Elementary,2019-20,,21.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Jefferson Elementary,2019-20,40.6,32.0,
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Jefferson Elementary,2019-20,32.3,133.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Jefferson Elementary,2019-20,34.8,46.0,
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Jefferson Elementary,2019-20,16.8,173.0,
chronic_absenteeism,Race/Ethnicity,Amer Indian,West Allis-West Milwaukee,Jefferson Elementary,2020-21,,3.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Jefferson Elementary,2020-21,,20.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Jefferson Elementary,2020-21,25.6,39.0,
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Jefferson Elementary,2020-21,21.3,122.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Jefferson Elementary,2020-21,29.4,34.0,
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Jefferson Elementary,2020-21,14.3,147.0,
chronic_absenteeism,Race/Ethnicity,Amer Indian,West Allis-West Milwaukee,Jefferson Elementary,2021-22,,4.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Jefferson Elementary,2021-22,,16.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Jefferson Elementary,2021-22,8.3,36.0,
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Jefferson Elementary,2021-22,20.2,119.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Jefferson Elementary,2021-22,17.9,39.0,
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Jefferson Elementary,2021-22,9.5,137.0,
chronic_absenteeism,Race/Ethnicity,Amer Indian,West Allis-West Milwaukee,Jefferson Elementary,2022-23,,6.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Jefferson Elementary,2022-23,,15.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Jefferson Elementary,2022-23,35.7,42.0,
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Jefferson Elementary,2022-23,25.7,113.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Jefferson Elementary,2022-23,25.6,39.0,
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Jefferson Elementary,2022-23,11.1,135.0,
chronic_absenteeism,Race/Ethnicity,Amer Indian,West Allis-West Milwaukee,Jefferson Elementary,2023-24,,4.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Jefferson Elementary,2023-24,,21.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Jefferson Elementary,2023-24,43.8,48.0,
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Jefferson Elementary,2023-24,17.3,139.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Jefferson Elementary,2023-24,20.0,50.0,
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Jefferson Elementary,2023-24,16.2,136.0,
chronic_absenteeism,Race/Ethnicity,Amer Indian,West Allis-West Milwaukee,Jefferson Elementary,2024-25,,2.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Jefferson Elementary,2024-25,,19.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Jefferson Elementary,2024-25,28.9,38.0,
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Jefferson Elementary,2024-25,18.1,138.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Jefferson Elementary,2024-25,17.6,34.0,
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Jefferson Elementary,2024-25,11.7,111.0,
chronic_absenteeism,Race/Ethnicity,Amer Indian,West Allis-West Milwaukee,Lane Intermediate,2018-19,,4.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Lane Intermediate,2018-19,,17.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Lane Intermediate,2018-19,23.5,51.0,
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Lane Intermediate,2018-19,17.9,95.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Lane Intermediate,2018-19,15.4,39.0,
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Lane Intermediate,2018-19,9.8,306.0,
chronic_absenteeism,Race/Ethnicity,Amer Indian,West Allis-West Milwaukee,Lane Intermediate,2019-20,,6.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Lane Intermediate,2019-20,,13.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Lane Intermediate,2019-20,27.7,65.0,
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Lane Intermediate,2019-20,21.0,100.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Lane Intermediate,2019-20,21.1,38.0,
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Lane Intermediate,2019-20,11.9,303.0,
chronic_absenteeism,Race/Ethnicity,Amer Indian,West Allis-West Milwaukee,Lane Intermediate,2020-21,,3.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Lane Intermediate,2020-21,,12.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Lane Intermediate,2020-21,26.4,72.0,
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Lane Intermediate,2020-21,31.3,96.0,
chronic_absenteeism,Race/Ethnicity,Pacific Isle,West Allis-West Milwaukee,Lane Intermediate,2020-21,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Lane Intermediate,2020-21,28.9,38.0,
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Lane Intermediate,2020-21,21.7,263.0,
chronic_absenteeism,Race/Ethnicity,Amer Indian,West Allis-West Milwaukee,Lane Intermediate,2021-22,,4.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Lane Intermediate,2021-22,,12.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Lane Intermediate,2021-22,25.4,63.0,
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Lane Intermediate,2021-22,25.5,98.0,
chronic_absenteeism,Race/Ethnicity,Pacific Isle,West Allis-West Milwaukee,Lane Intermediate,2021-22,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Lane Intermediate,2021-22,21.4,42.0,
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Lane Intermediate,2021-22,14.2,232.0,
chronic_absenteeism,Race/Ethnicity,Amer Indian,West Allis-West Milwaukee,Lane Intermediate,2022-23,,2.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Lane Intermediate,2022-23,,9.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Lane Intermediate,2022-23,14.3,42.0,
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Lane Intermediate,2022-23,31.2,77.0,
chronic_absenteeism,Race/Ethnicity,Pacific Isle,West Allis-West Milwaukee,Lane Intermediate,2022-23,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Lane Intermediate,2022-23,15.0,40.0,
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Lane Intermediate,2022-23,15.3,203.0,
chronic_absenteeism,Race/Ethnicity,Amer Indian,West Allis-West Milwaukee,Longfellow Elementary,2018-19,,6.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Longfellow Elementary,2018-19,,3.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Longfellow Elementary,2018-19,21.9,32.0,
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Longfellow Elementary,2018-19,15.1,73.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Longfellow Elementary,2018-19,,15.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Longfellow Elementary,2018-19,13.3,83.0,
chronic_absenteeism,Race/Ethnicity,Amer Indian,West Allis-West Milwaukee,Longfellow Elementary,2019-20,,6.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Longfellow Elementary,2019-20,,7.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Longfellow Elementary,2019-20,58.8,34.0,
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Longfellow Elementary,2019-20,26.5,68.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Longfellow Elementary,2019-20,,15.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Longfellow Elementary,2019-20,12.8,78.0,
chronic_absenteeism,Race/Ethnicity,Amer Indian,West Allis-West Milwaukee,Longfellow Elementary,2020-21,,3.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Longfellow Elementary,2020-21,,7.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Longfellow Elementary,2020-21,53.8,26.0,
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Longfellow Elementary,2020-21,25.4,63.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Longfellow Elementary,2020-21,,15.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Longfellow Elementary,2020-21,5.8,52.0,
chronic_absenteeism,Race/Ethnicity,Amer Indian,West Allis-West Milwaukee,Longfellow Elementary,2021-22,,3.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Longfellow Elementary,2021-22,,7.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Longfellow Elementary,2021-22,23.1,26.0,
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Longfellow Elementary,2021-22,14.3,63.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Longfellow Elementary,2021-22,,10.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Longfellow Elementary,2021-22,17.4,46.0,
chronic_absenteeism,Race/Ethnicity,Amer Indian,West Allis-West Milwaukee,Longfellow Elementary,2022-23,,3.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Longfellow Elementary,2022-23,,6.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Longfellow Elementary,2022-23,,18.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Longfellow Elementary,2022-23,19.3,57.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Longfellow Elementary,2022-23,,6.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Longfellow Elementary,2022-23,5.0,40.0,
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Madison Elementary,2018-19,,5.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Madison Elementary,2018-19,,9.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Madison Elementary,2018-19,2.5,40.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Madison Elementary,2018-19,,15.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Madison Elementary,2018-19,6.0,116.0,
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Madison Elementary,2019-20,,9.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Madison Elementary,2019-20,,9.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Madison Elementary,2019-20,18.4,38.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Madison Elementary,2019-20,,14.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Madison Elementary,2019-20,15.2,112.0,
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Madison Elementary,2020-21,,9.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Madison Elementary,2020-21,,5.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Madison Elementary,2020-21,21.9,32.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Madison Elementary,2020-21,,16.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Madison Elementary,2020-21,17.2,87.0,
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Madison Elementary,2021-22,,10.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Madison Elementary,2021-22,,4.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Madison Elementary,2021-22,22.5,40.0,
chronic_absenteeism,Race/Ethnicity,Pacific Isle,West Allis-West Milwaukee,Madison Elementary,2021-22,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Madison Elementary,2021-22,,17.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Madison Elementary,2021-22,9.3,75.0,
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Madison Elementary,2022-23,,11.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Madison Elementary,2022-23,,4.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Madison Elementary,2022-23,21.9,32.0,
chronic_absenteeism,Race/Ethnicity,Pacific Isle,West Allis-West Milwaukee,Madison Elementary,2022-23,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Madison Elementary,2022-23,,16.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Madison Elementary,2022-23,16.4,67.0,
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Mitchell Elementary,2018-19,,5.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Mitchell Elementary,2018-19,,17.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Mitchell Elementary,2018-19,4.2,48.0,
chronic_absenteeism,Race/Ethnicity,Pacific Isle,West Allis-West Milwaukee,Mitchell Elementary,2018-19,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Mitchell Elementary,2018-19,11.1,27.0,
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Mitchell Elementary,2018-19,4.9,206.0,
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Mitchell Elementary,2019-20,,4.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Mitchell Elementary,2019-20,,13.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Mitchell Elementary,2019-20,8.7,46.0,
chronic_absenteeism,Race/Ethnicity,Pacific Isle,West Allis-West Milwaukee,Mitchell Elementary,2019-20,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Mitchell Elementary,2019-20,,18.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Mitchell Elementary,2019-20,6.4,202.0,
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Mitchell Elementary,2020-21,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Mitchell Elementary,2020-21,,6.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Mitchell Elementary,2020-21,4.3,23.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Mitchell Elementary,2020-21,,9.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Mitchell Elementary,2020-21,2.5,81.0,
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Mitchell Elementary,2021-22,,3.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Mitchell Elementary,2021-22,,8.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Mitchell Elementary,2021-22,23.5,51.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Mitchell Elementary,2021-22,,18.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Mitchell Elementary,2021-22,5.1,156.0,
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Mitchell Elementary,2022-23,,3.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Mitchell Elementary,2022-23,,14.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Mitchell Elementary,2022-23,17.4,46.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Mitchell Elementary,2022-23,,18.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Mitchell Elementary,2022-23,4.7,149.0,
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Mitchell Elementary,2023-24,,4.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Mitchell Elementary,2023-24,,14.0,Group under 20 students — rate omitted
chronic_absenteeism,Race/Ethnicity,Hispanic,West Allis-West Milwaukee,Mitchell Elementary,2023-24,6.3,48.0,
chronic_absenteeism,Race/Ethnicity,Two or More,West Allis-West Milwaukee,Mitchell Elementary,2023-24,,13.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,White,West Allis-West Milwaukee,Mitchell Elementary,2023-24,3.9,155.0,
chronic_absenteeism,Race/Ethnicity,Amer Indian,West Allis-West Milwaukee,Mitchell Elementary,2024-25,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Asian,West Allis-West Milwaukee,Mitchell Elementary,2024-25,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Race/Ethnicity,Black,West Allis-West Milwaukee,Mitchell Elementary,2024-25,,16.0,Suppressed (DPI privacy) — not zero
