metric,dimension,group,category,unit,district,school,year,value,count,group_enrollment,status_flag
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Wedgewood Park School,2020-21,0.0,0.0,56.0,Zero reported
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Wedgewood Park School,2020-21,0.0,0.0,56.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Wedgewood Park School,2020-21,0.0,0.0,203.0,Zero reported
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Wedgewood Park School,2020-21,0.0,0.0,203.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Wedgewood Park School,2020-21,0.0,0.0,450.0,Zero reported
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Wedgewood Park School,2020-21,0.0,0.0,450.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Wedgewood Park School,2020-21,0.0,0.0,27.0,Zero reported
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Wedgewood Park School,2020-21,0.0,0.0,27.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Wedgewood Park School,2020-21,0.0,0.0,95.0,Zero reported
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Wedgewood Park School,2020-21,0.0,0.0,95.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Milwaukee,Wedgewood Park School,2021-22,,0.0,5.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Milwaukee,Wedgewood Park School,2021-22,0.0,0.0,5.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Wedgewood Park School,2021-22,55.1,27.0,49.0,
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Wedgewood Park School,2021-22,0.0,0.0,49.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Wedgewood Park School,2021-22,144.26,264.0,183.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Wedgewood Park School,2021-22,2.0,2.0,183.0,
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Wedgewood Park School,2021-22,60.54,247.0,408.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Wedgewood Park School,2021-22,1.0,1.0,408.0,
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Wedgewood Park School,2021-22,0.0,0.0,32.0,Zero reported
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Wedgewood Park School,2021-22,0.0,0.0,32.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Wedgewood Park School,2021-22,35.06,27.0,77.0,
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Wedgewood Park School,2021-22,0.0,0.0,77.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Milwaukee,Wedgewood Park School,2022-23,,0.0,3.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Milwaukee,Wedgewood Park School,2022-23,0.0,0.0,3.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Wedgewood Park School,2022-23,33.33,14.0,42.0,
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Wedgewood Park School,2022-23,0.0,0.0,42.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Wedgewood Park School,2022-23,164.94,254.0,154.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Wedgewood Park School,2022-23,0.0,0.0,154.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Wedgewood Park School,2022-23,57.1,209.0,366.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Wedgewood Park School,2022-23,0.0,0.0,366.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Wedgewood Park School,2022-23,0.0,0.0,26.0,Zero reported
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Wedgewood Park School,2022-23,0.0,0.0,26.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Wedgewood Park School,2022-23,63.08,41.0,65.0,
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Wedgewood Park School,2022-23,0.0,0.0,65.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Milwaukee,Wedgewood Park School,2023-24,,0.0,2.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Milwaukee,Wedgewood Park School,2023-24,0.0,0.0,2.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Wedgewood Park School,2023-24,11.43,4.0,35.0,
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Wedgewood Park School,2023-24,0.0,0.0,35.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Wedgewood Park School,2023-24,138.58,176.0,127.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Wedgewood Park School,2023-24,0.0,0.0,127.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Wedgewood Park School,2023-24,47.63,151.0,317.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Wedgewood Park School,2023-24,0.0,0.0,317.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Wedgewood Park School,2023-24,0.0,0.0,28.0,Zero reported
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Wedgewood Park School,2023-24,0.0,0.0,28.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Wedgewood Park School,2023-24,58.14,25.0,43.0,
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Wedgewood Park School,2023-24,0.0,0.0,43.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Milwaukee,Wedgewood Park School,2024-25,,0.0,2.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Milwaukee,Wedgewood Park School,2024-25,0.0,0.0,2.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Wedgewood Park School,2024-25,103.45,30.0,29.0,
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Wedgewood Park School,2024-25,0.0,0.0,29.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Wedgewood Park School,2024-25,179.07,308.0,172.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Wedgewood Park School,2024-25,0.0,0.0,172.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Wedgewood Park School,2024-25,74.32,191.0,257.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Wedgewood Park School,2024-25,0.0,0.0,257.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Wedgewood Park School,2024-25,0.0,0.0,27.0,Zero reported
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Wedgewood Park School,2024-25,0.0,0.0,27.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Wedgewood Park School,2024-25,61.11,33.0,54.0,
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Wedgewood Park School,2024-25,0.0,0.0,54.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Westside Academy,2018-19,,0.0,6.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Westside Academy,2018-19,0.0,0.0,6.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Westside Academy,2018-19,17.1,33.0,193.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Westside Academy,2018-19,0.0,0.0,193.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Westside Academy,2018-19,,0.0,6.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Westside Academy,2018-19,0.0,0.0,6.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Westside Academy,2018-19,,0.0,8.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Westside Academy,2018-19,0.0,0.0,8.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Westside Academy,2018-19,,0.0,1.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Westside Academy,2018-19,0.0,0.0,1.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Milwaukee,Westside Academy,2019-20,,0.0,2.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Milwaukee,Westside Academy,2019-20,0.0,0.0,2.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Westside Academy,2019-20,,0.0,3.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Westside Academy,2019-20,0.0,0.0,3.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Westside Academy,2019-20,8.87,18.0,203.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Westside Academy,2019-20,0.0,0.0,203.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Westside Academy,2019-20,,0.0,2.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Westside Academy,2019-20,0.0,0.0,2.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Westside Academy,2019-20,,0.0,7.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Westside Academy,2019-20,0.0,0.0,7.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Westside Academy,2019-20,,0.0,3.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Westside Academy,2019-20,0.0,0.0,3.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Milwaukee,Westside Academy,2020-21,,0.0,1.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Milwaukee,Westside Academy,2020-21,0.0,0.0,1.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Westside Academy,2020-21,,0.0,4.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Westside Academy,2020-21,0.0,0.0,4.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Westside Academy,2020-21,0.0,0.0,178.0,Zero reported
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Westside Academy,2020-21,0.0,0.0,178.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Westside Academy,2020-21,,0.0,6.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Westside Academy,2020-21,0.0,0.0,6.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Westside Academy,2020-21,,0.0,4.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Westside Academy,2020-21,0.0,0.0,4.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Westside Academy,2020-21,,0.0,3.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Westside Academy,2020-21,0.0,0.0,3.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Milwaukee,Westside Academy,2021-22,,0.0,1.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Milwaukee,Westside Academy,2021-22,0.0,0.0,1.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Westside Academy,2021-22,,0.0,8.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Westside Academy,2021-22,0.0,0.0,8.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Westside Academy,2021-22,15.58,24.0,154.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Westside Academy,2021-22,0.0,0.0,154.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Westside Academy,2021-22,,0.0,6.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Westside Academy,2021-22,0.0,0.0,6.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Westside Academy,2021-22,,0.0,3.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Westside Academy,2021-22,0.0,0.0,3.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Westside Academy,2021-22,,0.0,1.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Westside Academy,2021-22,0.0,0.0,1.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Milwaukee,Westside Academy,2022-23,,0.0,1.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Milwaukee,Westside Academy,2022-23,0.0,0.0,1.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Westside Academy,2022-23,,0.0,7.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Westside Academy,2022-23,0.0,0.0,7.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Westside Academy,2022-23,16.0,24.0,150.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Westside Academy,2022-23,0.0,0.0,150.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Westside Academy,2022-23,,1.0,10.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Westside Academy,2022-23,0.0,0.0,10.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Westside Academy,2022-23,,0.0,5.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Westside Academy,2022-23,0.0,0.0,5.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Westside Academy,2022-23,,0.0,2.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Westside Academy,2022-23,0.0,0.0,2.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Milwaukee,Westside Academy,2023-24,,0.0,1.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Milwaukee,Westside Academy,2023-24,0.0,0.0,1.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Westside Academy,2023-24,,0.0,7.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Westside Academy,2023-24,0.0,0.0,7.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Westside Academy,2023-24,9.49,13.0,137.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Westside Academy,2023-24,0.0,0.0,137.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Westside Academy,2023-24,,0.0,7.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Westside Academy,2023-24,0.0,0.0,7.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Westside Academy,2023-24,,0.0,4.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Westside Academy,2023-24,0.0,0.0,4.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Westside Academy,2023-24,,0.0,1.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Westside Academy,2023-24,0.0,0.0,1.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Westside Academy,2024-25,,0.0,9.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Westside Academy,2024-25,0.0,0.0,9.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Westside Academy,2024-25,5.07,7.0,138.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Westside Academy,2024-25,0.0,0.0,138.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Westside Academy,2024-25,,0.0,6.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Westside Academy,2024-25,0.0,0.0,6.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Westside Academy,2024-25,,0.0,4.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Westside Academy,2024-25,0.0,0.0,4.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Westside Academy,2024-25,,0.0,2.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Westside Academy,2024-25,0.0,0.0,2.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Milwaukee,Whitman Elementary,2018-19,,0.0,5.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Milwaukee,Whitman Elementary,2018-19,0.0,0.0,5.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Whitman Elementary,2018-19,,0.0,17.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Whitman Elementary,2018-19,0.0,0.0,17.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Whitman Elementary,2018-19,16.46,13.0,79.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Whitman Elementary,2018-19,0.0,0.0,79.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Whitman Elementary,2018-19,18.12,27.0,149.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Whitman Elementary,2018-19,0.0,0.0,149.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Whitman Elementary,2018-19,4.35,1.0,23.0,
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Whitman Elementary,2018-19,0.0,0.0,23.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Whitman Elementary,2018-19,7.19,10.0,139.0,
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Whitman Elementary,2018-19,0.0,0.0,139.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Whitman Elementary,2019-20,,0.0,19.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Whitman Elementary,2019-20,0.0,0.0,19.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Whitman Elementary,2019-20,46.58,34.0,73.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Whitman Elementary,2019-20,0.0,0.0,73.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Whitman Elementary,2019-20,5.16,8.0,155.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Whitman Elementary,2019-20,0.0,0.0,155.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Whitman Elementary,2019-20,25.93,7.0,27.0,
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Whitman Elementary,2019-20,0.0,0.0,27.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Whitman Elementary,2019-20,6.99,10.0,143.0,
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Whitman Elementary,2019-20,0.0,0.0,143.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Milwaukee,Whitman Elementary,2020-21,,0.0,2.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Milwaukee,Whitman Elementary,2020-21,0.0,0.0,2.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Whitman Elementary,2020-21,,0.0,19.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Whitman Elementary,2020-21,0.0,0.0,19.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Whitman Elementary,2020-21,0.0,0.0,55.0,Zero reported
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Whitman Elementary,2020-21,0.0,0.0,55.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Whitman Elementary,2020-21,0.0,0.0,141.0,Zero reported
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Whitman Elementary,2020-21,0.0,0.0,141.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Whitman Elementary,2020-21,0.0,0.0,21.0,Zero reported
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Whitman Elementary,2020-21,0.0,0.0,21.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Whitman Elementary,2020-21,0.0,0.0,122.0,Zero reported
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Whitman Elementary,2020-21,0.0,0.0,122.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Milwaukee,Whitman Elementary,2021-22,,0.0,1.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Milwaukee,Whitman Elementary,2021-22,0.0,0.0,1.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Whitman Elementary,2021-22,0.0,0.0,23.0,Zero reported
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Whitman Elementary,2021-22,0.0,0.0,23.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Whitman Elementary,2021-22,11.11,6.0,54.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Whitman Elementary,2021-22,1.0,1.0,54.0,
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Whitman Elementary,2021-22,4.03,5.0,124.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Whitman Elementary,2021-22,0.0,0.0,124.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Whitman Elementary,2021-22,0.0,0.0,22.0,Zero reported
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Whitman Elementary,2021-22,0.0,0.0,22.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Whitman Elementary,2021-22,7.07,7.0,99.0,
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Whitman Elementary,2021-22,0.0,0.0,99.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Milwaukee,Whitman Elementary,2022-23,,0.0,1.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Milwaukee,Whitman Elementary,2022-23,0.0,0.0,1.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Whitman Elementary,2022-23,0.0,0.0,26.0,Zero reported
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Whitman Elementary,2022-23,0.0,0.0,26.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Whitman Elementary,2022-23,27.59,16.0,58.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Whitman Elementary,2022-23,0.0,0.0,58.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Whitman Elementary,2022-23,8.4,11.0,131.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Whitman Elementary,2022-23,0.0,0.0,131.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Whitman Elementary,2022-23,,0.0,17.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Whitman Elementary,2022-23,0.0,0.0,17.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Whitman Elementary,2022-23,9.3,8.0,86.0,
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Whitman Elementary,2022-23,0.0,0.0,86.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Milwaukee,Whitman Elementary,2023-24,,0.0,4.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Milwaukee,Whitman Elementary,2023-24,0.0,0.0,4.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Whitman Elementary,2023-24,3.7,1.0,27.0,
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Whitman Elementary,2023-24,0.0,0.0,27.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Whitman Elementary,2023-24,21.13,15.0,71.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Whitman Elementary,2023-24,0.0,0.0,71.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Whitman Elementary,2023-24,7.03,9.0,128.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Whitman Elementary,2023-24,0.0,0.0,128.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Whitman Elementary,2023-24,0.0,0.0,21.0,Zero reported
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Whitman Elementary,2023-24,0.0,0.0,21.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Whitman Elementary,2023-24,16.25,13.0,80.0,
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Whitman Elementary,2023-24,0.0,0.0,80.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Milwaukee,Whitman Elementary,2024-25,,0.0,4.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Milwaukee,Whitman Elementary,2024-25,0.0,0.0,4.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Whitman Elementary,2024-25,0.0,0.0,37.0,Zero reported
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Whitman Elementary,2024-25,0.0,0.0,37.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Whitman Elementary,2024-25,28.92,24.0,83.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Whitman Elementary,2024-25,0.0,0.0,83.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Whitman Elementary,2024-25,8.96,12.0,134.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Whitman Elementary,2024-25,0.0,0.0,134.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Whitman Elementary,2024-25,0.0,0.0,20.0,Zero reported
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Whitman Elementary,2024-25,0.0,0.0,20.0,Zero reported
