metric,subject,unit,district,school,group,year,value,pct_below,pct_notest,avg_score,yoy_change,pct_change,status_flag,gap_reason,tested,population
act,reading,pct,Milwaukee,Milwaukee School of Languages,All Students,2022-23,0.0,0.0,9.8214,19.1,0.0,,,,101.0,112.0
act,reading,pct,Milwaukee,Milwaukee High School of the Arts,All Students,2022-23,0.0,0.0,10.3627,16.3,0.0,,,,173.0,193.0
act,reading,pct,Milwaukee,Milwaukee Excellence Charter School,All Students,2022-23,0.0,0.0,14.0351,13.9,0.0,,,,49.0,57.0
act,reading,pct,Milwaukee,Milwaukee County Youth Education Center,[Data Suppressed],2022-23,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,reading,pct,Milwaukee,Marshall High,All Students,2022-23,0.0,0.0,39.2593,13.6,0.0,,,,82.0,135.0
act,reading,pct,Milwaukee,MacDowell Montessori School K3-12,All Students,2022-23,0.0,0.0,4.6512,14.6,0.0,,,,41.0,43.0
act,reading,pct,Milwaukee,Lad Lake Synergy School,[Data Suppressed],2022-23,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,reading,pct,Milwaukee,King International,All Students,2022-23,0.0,0.0,9.0062,19.4,0.0,,,,293.0,322.0
act,reading,pct,Milwaukee,James Madison Academic Campus,All Students,2022-23,0.0,0.0,35.9551,14.0,0.0,,,,57.0,89.0
act,reading,pct,Milwaukee,Harold S Vincent School of Agricultural Science,All Students,2022-23,0.0,0.0,26.25,13.7,0.0,,,,59.0,80.0
act,reading,pct,Milwaukee,Hamilton High,All Students,2022-23,0.0,0.0,30.1255,14.4,0.0,,,,167.0,239.0
act,reading,pct,Milwaukee,HAPA-Hmong American Peace Academy K3-12,All Students,2022-23,0.0,0.0,2.8037,18.4,0.0,,,,104.0,107.0
act,reading,pct,Milwaukee,Groppi High,All Students,2022-23,0.0,0.0,100.0,,0.0,,,,,16.0
act,reading,pct,Milwaukee,Grandview High,All Students,2022-23,0.0,0.0,23.8806,13.1,0.0,,,,51.0,67.0
act,reading,pct,Franklin Public,Franklin High,All Students,2022-23,0.0,0.0,1.8767,21.9,0.0,,,,366.0,373.0
act,reading,pct,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,All Students,2022-23,0.0,0.0,8.3333,15.1,0.0,,,,44.0,48.0
act,reading,pct,Cudahy,Cudahy High,All Students,2022-23,0.0,0.0,5.0955,16.3,0.0,,,,149.0,157.0
act,reading,pct,Central City Cyberschool of Milwaukee,Central City Cyberschool,All Students,2022-23,0.0,0.0,10.0,12.6,0.0,,,,9.0,10.0
act,reading,pct,Brown Deer,Brown Deer Middle/High,All Students,2022-23,0.0,0.0,2.0979,17.8,0.0,,,,140.0,143.0
act,reading,pct,Milwaukee,Obama School of Career and Technical Education,All Students,2022-23,0.0,0.0,59.7222,14.5,0.0,,,,58.0,144.0
act,reading,pct,Milwaukee,Project STAY-Supporting Teachers and Youth,All Students,2022-23,0.0,0.0,75.6757,11.7,0.0,,,,9.0,37.0
act,reading,pct,Whitnall,Whitnall High,All Students,2022-23,0.0,0.0,3.125,20.5,0.0,,,,186.0,192.0
act,reading,pct,Pathways High,Pathways High,All Students,2022-23,0.0,0.0,4.3478,16.4,0.0,,,,22.0,23.0
act,reading,pct,Oak Creek-Franklin Joint,Oak Creek High,All Students,2022-23,0.0,0.0,3.663,19.4,0.0,,,,526.0,546.0
act,reading,pct,Nicolet Union High School,Nicolet High,All Students,2022-23,0.0,0.0,6.2257,22.1,0.0,,,,241.0,257.0
act,reading,pct,Milwaukee Science Education Consortium,Milwaukee Academy of Science,All Students,2022-23,0.0,0.0,1.6949,13.8,,,,,58.0,59.0
act,reading,pct,Milwaukee,Wisconsin Conservatory of Lifelong Learning,All Students,2022-23,0.0,0.0,16.129,13.5,0.0,,,,26.0,31.0
act,reading,pct,Milwaukee,WHS Information Technology,All Students,2022-23,0.0,0.0,33.3333,12.4,0.0,,,,42.0,63.0
act,reading,pct,Milwaukee,Vincent Accelerated Academy,All Students,2022-23,0.0,0.0,77.7778,11.5,0.0,,,,4.0,18.0
act,reading,pct,Milwaukee,Transition High,All Students,2022-23,0.0,0.0,91.6667,9.0,0.0,,,,1.0,12.0
act,reading,pct,Milwaukee,South Division High,All Students,2022-23,0.0,0.0,18.797,13.1,0.0,,,,108.0,133.0
act,reading,pct,Milwaukee,South Accelerated Academy,All Students,2022-23,0.0,0.0,77.7778,14.5,0.0,,,,2.0,9.0
act,reading,pct,Milwaukee,Shalom High,All Students,2022-23,0.0,0.0,43.75,11.1,0.0,,,,18.0,32.0
act,reading,pct,Milwaukee,Riverside High,All Students,2022-23,0.0,0.0,11.1111,15.7,0.0,,,,176.0,198.0
act,reading,pct,Milwaukee,Reagan College Preparatory High,All Students,2022-23,0.0,0.0,0.6515,21.6,0.0,,,,305.0,307.0
act,reading,pct,Saint Francis,Saint Francis High,All Students,2022-23,0.0,0.0,0.0,17.7,0.0,,,,140.0,140.0
act,reading,pct,Seeds of Health,Tenor High,All Students,2022-23,0.0,0.0,2.8037,16.0,0.0,,,,104.0,107.0
act,reading,pct,Seeds of Health,Veritas High,All Students,2022-23,0.0,0.0,0.0,16.6,0.0,,,,51.0,51.0
act,reading,pct,Whitefish Bay,Whitefish Bay High,All Students,2022-23,0.0,0.0,3.139,24.5,0.0,,,,216.0,223.0
act,reading,pct,West Allis-West Milwaukee,Nathan Hale High,All Students,2022-23,0.0,0.0,4.2403,17.4,0.0,,,,271.0,283.0
act,reading,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,All Students,2022-23,0.0,0.0,10.0,16.7,0.0,,,,27.0,30.0
act,reading,pct,West Allis-West Milwaukee,Deeper Learning Virtual Academy,All Students,2022-23,0.0,0.0,60.0,14.2,0.0,,,,6.0,15.0
act,reading,pct,West Allis-West Milwaukee,Central High,All Students,2022-23,0.0,0.0,9.7872,17.2,0.0,,,,212.0,235.0
act,reading,pct,Milwaukee,Pulaski High,All Students,2022-23,0.0,0.0,27.6243,14.0,0.0,,,,131.0,181.0
act,reading,pct,Wauwatosa,Wauwatosa Virtual Academy,All Students,2022-23,0.0,0.0,23.0769,19.0,0.0,,,,20.0,26.0
act,reading,pct,Wauwatosa,East High,All Students,2022-23,0.0,0.0,0.8475,22.2,0.0,,,,234.0,236.0
act,reading,pct,Trans Center for Youth,Escuela Verde,All Students,2022-23,0.0,0.0,20.0,14.9,,,,,20.0,25.0
act,reading,pct,South Milwaukee,South Milwaukee High,All Students,2022-23,0.0,0.0,4.5643,17.2,0.0,,,,230.0,241.0
act,reading,pct,Shorewood,Shorewood High,All Students,2022-23,0.0,0.0,0.6803,24.0,0.0,,,,146.0,147.0
act,reading,pct,Shorewood,New Horizons for Learning,All Students,2022-23,0.0,0.0,0.0,15.7,0.0,,,,6.0,6.0
act,reading,pct,Wauwatosa,West High,All Students,2022-23,0.0,0.0,2.2556,20.7,0.0,,,,260.0,266.0
act,ela,pct,Brown Deer,Brown Deer Middle/High,All Students,2023-24,30.303,29.5455,2.2727,16.8,,,,,129.0,132.0
act,math,pct,Milwaukee,Obama School of Career and Technical Education,All Students,2023-24,1.1561,23.1214,70.5202,13.6,,,,,51.0,173.0
act,math,pct,Milwaukee,North Division High,All Students,2023-24,0.0,63.4615,34.6154,13.3,,,,,34.0,52.0
act,math,pct,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,All Students,2023-24,3.4483,37.931,55.1724,12.8,,,,,13.0,29.0
act,math,pct,Milwaukee,Milwaukee School of Languages,All Students,2023-24,22.1239,46.0177,1.7699,17.1,,,,,111.0,113.0
act,math,pct,Milwaukee,Project STAY-Supporting Teachers and Youth,All Students,2023-24,0.0,23.0769,76.9231,11.0,,,,,6.0,26.0
act,math,pct,Milwaukee,Reagan College Preparatory High,All Students,2023-24,51.1429,15.4286,1.1429,20.5,,,,,346.0,350.0
act,math,pct,Milwaukee,Pulaski High,All Students,2023-24,1.1236,71.9101,16.8539,13.6,,,,,148.0,178.0
act,math,pct,Milwaukee,Milwaukee High School of the Arts,All Students,2023-24,4.2553,73.9362,0.5319,14.4,,,,,187.0,188.0
act,math,pct,Milwaukee,Milwaukee Excellence Charter School,All Students,2023-24,2.9412,76.4706,8.8235,14.4,,,,,31.0,34.0
act,math,pct,Milwaukee,Marshall High,All Students,2023-24,0.0,51.497,41.9162,13.1,,,,,97.0,167.0
act,math,pct,Milwaukee,MacDowell Montessori School K3-12,All Students,2023-24,13.8889,63.8889,0.0,15.2,,,,,36.0,36.0
act,math,pct,Milwaukee,Milwaukee County Youth Education Center,[Data Suppressed],2023-24,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,math,pct,Saint Francis,Saint Francis High,All Students,2023-24,26.6187,37.4101,0.7194,17.2,,,,,138.0,139.0
act,math,pct,Pathways High,Pathways High,All Students,2023-24,14.7059,58.8235,2.9412,15.6,,,,,33.0,34.0
act,math,pct,Seeds of Health,Tenor High,All Students,2023-24,14.5161,53.2258,0.8065,15.7,,,,,123.0,124.0
act,math,pct,South Milwaukee,South Milwaukee High,All Students,2023-24,25.2212,43.3628,5.3097,17.1,,,,,214.0,226.0
act,math,pct,Shorewood,Shorewood High,All Students,2023-24,54.5455,18.1818,1.2987,21.1,,,,,152.0,154.0
act,math,pct,Oak Creek-Franklin Joint,Oak Creek High,All Students,2023-24,41.1215,25.0467,6.3551,19.4,,,,,501.0,535.0
act,math,pct,Shorewood,New Horizons for Learning,All Students,2023-24,16.6667,50.0,33.3333,15.2,,,,,4.0,6.0
act,math,pct,Seeds of Health,Veritas High,All Students,2023-24,21.5385,55.3846,0.0,15.8,,,,,65.0,65.0
act,math,pct,Nicolet Union High School,Nicolet High,All Students,2023-24,55.5985,14.6718,7.722,22.2,,,,,239.0,259.0
act,math,pct,Milwaukee,WHS Information Technology,All Students,2023-24,0.0,50.8475,33.8983,13.5,,,,,39.0,59.0
act,math,pct,Milwaukee,Vincent Accelerated Academy,All Students,2023-24,0.0,30.7692,69.2308,11.8,,,,,8.0,26.0
act,math,pct,Milwaukee,Transition High,All Students,2023-24,0.0,0.0,92.8571,16.0,,,,,1.0,14.0
act,math,pct,Milwaukee,South Division High,All Students,2023-24,1.3986,65.035,23.7762,13.7,,,,,109.0,143.0
act,math,pct,Milwaukee,South Accelerated Academy,All Students,2023-24,0.0,38.4615,53.8462,14.2,,,,,6.0,13.0
act,math,pct,Milwaukee,Shalom High,All Students,2023-24,0.0,51.7241,41.3793,13.2,,,,,17.0,29.0
act,math,pct,Milwaukee,Riverside High,All Students,2023-24,6.4356,61.3861,5.9406,14.9,,,,,190.0,202.0
act,math,pct,Milwaukee Science Education Consortium,Milwaukee Academy of Science,All Students,2023-24,11.6883,57.1429,0.0,15.3,,,,,77.0,77.0
act,math,pct,Milwaukee,Wisconsin Conservatory of Lifelong Learning,All Students,2023-24,6.25,68.75,12.5,14.4,,,,,14.0,16.0
act,math,pct,Milwaukee,Bay View High,All Students,2023-24,1.875,75.0,4.375,13.9,,,,,153.0,160.0
act,math,pct,Milwaukee,Banner Preparatory School of Milwaukee,[Data Suppressed],2023-24,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,math,pct,Milwaukee,Bradley Technology High,All Students,2023-24,3.6842,65.7895,19.4737,13.8,,,,,153.0,190.0
act,science,pct,Franklin Public,Franklin High,All Students,2023-24,53.9759,18.3133,1.4458,21.3,,,,,409.0,415.0
act,math,pct,Milwaukee,ASSATA High,All Students,2023-24,0.0,52.6316,31.5789,14.0,,,,,13.0,19.0
act,math,pct,Greendale,Greendale High,All Students,2023-24,46.9767,18.1395,1.8605,20.0,,,,,211.0,215.0
act,math,pct,Franklin Public,Franklin High,All Students,2023-24,56.3855,13.253,1.4458,21.3,,,,,409.0,415.0
act,math,pct,Greenfield,Greenfield High,All Students,2023-24,37.5,28.7879,2.2727,18.3,,,,,258.0,264.0
act,math,pct,Milwaukee,Audubon Technology and Communication High,All Students,2023-24,3.8462,74.359,1.2821,14.2,,,,,77.0,78.0
act,math,pct,Milwaukee,Alliance School of Milwaukee,All Students,2023-24,8.6957,43.4783,26.087,15.0,,,,,17.0,23.0
act,math,pct,Milwaukee,Hamilton High,All Students,2023-24,2.8571,52.6531,27.7551,14.2,,,,,177.0,245.0
act,math,pct,Milwaukee,HAPA-Hmong American Peace Academy K3-12,All Students,2023-24,33.3333,28.3333,0.0,17.8,,,,,120.0,120.0
act,math,pct,Milwaukee,Groppi High,All Students,2023-24,0.0,3.3333,96.6667,14.0,,,,,1.0,30.0
act,math,pct,Milwaukee,Green Tree Preparatory Academy,All Students,2023-24,3.9216,74.5098,3.9216,13.4,,,,,49.0,51.0
act,math,pct,Milwaukee,King International,All Students,2023-24,20.3509,41.4035,9.1228,16.8,,,,,259.0,285.0
act,math,pct,Milwaukee,James Madison Academic Campus,All Students,2023-24,1.3333,64.0,25.3333,13.7,,,,,56.0,75.0
act,math,pct,Milwaukee,Harold S Vincent School of Agricultural Science,All Students,2023-24,2.2472,61.7978,21.3483,13.8,,,,,70.0,89.0
act,math,pct,Milwaukee,Grandview High,All Students,2023-24,1.5873,58.7302,12.6984,14.3,,,,,55.0,63.0
act,math,pct,Milwaukee,Golda Meir School,All Students,2023-24,36.9128,24.8322,2.6846,18.8,,,,,145.0,149.0
act,math,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,All Students,2023-24,0.0,76.8116,4.3478,14.1,,,,,66.0,69.0
act,math,pct,Milwaukee,Carmen High School of Science and Technology Southeast Campus,All Students,2023-24,4.3478,63.0435,2.1739,15.1,,,,,135.0,138.0
act,math,pct,Milwaukee,Carmen High School of Science and Technology South Campus,All Students,2023-24,17.9775,51.6854,0.0,16.3,,,,,89.0,89.0
act,math,pct,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,All Students,2023-24,0.0,77.193,3.5088,14.5,,,,,55.0,57.0
act,reading,pct,Milwaukee,Reagan College Preparatory High,All Students,2023-24,0.0,0.0,1.1429,21.7,0.0,,,,346.0,350.0
act,reading,pct,Milwaukee,Pulaski High,All Students,2023-24,0.0,0.0,17.9775,12.8,0.0,,,,146.0,178.0
act,reading,pct,Milwaukee,Project STAY-Supporting Teachers and Youth,All Students,2023-24,0.0,0.0,76.9231,11.7,0.0,,,,6.0,26.0
act,reading,pct,Milwaukee,Obama School of Career and Technical Education,All Students,2023-24,0.0,0.0,70.5202,13.8,0.0,,,,51.0,173.0
act,reading,pct,Milwaukee,North Division High,All Students,2023-24,0.0,0.0,34.6154,13.4,0.0,,,,34.0,52.0
act,reading,pct,Milwaukee Science Education Consortium,Milwaukee Academy of Science,All Students,2023-24,0.0,0.0,0.0,14.9,0.0,,,,77.0,77.0
act,reading,pct,Milwaukee,Wisconsin Conservatory of Lifelong Learning,All Students,2023-24,0.0,0.0,12.5,12.6,0.0,,,,14.0,16.0
act,reading,pct,Milwaukee,WHS Information Technology,All Students,2023-24,0.0,0.0,33.8983,14.0,0.0,,,,39.0,59.0
act,reading,pct,Milwaukee,Vincent Accelerated Academy,All Students,2023-24,0.0,0.0,73.0769,11.6,0.0,,,,7.0,26.0
act,reading,pct,Milwaukee,Transition High,All Students,2023-24,0.0,0.0,92.8571,11.0,0.0,,,,1.0,14.0
act,reading,pct,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,All Students,2023-24,0.0,0.0,55.1724,10.6,0.0,,,,13.0,29.0
act,reading,pct,Milwaukee,South Division High,All Students,2023-24,0.0,0.0,23.7762,12.9,0.0,,,,109.0,143.0
act,reading,pct,Milwaukee,South Accelerated Academy,All Students,2023-24,0.0,0.0,53.8462,13.5,0.0,,,,6.0,13.0
act,reading,pct,Milwaukee,Shalom High,All Students,2023-24,0.0,0.0,41.3793,11.2,0.0,,,,17.0,29.0
act,reading,pct,Milwaukee,Riverside High,All Students,2023-24,0.0,0.0,6.4356,15.2,0.0,,,,189.0,202.0
act,reading,pct,Milwaukee,Marshall High,All Students,2023-24,0.0,0.0,43.1138,12.7,0.0,,,,95.0,167.0
act,reading,pct,Milwaukee,MacDowell Montessori School K3-12,All Students,2023-24,0.0,0.0,0.0,16.6,0.0,,,,36.0,36.0
act,reading,pct,Milwaukee,King International,All Students,2023-24,0.0,0.0,9.1228,18.8,0.0,,,,259.0,285.0
act,reading,pct,Milwaukee,James Madison Academic Campus,All Students,2023-24,0.0,0.0,29.3333,13.1,0.0,,,,53.0,75.0
act,reading,pct,Milwaukee,Harold S Vincent School of Agricultural Science,All Students,2023-24,0.0,0.0,21.3483,14.0,0.0,,,,70.0,89.0
act,reading,pct,Milwaukee,Hamilton High,All Students,2023-24,0.0,0.0,28.9796,15.2,0.0,,,,174.0,245.0
act,reading,pct,Milwaukee,HAPA-Hmong American Peace Academy K3-12,All Students,2023-24,0.0,0.0,0.0,18.7,0.0,,,,120.0,120.0
act,reading,pct,Milwaukee,Milwaukee School of Languages,All Students,2023-24,0.0,0.0,1.7699,18.0,0.0,,,,111.0,113.0
act,reading,pct,Milwaukee,Milwaukee High School of the Arts,All Students,2023-24,0.0,0.0,0.5319,15.7,0.0,,,,187.0,188.0
act,reading,pct,Milwaukee,Milwaukee Excellence Charter School,All Students,2023-24,0.0,0.0,8.8235,13.4,0.0,,,,31.0,34.0
act,reading,pct,Milwaukee,Milwaukee County Youth Education Center,[Data Suppressed],2023-24,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,reading,pct,Nicolet Union High School,Nicolet High,All Students,2023-24,0.0,0.0,7.722,23.1,0.0,,,,239.0,259.0
act,science,pct,Milwaukee,Green Tree Preparatory Academy,All Students,2023-24,7.8431,64.7059,3.9216,15.5,,,,,49.0,51.0
act,science,pct,Milwaukee,Groppi High,All Students,2023-24,0.0,3.3333,96.6667,15.0,,,,,1.0,30.0
act,science,pct,Milwaukee,HAPA-Hmong American Peace Academy K3-12,All Students,2023-24,42.5,28.3333,0.0,19.3,,,,,120.0,120.0
act,science,pct,Milwaukee,Hamilton High,All Students,2023-24,4.4898,46.9388,28.9796,15.3,,,,,174.0,245.0
act,science,pct,Milwaukee,Harold S Vincent School of Agricultural Science,All Students,2023-24,3.3708,52.809,21.3483,15.0,,,,,70.0,89.0
act,science,pct,Milwaukee,James Madison Academic Campus,All Students,2023-24,1.3333,61.3333,30.6667,13.7,,,,,52.0,75.0
act,science,pct,Milwaukee,King International,All Students,2023-24,27.7193,36.1404,9.8246,18.5,,,,,257.0,285.0
act,science,pct,Milwaukee,MacDowell Montessori School K3-12,All Students,2023-24,16.6667,55.5556,0.0,16.9,,,,,36.0,36.0
act,reading,pct,West Allis-West Milwaukee,Deeper Learning Virtual Academy,All Students,2023-24,0.0,0.0,52.9412,13.1,0.0,,,,8.0,17.0
act,science,pct,Milwaukee,Marshall High,All Students,2023-24,0.5988,42.515,43.7126,14.5,,,,,94.0,167.0
act,science,pct,Milwaukee,Milwaukee County Youth Education Center,[Data Suppressed],2023-24,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,reading,pct,West Allis-West Milwaukee,Central High,All Students,2023-24,0.0,0.0,7.4419,16.6,0.0,,,,199.0,215.0
act,reading,pct,Wauwatosa,West High,All Students,2023-24,0.0,0.0,0.8368,20.0,0.0,,,,237.0,239.0
act,science,pct,Milwaukee,Milwaukee Excellence Charter School,All Students,2023-24,5.8824,70.5882,11.7647,13.3,,,,,30.0,34.0
act,science,pct,Milwaukee,Milwaukee High School of the Arts,All Students,2023-24,12.234,62.234,1.5957,15.9,,,,,185.0,188.0
act,reading,pct,Wauwatosa,Wauwatosa Virtual Academy,All Students,2023-24,0.0,0.0,20.0,17.1,0.0,,,,20.0,25.0
act,science,pct,Milwaukee,Milwaukee School of Languages,All Students,2023-24,23.8938,39.823,1.7699,18.0,,,,,111.0,113.0
act,reading,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,All Students,2023-24,0.0,0.0,0.0,17.3,0.0,,,,43.0,43.0
act,reading,pct,West Allis-West Milwaukee,Nathan Hale High,All Students,2023-24,0.0,0.0,10.9589,17.5,0.0,,,,260.0,292.0
act,science,pct,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,All Students,2023-24,3.5088,73.6842,3.5088,14.1,,,,,55.0,57.0
act,science,pct,Greendale,Greendale High,All Students,2023-24,54.4186,23.7209,1.8605,20.4,,,,,211.0,215.0
act,science,pct,Cudahy,Cudahy High,All Students,2023-24,26.9737,46.0526,2.6316,17.8,,,,,148.0,152.0
act,science,pct,Greenfield,Greenfield High,All Students,2023-24,42.0455,26.5152,2.2727,19.6,,,,,258.0,264.0
act,science,pct,Milwaukee,ASSATA High,All Students,2023-24,0.0,57.8947,31.5789,14.4,,,,,13.0,19.0
act,science,pct,Milwaukee,Alliance School of Milwaukee,All Students,2023-24,8.6957,43.4783,30.4348,16.9,,,,,16.0,23.0
act,science,pct,Central City Cyberschool of Milwaukee,Central City Cyberschool,All Students,2023-24,0.0,86.6667,0.0,13.6,,,,,15.0,15.0
act,science,pct,Milwaukee,Audubon Technology and Communication High,All Students,2023-24,6.4103,65.3846,1.2821,15.6,,,,,77.0,78.0
act,science,pct,Milwaukee,Banner Preparatory School of Milwaukee,[Data Suppressed],2023-24,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,science,pct,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,All Students,2023-24,0.0,37.931,58.6207,11.9,,,,,12.0,29.0
act,science,pct,Milwaukee,Bay View High,All Students,2023-24,5.0,61.875,5.0,15.1,,,,,152.0,160.0
act,science,pct,Brown Deer,Brown Deer Middle/High,All Students,2023-24,25.0,37.8788,2.2727,18.3,,,,,129.0,132.0
act,science,pct,Milwaukee,Bradley Technology High,All Students,2023-24,6.3158,57.8947,20.5263,15.2,,,,,151.0,190.0
act,science,pct,Milwaukee,Carmen High School of Science and Technology South Campus,All Students,2023-24,26.9663,42.6966,0.0,17.0,,,,,89.0,89.0
act,reading,pct,Whitnall,Whitnall High,All Students,2023-24,0.0,0.0,8.2051,20.6,0.0,,,,179.0,195.0
act,science,pct,Milwaukee,Carmen High School of Science and Technology Southeast Campus,All Students,2023-24,14.4928,55.7971,2.1739,15.8,,,,,135.0,138.0
act,reading,pct,Whitefish Bay,Whitefish Bay High,All Students,2023-24,0.0,0.0,4.5455,25.6,0.0,,,,210.0,220.0
act,science,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,All Students,2023-24,2.8986,78.2609,5.7971,13.7,,,,,65.0,69.0
act,reading,pct,West Allis-West Milwaukee,Shared Journeys,[Data Suppressed],2023-24,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,science,pct,Milwaukee,Golda Meir School,All Students,2023-24,43.6242,24.1611,2.6846,20.1,,,,,145.0,149.0
act,science,pct,Milwaukee,Grandview High,All Students,2023-24,1.5873,68.254,12.6984,14.6,,,,,55.0,63.0
act,reading,pct,Wauwatosa,Vel R Phillips School,[Data Suppressed],2023-24,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,science,pct,Milwaukee,North Division High,All Students,2023-24,0.0,44.2308,34.6154,14.8,,,,,34.0,52.0
act,science,pct,Milwaukee,Obama School of Career and Technical Education,All Students,2023-24,1.1561,21.9653,70.5202,14.7,,,,,51.0,173.0
act,reading,pct,Shorewood,New Horizons for Learning,All Students,2023-24,0.0,0.0,50.0,13.7,0.0,,,,3.0,6.0
act,science,pct,Seeds of Health,Tenor High,All Students,2023-24,14.5161,47.5806,0.8065,17.0,,,,,123.0,124.0
act,science,pct,Seeds of Health,Veritas High,All Students,2023-24,13.8462,63.0769,0.0,16.2,,,,,65.0,65.0
act,science,pct,Shorewood,New Horizons for Learning,All Students,2023-24,0.0,33.3333,50.0,16.7,,,,,3.0,6.0
act,reading,pct,Seeds of Health,Veritas High,All Students,2023-24,0.0,0.0,0.0,16.0,0.0,,,,65.0,65.0
act,science,pct,Shorewood,Shorewood High,All Students,2023-24,61.039,22.0779,1.2987,21.7,,,,,152.0,154.0
act,science,pct,South Milwaukee,South Milwaukee High,All Students,2023-24,26.1062,44.2478,5.7522,17.4,,,,,213.0,226.0
act,reading,pct,Seeds of Health,Tenor High,All Students,2023-24,0.0,0.0,0.8065,16.1,0.0,,,,123.0,124.0
act,reading,pct,Saint Francis,Saint Francis High,All Students,2023-24,0.0,0.0,0.7194,16.8,0.0,,,,138.0,139.0
act,science,pct,Trans Center for Youth,Escuela Verde,All Students,2023-24,17.6471,64.7059,0.0,15.6,,,,,17.0,17.0
act,science,pct,Wauwatosa,East High,All Students,2023-24,58.0645,15.7258,4.4355,22.1,,,,,237.0,248.0
act,science,pct,Wauwatosa,Vel R Phillips School,[Data Suppressed],2023-24,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,science,pct,Saint Francis,Saint Francis High,All Students,2023-24,28.777,42.446,0.7194,17.2,,,,,138.0,139.0
act,science,pct,Wauwatosa,West High,All Students,2023-24,45.6067,32.636,1.2552,20.0,,,,,236.0,239.0
act,science,pct,West Allis-West Milwaukee,Central High,All Students,2023-24,18.6047,51.6279,7.4419,16.1,,,,,199.0,215.0
act,science,pct,West Allis-West Milwaukee,Deeper Learning Virtual Academy,All Students,2023-24,0.0,41.1765,52.9412,12.6,,,,,8.0,17.0
act,science,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,All Students,2023-24,18.6047,53.4884,0.0,17.1,,,,,43.0,43.0
