metric,dimension,group,district,school,year,value,share,status_flag
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Sherman Elementary,2024-25,14.0,0.0952,
enrollment,Economic Status,Econ Disadv,Milwaukee,Siefert Elementary,2018-19,292.0,0.9154,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Siefert Elementary,2018-19,27.0,0.0846,
enrollment,Economic Status,Econ Disadv,Milwaukee,Siefert Elementary,2021-22,246.0,0.9425,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Siefert Elementary,2021-22,15.0,0.0575,
enrollment,Economic Status,Econ Disadv,Milwaukee,Siefert Elementary,2022-23,222.0,0.9487,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Siefert Elementary,2022-23,12.0,0.0513,
enrollment,Economic Status,Econ Disadv,Milwaukee,Siefert Elementary,2024-25,161.0,0.9253,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Siefert Elementary,2024-25,13.0,0.0747,
enrollment,Economic Status,Econ Disadv,Milwaukee,South Accelerated Academy,2018-19,54.0,0.8852,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,South Accelerated Academy,2018-19,7.0,0.1148,
enrollment,Economic Status,Econ Disadv,Milwaukee,South Accelerated Academy,2023-24,42.0,0.875,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,South Accelerated Academy,2023-24,6.0,0.125,
enrollment,Economic Status,Econ Disadv,Milwaukee,South Accelerated Academy,2024-25,49.0,0.8596,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,South Accelerated Academy,2024-25,8.0,0.1404,
enrollment,Economic Status,Econ Disadv,Milwaukee,South Division High,2018-19,925.0,0.9904,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,South Division High,2018-19,9.0,0.0096,
enrollment,Economic Status,Econ Disadv,Milwaukee,South Division High,2019-20,741.0,0.9092,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,South Division High,2019-20,74.0,0.0908,
enrollment,Economic Status,Econ Disadv,Milwaukee,South Division High,2020-21,818.0,0.9738,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,South Division High,2020-21,22.0,0.0262,
enrollment,Economic Status,Econ Disadv,Milwaukee,South Division High,2021-22,689.0,0.8202,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,South Division High,2021-22,151.0,0.1798,
enrollment,Economic Status,Econ Disadv,Milwaukee,South Division High,2022-23,680.0,0.8426,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,South Division High,2022-23,127.0,0.1574,
enrollment,Economic Status,Econ Disadv,Milwaukee,South Division High,2023-24,753.0,0.8943,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,South Division High,2023-24,89.0,0.1057,
enrollment,Economic Status,Econ Disadv,Milwaukee,South Division High,2024-25,772.0,0.8364,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,South Division High,2024-25,151.0,0.1636,
enrollment,Economic Status,Econ Disadv,Milwaukee,Starms Discovery,2021-22,271.0,0.941,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Starms Discovery,2021-22,17.0,0.059,
enrollment,Economic Status,Econ Disadv,Milwaukee,Starms Discovery,2022-23,225.0,0.9454,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Starms Discovery,2022-23,13.0,0.0546,
enrollment,Economic Status,Econ Disadv,Milwaukee,Starms Discovery,2023-24,222.0,0.9652,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Starms Discovery,2023-24,8.0,0.0348,
enrollment,Economic Status,Econ Disadv,Milwaukee,Starms Discovery,2024-25,262.0,0.9776,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Starms Discovery,2024-25,6.0,0.0224,
enrollment,Economic Status,Econ Disadv,Milwaukee,Starms Early Childhood,2018-19,264.0,0.9199,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Starms Early Childhood,2018-19,23.0,0.0801,
enrollment,Economic Status,Econ Disadv,Milwaukee,Starms Early Childhood,2019-20,263.0,0.946,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Starms Early Childhood,2019-20,15.0,0.054,
enrollment,Economic Status,Econ Disadv,Milwaukee,Starms Early Childhood,2020-21,246.0,0.9462,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Starms Early Childhood,2020-21,14.0,0.0538,
enrollment,Economic Status,Econ Disadv,Milwaukee,Starms Early Childhood,2021-22,233.0,0.951,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Starms Early Childhood,2021-22,12.0,0.049,
enrollment,Economic Status,Econ Disadv,Milwaukee,Starms Early Childhood,2022-23,235.0,0.9363,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Starms Early Childhood,2022-23,16.0,0.0637,
enrollment,Economic Status,Econ Disadv,Milwaukee,Starms Early Childhood,2023-24,259.0,0.9628,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Starms Early Childhood,2023-24,10.0,0.0372,
enrollment,Economic Status,Econ Disadv,Milwaukee,Starms Early Childhood,2024-25,187.0,0.9122,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Starms Early Childhood,2024-25,18.0,0.0878,
enrollment,Economic Status,Econ Disadv,Milwaukee,Story Elementary,2018-19,419.0,0.9588,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Story Elementary,2018-19,18.0,0.0412,
enrollment,Economic Status,Econ Disadv,Milwaukee,Story Elementary,2019-20,394.0,0.9563,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Story Elementary,2019-20,18.0,0.0437,
enrollment,Economic Status,Econ Disadv,Milwaukee,Story Elementary,2020-21,374.0,0.959,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Story Elementary,2020-21,16.0,0.041,
enrollment,Economic Status,Econ Disadv,Milwaukee,Story Elementary,2021-22,367.0,0.9198,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Story Elementary,2021-22,32.0,0.0802,
enrollment,Economic Status,Econ Disadv,Milwaukee,Story Elementary,2022-23,340.0,0.9471,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Story Elementary,2022-23,19.0,0.0529,
enrollment,Economic Status,Econ Disadv,Milwaukee,Story Elementary,2023-24,351.0,0.9117,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Story Elementary,2023-24,34.0,0.0883,
enrollment,Economic Status,Econ Disadv,Milwaukee,Story Elementary,2024-25,349.0,0.9562,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Story Elementary,2024-25,16.0,0.0438,
enrollment,Economic Status,Econ Disadv,Milwaukee,Stuart Elementary,2020-21,254.0,0.9104,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Stuart Elementary,2020-21,25.0,0.0896,
enrollment,Economic Status,Econ Disadv,Milwaukee,Stuart Elementary,2021-22,238.0,0.9084,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Stuart Elementary,2021-22,24.0,0.0916,
enrollment,Economic Status,Econ Disadv,Milwaukee,Stuart Elementary,2022-23,243.0,0.9492,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Stuart Elementary,2022-23,13.0,0.0508,
enrollment,Economic Status,Econ Disadv,Milwaukee,Stuart Elementary,2023-24,270.0,0.9153,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Stuart Elementary,2023-24,25.0,0.0847,
enrollment,Economic Status,Econ Disadv,Milwaukee,Stuart Elementary,2024-25,249.0,0.7733,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Stuart Elementary,2024-25,73.0,0.2267,
enrollment,Economic Status,Econ Disadv,Milwaukee,Thoreau Elementary,2020-21,394.0,0.9494,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Thoreau Elementary,2020-21,21.0,0.0506,
enrollment,Economic Status,Econ Disadv,Milwaukee,Thoreau Elementary,2021-22,317.0,0.9351,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Thoreau Elementary,2021-22,22.0,0.0649,
enrollment,Economic Status,Econ Disadv,Milwaukee,Thoreau Elementary,2024-25,338.0,0.9575,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Thoreau Elementary,2024-25,15.0,0.0425,
enrollment,Economic Status,Econ Disadv,Milwaukee,Thurston Woods Elementary,2019-20,435.0,0.9842,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Thurston Woods Elementary,2019-20,7.0,0.0158,
enrollment,Economic Status,Econ Disadv,Milwaukee,Thurston Woods Elementary,2020-21,375.0,0.9494,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Thurston Woods Elementary,2020-21,20.0,0.0506,
enrollment,Economic Status,Econ Disadv,Milwaukee,Thurston Woods Elementary,2021-22,374.0,0.9517,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Thurston Woods Elementary,2021-22,19.0,0.0483,
enrollment,Economic Status,Econ Disadv,Milwaukee,Thurston Woods Elementary,2022-23,334.0,0.9408,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Thurston Woods Elementary,2022-23,21.0,0.0592,
enrollment,Economic Status,Econ Disadv,Milwaukee,Thurston Woods Elementary,2023-24,277.0,0.9295,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Thurston Woods Elementary,2023-24,21.0,0.0705,
enrollment,Economic Status,Econ Disadv,Milwaukee,Thurston Woods Elementary,2024-25,237.0,0.9258,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Thurston Woods Elementary,2024-25,19.0,0.0742,
enrollment,Economic Status,Econ Disadv,Milwaukee,Townsend Street Elementary,2018-19,310.0,0.9688,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Townsend Street Elementary,2018-19,10.0,0.0312,
enrollment,Economic Status,Econ Disadv,Milwaukee,Townsend Street Elementary,2019-20,328.0,0.9345,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Townsend Street Elementary,2019-20,23.0,0.0655,
enrollment,Economic Status,Econ Disadv,Milwaukee,Townsend Street Elementary,2020-21,309.0,0.9596,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Townsend Street Elementary,2020-21,13.0,0.0404,
enrollment,Economic Status,Econ Disadv,Milwaukee,Townsend Street Elementary,2021-22,280.0,0.9333,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Townsend Street Elementary,2021-22,20.0,0.0667,
enrollment,Economic Status,Econ Disadv,Milwaukee,Townsend Street Elementary,2022-23,262.0,0.9357,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Townsend Street Elementary,2022-23,18.0,0.0643,
enrollment,Economic Status,Econ Disadv,Milwaukee,Townsend Street Elementary,2023-24,270.0,0.903,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Townsend Street Elementary,2023-24,29.0,0.097,
enrollment,Economic Status,Econ Disadv,Milwaukee,Townsend Street Elementary,2024-25,241.0,0.9377,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Townsend Street Elementary,2024-25,16.0,0.0623,
enrollment,Economic Status,Econ Disadv,Milwaukee,Transition High,2018-19,147.0,0.8909,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Transition High,2018-19,18.0,0.1091,
enrollment,Economic Status,Econ Disadv,Milwaukee,Transition High,2019-20,147.0,0.8698,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Transition High,2019-20,22.0,0.1302,
enrollment,Economic Status,Econ Disadv,Milwaukee,Transition High,2020-21,93.0,0.9394,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Transition High,2020-21,6.0,0.0606,
enrollment,Economic Status,Econ Disadv,Milwaukee,Transition High,2021-22,87.0,0.8614,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Transition High,2021-22,14.0,0.1386,
enrollment,Economic Status,Econ Disadv,Milwaukee,Transition High,2022-23,59.0,0.8806,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Transition High,2022-23,8.0,0.1194,
enrollment,Economic Status,Econ Disadv,Milwaukee,Transition High,2023-24,74.0,0.8409,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Transition High,2023-24,14.0,0.1591,
enrollment,Economic Status,Econ Disadv,Milwaukee,Transition High,2024-25,78.0,0.8667,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Transition High,2024-25,12.0,0.1333,
enrollment,Economic Status,Econ Disadv,Milwaukee,Trowbridge Street School of Great Lakes Studies,2018-19,209.0,0.8427,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Trowbridge Street School of Great Lakes Studies,2018-19,39.0,0.1573,
enrollment,Economic Status,Econ Disadv,Milwaukee,Trowbridge Street School of Great Lakes Studies,2019-20,199.0,0.8432,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Trowbridge Street School of Great Lakes Studies,2019-20,37.0,0.1568,
enrollment,Economic Status,Econ Disadv,Milwaukee,Trowbridge Street School of Great Lakes Studies,2020-21,181.0,0.8702,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Trowbridge Street School of Great Lakes Studies,2020-21,27.0,0.1298,
enrollment,Economic Status,Econ Disadv,Milwaukee,Trowbridge Street School of Great Lakes Studies,2021-22,162.0,0.81,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Trowbridge Street School of Great Lakes Studies,2021-22,38.0,0.19,
enrollment,Economic Status,Econ Disadv,Milwaukee,Trowbridge Street School of Great Lakes Studies,2022-23,176.0,0.8421,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Trowbridge Street School of Great Lakes Studies,2022-23,33.0,0.1579,
enrollment,Economic Status,Econ Disadv,Milwaukee,Trowbridge Street School of Great Lakes Studies,2023-24,202.0,0.8559,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Trowbridge Street School of Great Lakes Studies,2023-24,34.0,0.1441,
enrollment,Economic Status,Econ Disadv,Milwaukee,Trowbridge Street School of Great Lakes Studies,2024-25,189.0,0.8289,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Trowbridge Street School of Great Lakes Studies,2024-25,39.0,0.1711,
enrollment,Economic Status,Econ Disadv,Milwaukee,U S Grant School,2024-25,564.0,0.9641,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,U S Grant School,2024-25,21.0,0.0359,
enrollment,Economic Status,Econ Disadv,Milwaukee,Victory Elementary,2018-19,498.0,0.8989,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Victory Elementary,2018-19,56.0,0.1011,
enrollment,Economic Status,Econ Disadv,Milwaukee,Victory Elementary,2019-20,529.0,0.9313,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Victory Elementary,2019-20,39.0,0.0687,
enrollment,Economic Status,Econ Disadv,Milwaukee,Victory Elementary,2020-21,501.0,0.9635,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Victory Elementary,2020-21,19.0,0.0365,
enrollment,Economic Status,Econ Disadv,Milwaukee,Victory Elementary,2021-22,452.0,0.932,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Victory Elementary,2021-22,33.0,0.068,
enrollment,Economic Status,Econ Disadv,Milwaukee,Victory Elementary,2022-23,417.0,0.9542,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Victory Elementary,2022-23,20.0,0.0458,
enrollment,Economic Status,Econ Disadv,Milwaukee,Victory Elementary,2024-25,399.0,0.9523,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Victory Elementary,2024-25,20.0,0.0477,
enrollment,Economic Status,Econ Disadv,Milwaukee,Vieau Elementary,2018-19,685.0,0.9269,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Vieau Elementary,2018-19,54.0,0.0731,
enrollment,Economic Status,Econ Disadv,Milwaukee,Vieau Elementary,2019-20,682.0,0.9154,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Vieau Elementary,2019-20,63.0,0.0846,
enrollment,Economic Status,Econ Disadv,Milwaukee,Vieau Elementary,2020-21,640.0,0.904,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Vieau Elementary,2020-21,68.0,0.096,
enrollment,Economic Status,Econ Disadv,Milwaukee,Vieau Elementary,2021-22,567.0,0.8683,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Vieau Elementary,2021-22,86.0,0.1317,
enrollment,Economic Status,Econ Disadv,Milwaukee,Vieau Elementary,2022-23,505.0,0.8211,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Vieau Elementary,2022-23,110.0,0.1789,
enrollment,Economic Status,Econ Disadv,Milwaukee,Vieau Elementary,2023-24,622.0,0.9094,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Vieau Elementary,2023-24,62.0,0.0906,
enrollment,Economic Status,Econ Disadv,Milwaukee,Vieau Elementary,2024-25,495.0,0.6942,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Vieau Elementary,2024-25,218.0,0.3058,
enrollment,Economic Status,Econ Disadv,Milwaukee,Vincent Accelerated Academy,2018-19,28.0,0.8,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Vincent Accelerated Academy,2018-19,7.0,0.2,
enrollment,Economic Status,Econ Disadv,Milwaukee,Vincent Accelerated Academy,2019-20,52.0,0.8254,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Vincent Accelerated Academy,2019-20,11.0,0.1746,
enrollment,Economic Status,Econ Disadv,Milwaukee,Vincent Accelerated Academy,2022-23,52.0,0.8667,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Vincent Accelerated Academy,2022-23,8.0,0.1333,
enrollment,Economic Status,Econ Disadv,Milwaukee,Vincent Accelerated Academy,2023-24,42.0,0.8571,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Vincent Accelerated Academy,2023-24,7.0,0.1429,
enrollment,Economic Status,Econ Disadv,Milwaukee,WHS Information Technology,2018-19,571.0,0.9035,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,WHS Information Technology,2018-19,61.0,0.0965,
enrollment,Economic Status,Econ Disadv,Milwaukee,WHS Information Technology,2019-20,545.0,0.8993,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,WHS Information Technology,2019-20,61.0,0.1007,
enrollment,Economic Status,Econ Disadv,Milwaukee,WHS Information Technology,2020-21,545.0,0.9332,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,WHS Information Technology,2020-21,39.0,0.0668,
enrollment,Economic Status,Econ Disadv,Milwaukee,WHS Information Technology,2021-22,421.0,0.842,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,WHS Information Technology,2021-22,79.0,0.158,
enrollment,Economic Status,Econ Disadv,Milwaukee,WHS Information Technology,2022-23,360.0,0.8633,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,WHS Information Technology,2022-23,57.0,0.1367,
enrollment,Economic Status,Econ Disadv,Milwaukee,WHS Information Technology,2023-24,334.0,0.8813,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,WHS Information Technology,2023-24,45.0,0.1187,
enrollment,Economic Status,Econ Disadv,Milwaukee,WHS Information Technology,2024-25,343.0,0.8532,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,WHS Information Technology,2024-25,59.0,0.1468,
enrollment,Economic Status,Econ Disadv,Milwaukee,Wedgewood Park School,2018-19,734.0,0.8093,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Wedgewood Park School,2018-19,173.0,0.1907,
enrollment,Economic Status,Econ Disadv,Milwaukee,Wedgewood Park School,2019-20,782.0,0.8777,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Wedgewood Park School,2019-20,109.0,0.1223,
enrollment,Economic Status,Econ Disadv,Milwaukee,Wedgewood Park School,2020-21,733.0,0.8768,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Wedgewood Park School,2020-21,103.0,0.1232,
enrollment,Economic Status,Econ Disadv,Milwaukee,Wedgewood Park School,2021-22,541.0,0.7175,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Wedgewood Park School,2021-22,213.0,0.2825,
enrollment,Economic Status,Econ Disadv,Milwaukee,Wedgewood Park School,2022-23,486.0,0.7409,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Wedgewood Park School,2022-23,170.0,0.2591,
enrollment,Economic Status,Econ Disadv,Milwaukee,Wedgewood Park School,2023-24,425.0,0.7699,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Wedgewood Park School,2023-24,127.0,0.2301,
enrollment,Economic Status,Econ Disadv,Milwaukee,Wedgewood Park School,2024-25,420.0,0.7763,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Wedgewood Park School,2024-25,121.0,0.2237,
enrollment,Economic Status,Econ Disadv,Milwaukee,Westside Academy,2019-20,211.0,0.9591,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Westside Academy,2019-20,9.0,0.0409,
enrollment,Economic Status,Econ Disadv,Milwaukee,Westside Academy,2021-22,161.0,0.9306,
