metric,dimension,group,district,school,year,value,share,status_flag
enrollment,Economic Status,Econ Disadv,Milwaukee,Morse Mid,2019-20,370.0,0.8605,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Morse Mid,2019-20,60.0,0.1395,
enrollment,Economic Status,Econ Disadv,Milwaukee,Morse Mid,2020-21,483.0,0.9527,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Morse Mid,2020-21,24.0,0.0473,
enrollment,Economic Status,Econ Disadv,Milwaukee,Morse Mid,2021-22,360.0,0.7792,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Morse Mid,2021-22,102.0,0.2208,
enrollment,Economic Status,Econ Disadv,Milwaukee,Morse Mid,2022-23,397.0,0.8921,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Morse Mid,2022-23,48.0,0.1079,
enrollment,Economic Status,Econ Disadv,Milwaukee,Morse Mid,2023-24,364.0,0.875,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Morse Mid,2023-24,52.0,0.125,
enrollment,Economic Status,Econ Disadv,Milwaukee,Morse Mid,2024-25,305.0,0.7963,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Morse Mid,2024-25,78.0,0.2037,
enrollment,Economic Status,Econ Disadv,Milwaukee,NOVA Tech-Northwest Opportunities Vocational Academy Technical High,2018-19,65.0,0.8125,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,NOVA Tech-Northwest Opportunities Vocational Academy Technical High,2018-19,15.0,0.1875,
enrollment,Economic Status,Econ Disadv,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,2018-19,100.0,0.8929,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,2018-19,12.0,0.1071,
enrollment,Economic Status,Econ Disadv,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,2021-22,99.0,0.8839,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,2021-22,13.0,0.1161,
enrollment,Economic Status,Econ Disadv,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,2024-25,98.0,0.9423,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,2024-25,6.0,0.0577,
enrollment,Economic Status,Econ Disadv,Milwaukee,Neeskara Elementary,2018-19,326.0,0.8446,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Neeskara Elementary,2018-19,60.0,0.1554,
enrollment,Economic Status,Econ Disadv,Milwaukee,Neeskara Elementary,2019-20,335.0,0.8793,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Neeskara Elementary,2019-20,46.0,0.1207,
enrollment,Economic Status,Econ Disadv,Milwaukee,Neeskara Elementary,2020-21,321.0,0.9413,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Neeskara Elementary,2020-21,20.0,0.0587,
enrollment,Economic Status,Econ Disadv,Milwaukee,Neeskara Elementary,2021-22,274.0,0.8925,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Neeskara Elementary,2021-22,33.0,0.1075,
enrollment,Economic Status,Econ Disadv,Milwaukee,Neeskara Elementary,2022-23,310.0,0.9118,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Neeskara Elementary,2022-23,30.0,0.0882,
enrollment,Economic Status,Econ Disadv,Milwaukee,Neeskara Elementary,2023-24,342.0,0.9218,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Neeskara Elementary,2023-24,29.0,0.0782,
enrollment,Economic Status,Econ Disadv,Milwaukee,Neeskara Elementary,2024-25,309.0,0.868,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Neeskara Elementary,2024-25,47.0,0.132,
enrollment,Economic Status,Econ Disadv,Milwaukee,Next Door Charter,2018-19,252.0,0.9065,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Next Door Charter,2018-19,26.0,0.0935,
enrollment,Economic Status,Econ Disadv,Milwaukee,Next Door Charter,2019-20,215.0,0.9729,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Next Door Charter,2019-20,6.0,0.0271,
enrollment,Economic Status,Econ Disadv,Milwaukee,Next Door Charter,2020-21,202.0,0.9712,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Next Door Charter,2020-21,6.0,0.0288,
enrollment,Economic Status,Econ Disadv,Milwaukee,Next Door Charter,2021-22,183.0,0.9531,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Next Door Charter,2021-22,9.0,0.0469,
enrollment,Economic Status,Econ Disadv,Milwaukee,Next Door Charter,2022-23,169.0,0.9657,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Next Door Charter,2022-23,6.0,0.0343,
enrollment,Economic Status,Econ Disadv,Milwaukee,Next Door Charter,2023-24,95.0,0.8879,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Next Door Charter,2023-24,12.0,0.1121,
enrollment,Economic Status,Econ Disadv,Milwaukee,Next Door Charter,2024-25,94.0,0.7833,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Next Door Charter,2024-25,26.0,0.2167,
enrollment,Economic Status,Econ Disadv,Milwaukee,Ninety-Fifth Street Elementary,2018-19,257.0,0.6284,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Ninety-Fifth Street Elementary,2018-19,152.0,0.3716,
enrollment,Economic Status,Econ Disadv,Milwaukee,Ninety-Fifth Street Elementary,2019-20,299.0,0.6842,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Ninety-Fifth Street Elementary,2019-20,138.0,0.3158,
enrollment,Economic Status,Econ Disadv,Milwaukee,Ninety-Fifth Street Elementary,2020-21,309.0,0.741,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Ninety-Fifth Street Elementary,2020-21,108.0,0.259,
enrollment,Economic Status,Econ Disadv,Milwaukee,Ninety-Fifth Street Elementary,2021-22,262.0,0.6501,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Ninety-Fifth Street Elementary,2021-22,141.0,0.3499,
enrollment,Economic Status,Econ Disadv,Milwaukee,Ninety-Fifth Street Elementary,2022-23,317.0,0.7657,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Ninety-Fifth Street Elementary,2022-23,97.0,0.2343,
enrollment,Economic Status,Econ Disadv,Milwaukee,Ninety-Fifth Street Elementary,2023-24,337.0,0.7948,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Ninety-Fifth Street Elementary,2023-24,87.0,0.2052,
enrollment,Economic Status,Econ Disadv,Milwaukee,Ninety-Fifth Street Elementary,2024-25,342.0,0.7991,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Ninety-Fifth Street Elementary,2024-25,86.0,0.2009,
enrollment,Economic Status,Econ Disadv,Milwaukee,North Division High,2018-19,310.0,0.8908,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,North Division High,2018-19,38.0,0.1092,
enrollment,Economic Status,Econ Disadv,Milwaukee,North Division High,2019-20,320.0,0.8964,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,North Division High,2019-20,37.0,0.1036,
enrollment,Economic Status,Econ Disadv,Milwaukee,North Division High,2020-21,375.0,0.964,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,North Division High,2020-21,14.0,0.036,
enrollment,Economic Status,Econ Disadv,Milwaukee,North Division High,2021-22,342.0,0.8976,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,North Division High,2021-22,39.0,0.1024,
enrollment,Economic Status,Econ Disadv,Milwaukee,North Division High,2022-23,334.0,0.9126,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,North Division High,2022-23,32.0,0.0874,
enrollment,Economic Status,Econ Disadv,Milwaukee,North Division High,2023-24,353.0,0.9075,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,North Division High,2023-24,36.0,0.0925,
enrollment,Economic Status,Econ Disadv,Milwaukee,North Division High,2024-25,316.0,0.9133,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,North Division High,2024-25,30.0,0.0867,
enrollment,Economic Status,Econ Disadv,Milwaukee,Obama School of Career and Technical Education,2018-19,586.0,0.8825,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Obama School of Career and Technical Education,2018-19,78.0,0.1175,
enrollment,Economic Status,Econ Disadv,Milwaukee,Obama School of Career and Technical Education,2019-20,574.0,0.8955,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Obama School of Career and Technical Education,2019-20,67.0,0.1045,
enrollment,Economic Status,Econ Disadv,Milwaukee,Obama School of Career and Technical Education,2020-21,605.0,0.9468,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Obama School of Career and Technical Education,2020-21,34.0,0.0532,
enrollment,Economic Status,Econ Disadv,Milwaukee,Obama School of Career and Technical Education,2021-22,1599.0,0.8137,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Obama School of Career and Technical Education,2021-22,366.0,0.1863,
enrollment,Economic Status,Econ Disadv,Milwaukee,Obama School of Career and Technical Education,2022-23,1229.0,0.8766,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Obama School of Career and Technical Education,2022-23,173.0,0.1234,
enrollment,Economic Status,Econ Disadv,Milwaukee,Obama School of Career and Technical Education,2023-24,1095.0,0.8931,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Obama School of Career and Technical Education,2023-24,131.0,0.1069,
enrollment,Economic Status,Econ Disadv,Milwaukee,Obama School of Career and Technical Education,2024-25,1087.0,0.84,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Obama School of Career and Technical Education,2024-25,207.0,0.16,
enrollment,Economic Status,Econ Disadv,Milwaukee,Parkview Elementary,2018-19,336.0,0.8528,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Parkview Elementary,2018-19,58.0,0.1472,
enrollment,Economic Status,Econ Disadv,Milwaukee,Parkview Elementary,2019-20,314.0,0.8135,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Parkview Elementary,2019-20,72.0,0.1865,
enrollment,Economic Status,Econ Disadv,Milwaukee,Parkview Elementary,2020-21,326.0,0.8556,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Parkview Elementary,2020-21,55.0,0.1444,
enrollment,Economic Status,Econ Disadv,Milwaukee,Parkview Elementary,2021-22,244.0,0.7722,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Parkview Elementary,2021-22,72.0,0.2278,
enrollment,Economic Status,Econ Disadv,Milwaukee,Parkview Elementary,2022-23,252.0,0.8077,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Parkview Elementary,2022-23,60.0,0.1923,
enrollment,Economic Status,Econ Disadv,Milwaukee,Parkview Elementary,2023-24,298.0,0.8896,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Parkview Elementary,2023-24,37.0,0.1104,
enrollment,Economic Status,Econ Disadv,Milwaukee,Parkview Elementary,2024-25,282.0,0.8418,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Parkview Elementary,2024-25,53.0,0.1582,
enrollment,Economic Status,Econ Disadv,Milwaukee,Pratt Elementary,2018-19,282.0,0.9658,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Pratt Elementary,2018-19,10.0,0.0342,
enrollment,Economic Status,Econ Disadv,Milwaukee,Pratt Elementary,2019-20,267.0,0.9336,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Pratt Elementary,2019-20,19.0,0.0664,
enrollment,Economic Status,Econ Disadv,Milwaukee,Pratt Elementary,2020-21,261.0,0.9321,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Pratt Elementary,2020-21,19.0,0.0679,
enrollment,Economic Status,Econ Disadv,Milwaukee,Pratt Elementary,2021-22,280.0,0.9333,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Pratt Elementary,2021-22,20.0,0.0667,
enrollment,Economic Status,Econ Disadv,Milwaukee,Pratt Elementary,2022-23,299.0,0.9462,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Pratt Elementary,2022-23,17.0,0.0538,
enrollment,Economic Status,Econ Disadv,Milwaukee,Pratt Elementary,2023-24,285.0,0.9223,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Pratt Elementary,2023-24,24.0,0.0777,
enrollment,Economic Status,Econ Disadv,Milwaukee,Pratt Elementary,2024-25,256.0,0.8889,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Pratt Elementary,2024-25,32.0,0.1111,
enrollment,Economic Status,Econ Disadv,Milwaukee,Project STAY-Supporting Teachers and Youth,2018-19,164.0,0.8079,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Project STAY-Supporting Teachers and Youth,2018-19,39.0,0.1921,
enrollment,Economic Status,Econ Disadv,Milwaukee,Project STAY-Supporting Teachers and Youth,2019-20,196.0,0.7967,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Project STAY-Supporting Teachers and Youth,2019-20,50.0,0.2033,
enrollment,Economic Status,Econ Disadv,Milwaukee,Project STAY-Supporting Teachers and Youth,2020-21,121.0,0.8832,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Project STAY-Supporting Teachers and Youth,2020-21,16.0,0.1168,
enrollment,Economic Status,Econ Disadv,Milwaukee,Project STAY-Supporting Teachers and Youth,2021-22,80.0,0.7143,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Project STAY-Supporting Teachers and Youth,2021-22,32.0,0.2857,
enrollment,Economic Status,Econ Disadv,Milwaukee,Project STAY-Supporting Teachers and Youth,2022-23,81.0,0.802,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Project STAY-Supporting Teachers and Youth,2022-23,20.0,0.198,
enrollment,Economic Status,Econ Disadv,Milwaukee,Project STAY-Supporting Teachers and Youth,2023-24,69.0,0.8846,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Project STAY-Supporting Teachers and Youth,2023-24,9.0,0.1154,
enrollment,Economic Status,Econ Disadv,Milwaukee,Project STAY-Supporting Teachers and Youth,2024-25,99.0,0.8684,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Project STAY-Supporting Teachers and Youth,2024-25,15.0,0.1316,
enrollment,Economic Status,Econ Disadv,Milwaukee,Pulaski High,2018-19,709.0,0.843,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Pulaski High,2018-19,132.0,0.157,
enrollment,Economic Status,Econ Disadv,Milwaukee,Pulaski High,2019-20,697.0,0.8114,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Pulaski High,2019-20,162.0,0.1886,
enrollment,Economic Status,Econ Disadv,Milwaukee,Pulaski High,2020-21,853.0,0.8839,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Pulaski High,2020-21,112.0,0.1161,
enrollment,Economic Status,Econ Disadv,Milwaukee,Pulaski High,2021-22,750.0,0.8126,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Pulaski High,2021-22,173.0,0.1874,
enrollment,Economic Status,Econ Disadv,Milwaukee,Pulaski High,2022-23,766.0,0.8317,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Pulaski High,2022-23,155.0,0.1683,
enrollment,Economic Status,Econ Disadv,Milwaukee,Pulaski High,2023-24,777.0,0.8222,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Pulaski High,2023-24,168.0,0.1778,
enrollment,Economic Status,Econ Disadv,Milwaukee,Pulaski High,2024-25,801.0,0.7695,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Pulaski High,2024-25,240.0,0.2305,
enrollment,Economic Status,Econ Disadv,Milwaukee,Reagan College Preparatory High,2018-19,819.0,0.6058,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Reagan College Preparatory High,2018-19,533.0,0.3942,
enrollment,Economic Status,Econ Disadv,Milwaukee,Reagan College Preparatory High,2019-20,780.0,0.5795,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Reagan College Preparatory High,2019-20,566.0,0.4205,
enrollment,Economic Status,Econ Disadv,Milwaukee,Reagan College Preparatory High,2020-21,778.0,0.5621,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Reagan College Preparatory High,2020-21,606.0,0.4379,
enrollment,Economic Status,Econ Disadv,Milwaukee,Reagan College Preparatory High,2021-22,655.0,0.4874,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Reagan College Preparatory High,2021-22,689.0,0.5126,
enrollment,Economic Status,Econ Disadv,Milwaukee,Reagan College Preparatory High,2022-23,698.0,0.5197,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Reagan College Preparatory High,2022-23,645.0,0.4803,
enrollment,Economic Status,Econ Disadv,Milwaukee,Reagan College Preparatory High,2023-24,757.0,0.5612,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Reagan College Preparatory High,2023-24,592.0,0.4388,
enrollment,Economic Status,Econ Disadv,Milwaukee,Reagan College Preparatory High,2024-25,710.0,0.5175,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Reagan College Preparatory High,2024-25,662.0,0.4825,
enrollment,Economic Status,Econ Disadv,Milwaukee,Riley Dual Language Montessori School,2018-19,420.0,0.8805,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Riley Dual Language Montessori School,2018-19,57.0,0.1195,
enrollment,Economic Status,Econ Disadv,Milwaukee,Riley Dual Language Montessori School,2019-20,386.0,0.9484,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Riley Dual Language Montessori School,2019-20,21.0,0.0516,
enrollment,Economic Status,Econ Disadv,Milwaukee,Riley Dual Language Montessori School,2020-21,271.0,0.7528,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Riley Dual Language Montessori School,2020-21,89.0,0.2472,
enrollment,Economic Status,Econ Disadv,Milwaukee,Riley Dual Language Montessori School,2021-22,207.0,0.6656,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Riley Dual Language Montessori School,2021-22,104.0,0.3344,
enrollment,Economic Status,Econ Disadv,Milwaukee,Riley Dual Language Montessori School,2022-23,189.0,0.6385,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Riley Dual Language Montessori School,2022-23,107.0,0.3615,
enrollment,Economic Status,Econ Disadv,Milwaukee,Riley Dual Language Montessori School,2023-24,173.0,0.6528,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Riley Dual Language Montessori School,2023-24,92.0,0.3472,
enrollment,Economic Status,Econ Disadv,Milwaukee,Riley Dual Language Montessori School,2024-25,142.0,0.5941,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Riley Dual Language Montessori School,2024-25,97.0,0.4059,
enrollment,Economic Status,Econ Disadv,Milwaukee,River Trail School of Agricultural Science,2018-19,382.0,0.9432,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,River Trail School of Agricultural Science,2018-19,23.0,0.0568,
enrollment,Economic Status,Econ Disadv,Milwaukee,River Trail School of Agricultural Science,2019-20,366.0,0.9786,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,River Trail School of Agricultural Science,2019-20,8.0,0.0214,
enrollment,Economic Status,Econ Disadv,Milwaukee,River Trail School of Agricultural Science,2021-22,271.0,0.9281,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,River Trail School of Agricultural Science,2021-22,21.0,0.0719,
enrollment,Economic Status,Econ Disadv,Milwaukee,River Trail School of Agricultural Science,2022-23,326.0,0.9504,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,River Trail School of Agricultural Science,2022-23,17.0,0.0496,
enrollment,Economic Status,Econ Disadv,Milwaukee,River Trail School of Agricultural Science,2023-24,377.0,0.9355,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,River Trail School of Agricultural Science,2023-24,26.0,0.0645,
enrollment,Economic Status,Econ Disadv,Milwaukee,River Trail School of Agricultural Science,2024-25,333.0,0.8202,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,River Trail School of Agricultural Science,2024-25,73.0,0.1798,
enrollment,Economic Status,Econ Disadv,Milwaukee,Riverside High,2018-19,1203.0,0.8041,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Riverside High,2018-19,293.0,0.1959,
enrollment,Economic Status,Econ Disadv,Milwaukee,Riverside High,2019-20,1132.0,0.7542,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Riverside High,2019-20,369.0,0.2458,
enrollment,Economic Status,Econ Disadv,Milwaukee,Riverside High,2020-21,1291.0,0.8788,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Riverside High,2020-21,178.0,0.1212,
enrollment,Economic Status,Econ Disadv,Milwaukee,Riverside High,2021-22,993.0,0.7506,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Riverside High,2021-22,330.0,0.2494,
enrollment,Economic Status,Econ Disadv,Milwaukee,Riverside High,2022-23,969.0,0.7884,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Riverside High,2022-23,260.0,0.2116,
enrollment,Economic Status,Econ Disadv,Milwaukee,Riverside High,2023-24,983.0,0.846,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Riverside High,2023-24,179.0,0.154,
enrollment,Economic Status,Econ Disadv,Milwaukee,Riverside High,2024-25,952.0,0.7677,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Riverside High,2024-25,288.0,0.2323,
enrollment,Economic Status,Econ Disadv,Milwaukee,Riverwest Elementary,2018-19,328.0,0.9398,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Riverwest Elementary,2018-19,21.0,0.0602,
enrollment,Economic Status,Econ Disadv,Milwaukee,Riverwest Elementary,2019-20,325.0,0.9559,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Riverwest Elementary,2019-20,15.0,0.0441,
enrollment,Economic Status,Econ Disadv,Milwaukee,Riverwest Elementary,2020-21,313.0,0.9751,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Riverwest Elementary,2020-21,8.0,0.0249,
enrollment,Economic Status,Econ Disadv,Milwaukee,Riverwest Elementary,2021-22,242.0,0.9202,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Riverwest Elementary,2021-22,21.0,0.0798,
enrollment,Economic Status,Econ Disadv,Milwaukee,Riverwest Elementary,2022-23,248.0,0.9612,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Riverwest Elementary,2022-23,10.0,0.0388,
enrollment,Economic Status,Econ Disadv,Milwaukee,Riverwest Elementary,2023-24,264.0,0.96,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Riverwest Elementary,2023-24,11.0,0.04,
enrollment,Economic Status,Econ Disadv,Milwaukee,Riverwest Elementary,2024-25,216.0,0.8852,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Riverwest Elementary,2024-25,28.0,0.1148,
enrollment,Economic Status,Econ Disadv,Milwaukee,Rogers Street Academy,2018-19,629.0,0.9574,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Rogers Street Academy,2018-19,28.0,0.0426,
enrollment,Economic Status,Econ Disadv,Milwaukee,Rogers Street Academy,2019-20,622.0,0.9673,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Rogers Street Academy,2019-20,21.0,0.0327,
enrollment,Economic Status,Econ Disadv,Milwaukee,Rogers Street Academy,2020-21,572.0,0.9695,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Rogers Street Academy,2020-21,18.0,0.0305,
enrollment,Economic Status,Econ Disadv,Milwaukee,Rogers Street Academy,2021-22,487.0,0.8397,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Rogers Street Academy,2021-22,93.0,0.1603,
enrollment,Economic Status,Econ Disadv,Milwaukee,Rogers Street Academy,2022-23,472.0,0.8922,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Rogers Street Academy,2022-23,57.0,0.1078,
enrollment,Economic Status,Econ Disadv,Milwaukee,Rogers Street Academy,2023-24,530.0,0.9298,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Rogers Street Academy,2023-24,40.0,0.0702,
enrollment,Economic Status,Econ Disadv,Milwaukee,Rogers Street Academy,2024-25,530.0,0.9298,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Rogers Street Academy,2024-25,40.0,0.0702,
enrollment,Economic Status,Econ Disadv,Milwaukee,Roosevelt Middle,2018-19,323.0,0.9362,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Roosevelt Middle,2018-19,22.0,0.0638,
enrollment,Economic Status,Econ Disadv,Milwaukee,Roosevelt Middle,2019-20,347.0,0.9353,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Roosevelt Middle,2019-20,24.0,0.0647,
enrollment,Economic Status,Econ Disadv,Milwaukee,Roosevelt Middle,2020-21,330.0,0.9593,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Roosevelt Middle,2020-21,14.0,0.0407,
enrollment,Economic Status,Econ Disadv,Milwaukee,Roosevelt Middle,2021-22,264.0,0.8571,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Roosevelt Middle,2021-22,44.0,0.1429,
enrollment,Economic Status,Econ Disadv,Milwaukee,Roosevelt Middle,2022-23,289.0,0.9353,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Roosevelt Middle,2022-23,20.0,0.0647,
enrollment,Economic Status,Econ Disadv,Milwaukee,Roosevelt Middle,2023-24,213.0,0.9467,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Roosevelt Middle,2023-24,12.0,0.0533,
enrollment,Economic Status,Econ Disadv,Milwaukee,Roosevelt Middle,2024-25,257.0,0.9519,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Roosevelt Middle,2024-25,13.0,0.0481,
enrollment,Economic Status,Econ Disadv,Milwaukee,Shalom High,2018-19,90.0,0.9,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Shalom High,2018-19,10.0,0.1,
enrollment,Economic Status,Econ Disadv,Milwaukee,Shalom High,2019-20,68.0,0.9067,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Shalom High,2019-20,7.0,0.0933,
enrollment,Economic Status,Econ Disadv,Milwaukee,Shalom High,2020-21,96.0,0.9412,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Shalom High,2020-21,6.0,0.0588,
enrollment,Economic Status,Econ Disadv,Milwaukee,Shalom High,2021-22,111.0,0.925,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Shalom High,2021-22,9.0,0.075,
enrollment,Economic Status,Econ Disadv,Milwaukee,Shalom High,2022-23,99.0,0.934,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Shalom High,2022-23,7.0,0.066,
enrollment,Economic Status,Econ Disadv,Milwaukee,Shalom High,2023-24,96.0,0.8727,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Shalom High,2023-24,14.0,0.1273,
enrollment,Economic Status,Econ Disadv,Milwaukee,Shalom High,2024-25,89.0,0.8812,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Shalom High,2024-25,12.0,0.1188,
enrollment,Economic Status,Econ Disadv,Milwaukee,Sherman Elementary,2018-19,350.0,0.9831,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Sherman Elementary,2018-19,6.0,0.0169,
enrollment,Economic Status,Econ Disadv,Milwaukee,Sherman Elementary,2021-22,265.0,0.9298,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Sherman Elementary,2021-22,20.0,0.0702,
enrollment,Economic Status,Econ Disadv,Milwaukee,Sherman Elementary,2022-23,268.0,0.9537,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Sherman Elementary,2022-23,13.0,0.0463,
enrollment,Economic Status,Econ Disadv,Milwaukee,Sherman Elementary,2023-24,216.0,0.8926,
enrollment,Economic Status,Not Econ Disadv,Milwaukee,Sherman Elementary,2023-24,26.0,0.1074,
enrollment,Economic Status,Econ Disadv,Milwaukee,Sherman Elementary,2024-25,133.0,0.9048,
