metric,group,year,value,yoy_change,pct_change
chronic_absenteeism,South Milwaukee — All Students,2022-23,22.3,-2.0,-8.230452674897116
chronic_absenteeism,South Milwaukee — All Students,2023-24,27.9,5.599999999999998,25.11210762331837
chronic_absenteeism,South Milwaukee — All Students,2024-25,27.9,0.0,0.0
chronic_absenteeism,Stellar Collegiate Charter School — All Students,2018-19,0.8,,
chronic_absenteeism,Stellar Collegiate Charter School — All Students,2019-20,5.1,4.3,537.4999999999999
chronic_absenteeism,Stellar Collegiate Charter School — All Students,2020-21,33.5,28.4,556.8627450980392
chronic_absenteeism,Stellar Collegiate Charter School — All Students,2021-22,33.6,0.10000000000000142,0.29850746268658135
chronic_absenteeism,Trans Center for Youth Inc — All Students,2023-24,50.0,,
chronic_absenteeism,Trans Center for Youth Inc — All Students,2024-25,70.7,20.700000000000003,41.40000000000001
chronic_absenteeism,"Trans Center for Youth, Inc. — All Students",2022-23,54.2,,
chronic_absenteeism,United Community Center Inc — All Students,2023-24,22.1,,
chronic_absenteeism,United Community Center Inc — All Students,2024-25,16.4,-5.700000000000003,-25.791855203619917
chronic_absenteeism,"United Community Center, Inc. — All Students",2022-23,24.4,,
chronic_absenteeism,Wauwatosa — All Students,2018-19,10.2,,
chronic_absenteeism,Wauwatosa — All Students,2019-20,11.7,1.5,14.705882352941169
chronic_absenteeism,Wauwatosa — All Students,2020-21,22.6,10.900000000000002,93.16239316239319
chronic_absenteeism,Wauwatosa — All Students,2021-22,17.5,-5.100000000000001,-22.56637168141593
chronic_absenteeism,Wauwatosa — All Students,2022-23,17.0,-0.5,-2.857142857142858
chronic_absenteeism,Wauwatosa — All Students,2023-24,11.7,-5.300000000000001,-31.176470588235293
chronic_absenteeism,Wauwatosa — All Students,2024-25,12.6,0.9000000000000004,7.692307692307687
chronic_absenteeism,West Allis-West Milwaukee — All Students,2018-19,19.4,,
chronic_absenteeism,West Allis-West Milwaukee — All Students,2019-20,24.9,5.5,28.350515463917535
chronic_absenteeism,West Allis-West Milwaukee — All Students,2020-21,28.1,3.200000000000003,12.851405622489963
chronic_absenteeism,West Allis-West Milwaukee — All Students,2021-22,26.0,-2.1000000000000014,-7.4733096085409345
chronic_absenteeism,West Allis-West Milwaukee — All Students,2022-23,24.5,-1.5,-5.769230769230771
chronic_absenteeism,West Allis-West Milwaukee — All Students,2023-24,21.1,-3.3999999999999986,-13.877551020408152
chronic_absenteeism,West Allis-West Milwaukee — All Students,2024-25,19.5,-1.6000000000000014,-7.582938388625604
chronic_absenteeism,Whitefish Bay — All Students,2018-19,3.8,,
chronic_absenteeism,Whitefish Bay — All Students,2019-20,3.6,-0.19999999999999973,-5.263157894736836
chronic_absenteeism,Whitefish Bay — All Students,2020-21,3.7,0.10000000000000009,2.77777777777779
chronic_absenteeism,Whitefish Bay — All Students,2021-22,4.1,0.39999999999999947,10.81081081081079
chronic_absenteeism,Whitefish Bay — All Students,2022-23,5.3,1.2000000000000002,29.268292682926834
chronic_absenteeism,Whitefish Bay — All Students,2023-24,2.4,-2.9,-54.71698113207547
chronic_absenteeism,Whitefish Bay — All Students,2024-25,3.0,0.6000000000000001,25.0
chronic_absenteeism,Whitnall — All Students,2018-19,8.1,,
chronic_absenteeism,Whitnall — All Students,2019-20,8.8,0.7000000000000011,8.641975308641992
chronic_absenteeism,Whitnall — All Students,2020-21,10.4,1.5999999999999996,18.181818181818166
chronic_absenteeism,Whitnall — All Students,2021-22,11.8,1.4000000000000004,13.461538461538458
chronic_absenteeism,Whitnall — All Students,2022-23,10.4,-1.4000000000000004,-11.864406779661019
chronic_absenteeism,Whitnall — All Students,2023-24,7.9,-2.5,-24.03846153846154
chronic_absenteeism,Whitnall — All Students,2024-25,8.0,0.09999999999999964,1.2658227848101111
chronic_absenteeism,Woodlands School — All Students,2018-19,9.4,,
chronic_absenteeism,Woodlands School — All Students,2019-20,13.0,3.5999999999999996,38.29787234042552
chronic_absenteeism,Woodlands School — All Students,2020-21,21.2,8.2,63.07692307692307
chronic_absenteeism,Woodlands School — All Students,2021-22,33.8,12.599999999999998,59.43396226415094
chronic_absenteeism,Woodlands School Inc — All Students,2023-24,20.7,,
chronic_absenteeism,Woodlands School Inc — All Students,2024-25,20.9,0.1999999999999993,0.9661835748792313
chronic_absenteeism,"Woodlands School, Inc. — All Students",2022-23,24.9,,
