metric,category,unit,district,school,group,year,value,yoy_change,pct_change,status_flag,enrollment
discipline,expulsion,count,Brown Deer,Brown Deer Elementary,Brown Deer Elementary — All Students,2021-22,0.0,0.0,,Zero expulsions reported,643.0
discipline,expulsion,count,Brown Deer,Brown Deer Elementary,Brown Deer Elementary — All Students,2022-23,0.0,0.0,,Zero expulsions reported,709.0
discipline,expulsion,count,Brown Deer,Brown Deer Elementary,Brown Deer Elementary — All Students,2023-24,0.0,0.0,,Zero expulsions reported,722.0
discipline,expulsion,count,Brown Deer,Brown Deer Elementary,Brown Deer Elementary — All Students,2024-25,0.0,0.0,,Zero expulsions reported,709.0
discipline,all,rate,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2018-19,12.71,,,,724.0
discipline,all,rate,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2019-20,9.51,-3.200000000000001,-25.17702596380803,,852.0
discipline,all,rate,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2020-21,0.0,-9.51,-100.0,Zero suspensions/expulsions reported,840.0
discipline,all,rate,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2021-22,2.65,2.65,,,905.0
discipline,all,rate,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2022-23,1.8,-0.8499999999999999,-32.0754716981132,,944.0
discipline,all,rate,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2023-24,7.68,5.88,326.6666666666667,,925.0
discipline,all,rate,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2024-25,8.85,1.17,15.234375,,904.0
discipline,suspension,rate,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2018-19,12.71,,,,724.0
discipline,suspension,rate,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2019-20,9.51,-3.200000000000001,-25.17702596380803,,852.0
discipline,suspension,rate,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2020-21,0.0,-9.51,-100.0,Zero out-of-school suspensions reported,840.0
discipline,suspension,rate,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2021-22,2.65,2.65,,,905.0
discipline,suspension,rate,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2022-23,1.8,-0.8499999999999999,-32.0754716981132,,944.0
discipline,suspension,rate,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2023-24,7.68,5.88,326.6666666666667,,925.0
discipline,suspension,rate,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2024-25,8.85,1.17,15.234375,,904.0
discipline,expulsion,count,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2018-19,0.0,,,Zero expulsions reported,724.0
discipline,expulsion,count,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2019-20,0.0,0.0,,Zero expulsions reported,852.0
discipline,expulsion,count,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2020-21,0.0,0.0,,Zero expulsions reported,840.0
discipline,expulsion,count,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2021-22,0.0,0.0,,Zero expulsions reported,905.0
discipline,expulsion,count,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2022-23,0.0,0.0,,Zero expulsions reported,944.0
discipline,expulsion,count,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2023-24,0.0,0.0,,Zero expulsions reported,925.0
discipline,expulsion,count,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2024-25,0.0,0.0,,Zero expulsions reported,904.0
discipline,all,rate,Capitol West Academy,Capitol West Academy,Capitol West Academy — All Students,2018-19,68.21,,,No data after 2019-20,280.0
discipline,all,rate,Capitol West Academy,Capitol West Academy,Capitol West Academy — All Students,2019-20,46.43,-21.779999999999994,-31.930801935200115,No data after 2019-20,252.0
discipline,suspension,rate,Capitol West Academy,Capitol West Academy,Capitol West Academy — All Students,2018-19,68.21,,,No data after 2019-20,280.0
discipline,suspension,rate,Capitol West Academy,Capitol West Academy,Capitol West Academy — All Students,2019-20,46.43,-21.779999999999994,-31.930801935200115,No data after 2019-20,252.0
discipline,expulsion,count,Capitol West Academy,Capitol West Academy,Capitol West Academy — All Students,2018-19,0.0,,,Zero expulsions reported; No data after 2019-20,280.0
discipline,expulsion,count,Capitol West Academy,Capitol West Academy,Capitol West Academy — All Students,2019-20,0.0,0.0,,Zero expulsions reported; No data after 2019-20,252.0
discipline,all,rate,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2018-19,9.22,,,,412.0
discipline,all,rate,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2019-20,14.56,5.34,57.917570498915396,,474.0
discipline,all,rate,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2020-21,0.0,-14.56,-100.0,Zero suspensions/expulsions reported,424.0
discipline,all,rate,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2021-22,5.39,5.39,,,427.0
discipline,all,rate,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2022-23,0.26,-5.13,-95.17625231910947,Small count (<10 removals) — rate imprecise,389.0
discipline,all,rate,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2023-24,5.29,5.03,1934.6153846153848,,378.0
discipline,all,rate,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2024-25,8.16,2.87,54.25330812854443,,343.0
discipline,suspension,rate,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2018-19,9.22,,,,412.0
discipline,suspension,rate,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2019-20,14.56,5.34,57.917570498915396,,474.0
discipline,suspension,rate,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2020-21,0.0,-14.56,-100.0,Zero out-of-school suspensions reported,424.0
discipline,suspension,rate,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2021-22,5.39,5.39,,,427.0
discipline,suspension,rate,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2022-23,0.26,-5.13,-95.17625231910947,Small count (<10 removals) — rate imprecise,389.0
discipline,suspension,rate,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2023-24,5.29,5.03,1934.6153846153848,,378.0
discipline,suspension,rate,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2024-25,8.16,2.87,54.25330812854443,,343.0
discipline,expulsion,count,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2018-19,0.0,,,Zero expulsions reported,412.0
discipline,expulsion,count,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2019-20,0.0,0.0,,Zero expulsions reported,474.0
discipline,expulsion,count,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2020-21,0.0,0.0,,Zero expulsions reported,424.0
discipline,expulsion,count,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2021-22,0.0,0.0,,Zero expulsions reported,427.0
discipline,expulsion,count,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2022-23,0.0,0.0,,Zero expulsions reported,389.0
discipline,expulsion,count,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2023-24,0.0,0.0,,Zero expulsions reported,378.0
discipline,expulsion,count,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2024-25,0.0,0.0,,Zero expulsions reported,343.0
discipline,all,rate,Cudahy,Cudahy High,Cudahy High — All Students,2018-19,14.63,,,,738.0
discipline,all,rate,Cudahy,Cudahy High,Cudahy High — All Students,2019-20,11.19,-3.4400000000000013,-23.513328776486674,,724.0
discipline,all,rate,Cudahy,Cudahy High,Cudahy High — All Students,2020-21,1.31,-9.879999999999999,-88.29311885612154,Small count (<10 removals) — rate imprecise,687.0
discipline,all,rate,Cudahy,Cudahy High,Cudahy High — All Students,2021-22,18.89,17.580000000000002,1341.9847328244275,,651.0
discipline,all,rate,Cudahy,Cudahy High,Cudahy High — All Students,2022-23,11.44,-7.450000000000001,-39.43885653785072,,673.0
discipline,all,rate,Cudahy,Cudahy High,Cudahy High — All Students,2023-24,11.8,0.3600000000000012,3.146853146853168,,678.0
discipline,all,rate,Cudahy,Cudahy High,Cudahy High — All Students,2024-25,20.81,9.009999999999998,76.35593220338981,,644.0
discipline,suspension,rate,Cudahy,Cudahy High,Cudahy High — All Students,2018-19,14.36,,,,738.0
discipline,suspension,rate,Cudahy,Cudahy High,Cudahy High — All Students,2019-20,11.19,-3.17,-22.075208913649025,,724.0
discipline,suspension,rate,Cudahy,Cudahy High,Cudahy High — All Students,2020-21,1.31,-9.879999999999999,-88.29311885612154,Small count (<10 removals) — rate imprecise,687.0
discipline,suspension,rate,Cudahy,Cudahy High,Cudahy High — All Students,2021-22,18.74,17.43,1330.534351145038,,651.0
discipline,suspension,rate,Cudahy,Cudahy High,Cudahy High — All Students,2022-23,11.0,-7.739999999999998,-41.30202774813233,,673.0
discipline,suspension,rate,Cudahy,Cudahy High,Cudahy High — All Students,2023-24,11.65,0.6500000000000004,5.909090909090908,,678.0
discipline,suspension,rate,Cudahy,Cudahy High,Cudahy High — All Students,2024-25,20.65,8.999999999999998,77.25321888412016,,644.0
discipline,expulsion,count,Cudahy,Cudahy High,Cudahy High — All Students,2018-19,2.0,,,,738.0
discipline,expulsion,count,Cudahy,Cudahy High,Cudahy High — All Students,2019-20,0.0,-2.0,-100.0,Zero expulsions reported,724.0
discipline,expulsion,count,Cudahy,Cudahy High,Cudahy High — All Students,2020-21,0.0,0.0,,Zero expulsions reported,687.0
discipline,expulsion,count,Cudahy,Cudahy High,Cudahy High — All Students,2021-22,1.0,1.0,,,651.0
discipline,expulsion,count,Cudahy,Cudahy High,Cudahy High — All Students,2022-23,3.0,2.0,200.0,,673.0
discipline,expulsion,count,Cudahy,Cudahy High,Cudahy High — All Students,2023-24,1.0,-2.0,-66.66666666666667,,678.0
discipline,expulsion,count,Cudahy,Cudahy High,Cudahy High — All Students,2024-25,1.0,0.0,0.0,,644.0
discipline,all,rate,Cudahy,Cudahy Middle,Cudahy Middle — All Students,2018-19,21.25,,,,513.0
discipline,all,rate,Cudahy,Cudahy Middle,Cudahy Middle — All Students,2019-20,0.37,-20.88,-98.25882352941177,Small count (<10 removals) — rate imprecise,537.0
discipline,all,rate,Cudahy,Cudahy Middle,Cudahy Middle — All Students,2020-21,1.2,0.83,224.3243243243243,Small count (<10 removals) — rate imprecise,498.0
discipline,all,rate,Cudahy,Cudahy Middle,Cudahy Middle — All Students,2021-22,23.48,22.28,1856.6666666666667,,477.0
discipline,all,rate,Cudahy,Cudahy Middle,Cudahy Middle — All Students,2022-23,34.13,10.650000000000002,45.357751277683136,,419.0
discipline,all,rate,Cudahy,Cudahy Middle,Cudahy Middle — All Students,2023-24,38.02,3.8900000000000006,11.397597421623207,,263.0
discipline,all,rate,Cudahy,Cudahy Middle,Cudahy Middle — All Students,2024-25,26.72,-11.300000000000004,-29.721199368753293,,247.0
discipline,suspension,rate,Cudahy,Cudahy Middle,Cudahy Middle — All Students,2018-19,21.25,,,,513.0
discipline,suspension,rate,Cudahy,Cudahy Middle,Cudahy Middle — All Students,2019-20,0.37,-20.88,-98.25882352941177,Small count (<10 removals) — rate imprecise,537.0
discipline,suspension,rate,Cudahy,Cudahy Middle,Cudahy Middle — All Students,2020-21,1.2,0.83,224.3243243243243,Small count (<10 removals) — rate imprecise,498.0
discipline,suspension,rate,Cudahy,Cudahy Middle,Cudahy Middle — All Students,2021-22,23.48,22.28,1856.6666666666667,,477.0
discipline,suspension,rate,Cudahy,Cudahy Middle,Cudahy Middle — All Students,2022-23,34.13,10.650000000000002,45.357751277683136,,419.0
discipline,suspension,rate,Cudahy,Cudahy Middle,Cudahy Middle — All Students,2023-24,38.02,3.8900000000000006,11.397597421623207,,263.0
discipline,suspension,rate,Cudahy,Cudahy Middle,Cudahy Middle — All Students,2024-25,26.72,-11.300000000000004,-29.721199368753293,,247.0
discipline,expulsion,count,Cudahy,Cudahy Middle,Cudahy Middle — All Students,2018-19,0.0,,,Zero expulsions reported,513.0
discipline,expulsion,count,Cudahy,Cudahy Middle,Cudahy Middle — All Students,2019-20,0.0,0.0,,Zero expulsions reported,537.0
discipline,expulsion,count,Cudahy,Cudahy Middle,Cudahy Middle — All Students,2020-21,0.0,0.0,,Zero expulsions reported,498.0
discipline,expulsion,count,Cudahy,Cudahy Middle,Cudahy Middle — All Students,2021-22,0.0,0.0,,Zero expulsions reported,477.0
