metric,category,unit,district,school,group,year,value,yoy_change,pct_change,status_flag,enrollment
discipline,expulsion,count,Milwaukee,North Division High,North Division High — All Students,2021-22,2.0,2.0,,,381.0
discipline,expulsion,count,Milwaukee,North Division High,North Division High — All Students,2022-23,2.0,0.0,0.0,,366.0
discipline,expulsion,count,Milwaukee,North Division High,North Division High — All Students,2023-24,2.0,0.0,0.0,,389.0
discipline,expulsion,count,Milwaukee,North Division High,North Division High — All Students,2024-25,1.0,-1.0,-50.0,,346.0
discipline,all,rate,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2018-19,134.04,,,,664.0
discipline,all,rate,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2019-20,100.94,-33.099999999999994,-24.694121157863325,,641.0
discipline,all,rate,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2020-21,0.0,-100.94,-100.0,Zero suspensions/expulsions reported,639.0
discipline,all,rate,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2021-22,37.66,37.66,,,1965.0
discipline,all,rate,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2022-23,46.86,9.200000000000003,24.429102496016995,,1402.0
discipline,all,rate,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2023-24,42.01,-4.850000000000001,-10.349978659837822,,1226.0
discipline,all,rate,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2024-25,52.32,10.310000000000002,24.54177576767438,,1294.0
discipline,suspension,rate,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2018-19,133.43,,,,664.0
discipline,suspension,rate,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2019-20,100.94,-32.49000000000001,-24.349846361387996,,641.0
discipline,suspension,rate,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2020-21,0.0,-100.94,-100.0,Zero out-of-school suspensions reported,639.0
discipline,suspension,rate,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2021-22,37.51,37.51,,,1965.0
discipline,suspension,rate,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2022-23,46.65,9.14,24.36683551053054,,1402.0
discipline,suspension,rate,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2023-24,41.44,-5.210000000000001,-11.168274383708464,,1226.0
discipline,suspension,rate,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2024-25,52.24,10.800000000000004,26.061776061776065,,1294.0
discipline,expulsion,count,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2018-19,4.0,,,,664.0
discipline,expulsion,count,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2019-20,0.0,-4.0,-100.0,Zero expulsions reported,641.0
discipline,expulsion,count,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2020-21,0.0,0.0,,Zero expulsions reported,639.0
discipline,expulsion,count,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2021-22,3.0,3.0,,,1965.0
discipline,expulsion,count,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2022-23,3.0,0.0,0.0,,1402.0
discipline,expulsion,count,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2023-24,7.0,4.0,133.33333333333334,,1226.0
discipline,expulsion,count,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2024-25,1.0,-6.0,-85.71428571428572,,1294.0
discipline,all,rate,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2018-19,2.03,,,Small count (<10 removals) — rate imprecise,394.0
discipline,all,rate,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2019-20,2.07,0.040000000000000036,1.9704433497536922,Small count (<10 removals) — rate imprecise,386.0
discipline,all,rate,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2020-21,0.0,-2.07,-100.0,Zero suspensions/expulsions reported,381.0
discipline,all,rate,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2021-22,1.27,1.27,,Small count (<10 removals) — rate imprecise,316.0
discipline,all,rate,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2022-23,5.13,3.86,303.93700787401576,,312.0
discipline,all,rate,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2023-24,3.58,-1.5499999999999998,-30.21442495126705,,335.0
discipline,all,rate,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2024-25,2.39,-1.19,-33.240223463687144,Small count (<10 removals) — rate imprecise,335.0
discipline,suspension,rate,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2018-19,2.03,,,Small count (<10 removals) — rate imprecise,394.0
discipline,suspension,rate,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2019-20,2.07,0.040000000000000036,1.9704433497536922,Small count (<10 removals) — rate imprecise,386.0
discipline,suspension,rate,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2020-21,0.0,-2.07,-100.0,Zero out-of-school suspensions reported,381.0
discipline,suspension,rate,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2021-22,1.27,1.27,,Small count (<10 removals) — rate imprecise,316.0
discipline,suspension,rate,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2022-23,5.13,3.86,303.93700787401576,,312.0
discipline,suspension,rate,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2023-24,3.58,-1.5499999999999998,-30.21442495126705,,335.0
discipline,suspension,rate,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2024-25,2.39,-1.19,-33.240223463687144,Small count (<10 removals) — rate imprecise,335.0
discipline,expulsion,count,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2018-19,0.0,,,Zero expulsions reported,394.0
discipline,expulsion,count,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2019-20,0.0,0.0,,Zero expulsions reported,386.0
discipline,expulsion,count,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2020-21,0.0,0.0,,Zero expulsions reported,381.0
discipline,expulsion,count,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2021-22,0.0,0.0,,Zero expulsions reported,316.0
discipline,expulsion,count,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2022-23,0.0,0.0,,Zero expulsions reported,312.0
discipline,expulsion,count,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2023-24,0.0,0.0,,Zero expulsions reported,335.0
discipline,expulsion,count,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2024-25,0.0,0.0,,Zero expulsions reported,335.0
discipline,all,rate,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2018-19,12.33,,,,292.0
discipline,all,rate,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2019-20,12.59,0.2599999999999998,2.108678021086785,,286.0
discipline,all,rate,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2020-21,0.0,-12.59,-100.0,Zero suspensions/expulsions reported,280.0
discipline,all,rate,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2021-22,13.67,13.67,,,300.0
discipline,all,rate,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2022-23,16.77,3.0999999999999996,22.677395757132413,,316.0
discipline,all,rate,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2023-24,7.44,-9.329999999999998,-55.635062611806795,,309.0
discipline,all,rate,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2024-25,8.68,1.2399999999999993,16.66666666666665,,288.0
discipline,suspension,rate,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2018-19,12.33,,,,292.0
discipline,suspension,rate,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2019-20,12.59,0.2599999999999998,2.108678021086785,,286.0
discipline,suspension,rate,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2020-21,0.0,-12.59,-100.0,Zero out-of-school suspensions reported,280.0
discipline,suspension,rate,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2021-22,13.67,13.67,,,300.0
discipline,suspension,rate,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2022-23,16.77,3.0999999999999996,22.677395757132413,,316.0
discipline,suspension,rate,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2023-24,7.44,-9.329999999999998,-55.635062611806795,,309.0
discipline,suspension,rate,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2024-25,8.68,1.2399999999999993,16.66666666666665,,288.0
discipline,expulsion,count,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2018-19,0.0,,,Zero expulsions reported,292.0
discipline,expulsion,count,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2019-20,0.0,0.0,,Zero expulsions reported,286.0
discipline,expulsion,count,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2020-21,0.0,0.0,,Zero expulsions reported,280.0
discipline,expulsion,count,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2021-22,0.0,0.0,,Zero expulsions reported,300.0
discipline,expulsion,count,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2022-23,0.0,0.0,,Zero expulsions reported,316.0
discipline,expulsion,count,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2023-24,0.0,0.0,,Zero expulsions reported,309.0
discipline,expulsion,count,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2024-25,0.0,0.0,,Zero expulsions reported,288.0
discipline,all,rate,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2018-19,8.37,,,,203.0
discipline,all,rate,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2019-20,6.91,-1.459999999999999,-17.443249701314212,,246.0
discipline,all,rate,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2020-21,0.0,-6.91,-100.0,Zero suspensions/expulsions reported,137.0
discipline,all,rate,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2021-22,4.46,4.46,,Small count (<10 removals) — rate imprecise,112.0
discipline,all,rate,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2022-23,8.91,4.45,99.77578475336324,Small count (<10 removals) — rate imprecise,101.0
discipline,all,rate,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2023-24,3.85,-5.0600000000000005,-56.790123456790134,Small count (<10 removals) — rate imprecise,78.0
discipline,all,rate,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2024-25,14.91,11.06,287.27272727272725,,114.0
discipline,suspension,rate,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2018-19,8.37,,,,203.0
discipline,suspension,rate,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2019-20,6.91,-1.459999999999999,-17.443249701314212,,246.0
discipline,suspension,rate,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2020-21,0.0,-6.91,-100.0,Zero out-of-school suspensions reported,137.0
discipline,suspension,rate,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2021-22,3.57,3.57,,Small count (<10 removals) — rate imprecise,112.0
discipline,suspension,rate,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2022-23,8.91,5.34,149.57983193277312,Small count (<10 removals) — rate imprecise,101.0
discipline,suspension,rate,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2023-24,3.85,-5.0600000000000005,-56.790123456790134,Small count (<10 removals) — rate imprecise,78.0
discipline,suspension,rate,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2024-25,14.91,11.06,287.27272727272725,,114.0
discipline,expulsion,count,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2018-19,0.0,,,Zero expulsions reported,203.0
discipline,expulsion,count,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2019-20,0.0,0.0,,Zero expulsions reported,246.0
discipline,expulsion,count,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2020-21,0.0,0.0,,Zero expulsions reported,137.0
discipline,expulsion,count,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2021-22,1.0,1.0,,,112.0
discipline,expulsion,count,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2022-23,0.0,-1.0,-100.0,Zero expulsions reported,101.0
discipline,expulsion,count,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2023-24,0.0,0.0,,Zero expulsions reported,78.0
discipline,expulsion,count,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2024-25,0.0,0.0,,Zero expulsions reported,114.0
discipline,all,rate,Milwaukee,Pulaski High,Pulaski High — All Students,2018-19,64.57,,,,841.0
discipline,all,rate,Milwaukee,Pulaski High,Pulaski High — All Students,2019-20,64.96,0.39000000000000057,0.6039956636208821,,859.0
discipline,all,rate,Milwaukee,Pulaski High,Pulaski High — All Students,2020-21,0.0,-64.96,-100.0,Zero suspensions/expulsions reported,965.0
discipline,all,rate,Milwaukee,Pulaski High,Pulaski High — All Students,2021-22,48.54,48.54,,,923.0
discipline,all,rate,Milwaukee,Pulaski High,Pulaski High — All Students,2022-23,46.04,-2.5,-5.150391429748657,,921.0
discipline,all,rate,Milwaukee,Pulaski High,Pulaski High — All Students,2023-24,55.66,9.619999999999997,20.89487402258905,,945.0
discipline,all,rate,Milwaukee,Pulaski High,Pulaski High — All Students,2024-25,53.89,-1.769999999999996,-3.1800215594681935,,1041.0
discipline,suspension,rate,Milwaukee,Pulaski High,Pulaski High — All Students,2018-19,63.61,,,,841.0
discipline,suspension,rate,Milwaukee,Pulaski High,Pulaski High — All Students,2019-20,63.91,0.29999999999999716,0.4716239584970916,,859.0
discipline,suspension,rate,Milwaukee,Pulaski High,Pulaski High — All Students,2020-21,0.0,-63.91,-100.0,Zero out-of-school suspensions reported,965.0
discipline,suspension,rate,Milwaukee,Pulaski High,Pulaski High — All Students,2021-22,47.89,47.89,,,923.0
discipline,suspension,rate,Milwaukee,Pulaski High,Pulaski High — All Students,2022-23,45.6,-2.289999999999999,-4.781791605763209,,921.0
discipline,suspension,rate,Milwaukee,Pulaski High,Pulaski High — All Students,2023-24,55.45,9.850000000000001,21.60087719298245,,945.0
discipline,suspension,rate,Milwaukee,Pulaski High,Pulaski High — All Students,2024-25,53.7,-1.75,-3.155996393146976,,1041.0
discipline,expulsion,count,Milwaukee,Pulaski High,Pulaski High — All Students,2018-19,8.0,,,,841.0
discipline,expulsion,count,Milwaukee,Pulaski High,Pulaski High — All Students,2019-20,9.0,1.0,12.5,,859.0
discipline,expulsion,count,Milwaukee,Pulaski High,Pulaski High — All Students,2020-21,0.0,-9.0,-100.0,Zero expulsions reported,965.0
discipline,expulsion,count,Milwaukee,Pulaski High,Pulaski High — All Students,2021-22,6.0,6.0,,,923.0
discipline,expulsion,count,Milwaukee,Pulaski High,Pulaski High — All Students,2022-23,4.0,-2.0,-33.333333333333336,,921.0
discipline,expulsion,count,Milwaukee,Pulaski High,Pulaski High — All Students,2023-24,2.0,-2.0,-50.0,,945.0
discipline,expulsion,count,Milwaukee,Pulaski High,Pulaski High — All Students,2024-25,2.0,0.0,0.0,,1041.0
discipline,all,rate,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2018-19,5.99,,,,1352.0
discipline,all,rate,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2019-20,3.64,-2.35,-39.23205342237062,,1346.0
discipline,all,rate,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2020-21,0.0,-3.64,-100.0,Zero suspensions/expulsions reported,1384.0
discipline,all,rate,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2021-22,4.69,4.69,,,1344.0
discipline,all,rate,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2022-23,6.25,1.5599999999999996,33.26226012793177,,1343.0
discipline,all,rate,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2023-24,3.78,-2.47,-39.519999999999996,,1349.0
discipline,all,rate,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2024-25,6.41,2.6300000000000003,69.57671957671958,,1372.0
discipline,suspension,rate,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2018-19,5.84,,,,1352.0
discipline,suspension,rate,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2019-20,3.49,-2.3499999999999996,-40.23972602739726,,1346.0
discipline,suspension,rate,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2020-21,0.0,-3.49,-100.0,Zero out-of-school suspensions reported,1384.0
discipline,suspension,rate,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2021-22,4.69,4.69,,,1344.0
discipline,suspension,rate,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2022-23,6.18,1.4899999999999993,31.769722814498923,,1343.0
discipline,suspension,rate,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2023-24,3.78,-2.4,-38.834951456310684,,1349.0
discipline,suspension,rate,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2024-25,6.41,2.6300000000000003,69.57671957671958,,1372.0
discipline,expulsion,count,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2018-19,2.0,,,,1352.0
discipline,expulsion,count,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2019-20,2.0,0.0,0.0,,1346.0
discipline,expulsion,count,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2020-21,0.0,-2.0,-100.0,Zero expulsions reported,1384.0
discipline,expulsion,count,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2021-22,0.0,0.0,,Zero expulsions reported,1344.0
discipline,expulsion,count,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2022-23,1.0,1.0,,,1343.0
discipline,expulsion,count,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2023-24,0.0,-1.0,-100.0,Zero expulsions reported,1349.0
discipline,expulsion,count,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2024-25,0.0,0.0,,Zero expulsions reported,1372.0
discipline,all,rate,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2018-19,5.24,,,,477.0
discipline,all,rate,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2019-20,5.9,0.6600000000000001,12.595419847328237,,407.0
discipline,all,rate,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2020-21,0.0,-5.9,-100.0,Zero suspensions/expulsions reported,360.0
discipline,all,rate,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2021-22,8.04,8.04,,,311.0
discipline,all,rate,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2022-23,2.03,-6.01,-74.75124378109453,Small count (<10 removals) — rate imprecise,296.0
discipline,all,rate,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2023-24,4.53,2.5000000000000004,123.15270935960596,,265.0
discipline,all,rate,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2024-25,5.86,1.33,29.359823399558493,,239.0
discipline,suspension,rate,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2018-19,5.24,,,,477.0
discipline,suspension,rate,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2019-20,5.9,0.6600000000000001,12.595419847328237,,407.0
discipline,suspension,rate,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2020-21,0.0,-5.9,-100.0,Zero out-of-school suspensions reported,360.0
discipline,suspension,rate,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2021-22,8.04,8.04,,,311.0
discipline,suspension,rate,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2022-23,2.03,-6.01,-74.75124378109453,Small count (<10 removals) — rate imprecise,296.0
discipline,suspension,rate,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2023-24,4.53,2.5000000000000004,123.15270935960596,,265.0
discipline,suspension,rate,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2024-25,5.86,1.33,29.359823399558493,,239.0
discipline,expulsion,count,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2018-19,0.0,,,Zero expulsions reported,477.0
discipline,expulsion,count,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2019-20,0.0,0.0,,Zero expulsions reported,407.0
discipline,expulsion,count,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2020-21,0.0,0.0,,Zero expulsions reported,360.0
discipline,expulsion,count,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2021-22,0.0,0.0,,Zero expulsions reported,311.0
discipline,expulsion,count,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2022-23,0.0,0.0,,Zero expulsions reported,296.0
discipline,expulsion,count,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2023-24,0.0,0.0,,Zero expulsions reported,265.0
discipline,expulsion,count,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2024-25,0.0,0.0,,Zero expulsions reported,239.0
discipline,all,rate,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2018-19,40.0,,,,405.0
discipline,all,rate,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2019-20,16.84,-23.16,-57.9,,374.0
discipline,all,rate,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2020-21,0.0,-16.84,-100.0,Zero suspensions/expulsions reported,351.0
discipline,all,rate,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2021-22,56.16,56.16,,,292.0
discipline,all,rate,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2022-23,54.52,-1.6399999999999935,-2.9202279202279136,,343.0
discipline,all,rate,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2023-24,30.27,-24.250000000000004,-44.479090242112996,,403.0
discipline,all,rate,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2024-25,79.06,48.790000000000006,161.18268913115296,,406.0
discipline,suspension,rate,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2018-19,39.75,,,,405.0
discipline,suspension,rate,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2019-20,16.84,-22.91,-57.63522012578617,,374.0
discipline,suspension,rate,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2020-21,0.0,-16.84,-100.0,Zero out-of-school suspensions reported,351.0
discipline,suspension,rate,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2021-22,56.16,56.16,,,292.0
discipline,suspension,rate,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2022-23,54.23,-1.9299999999999997,-3.436609686609682,,343.0
discipline,suspension,rate,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2023-24,30.27,-23.959999999999997,-44.182186981375615,,403.0
discipline,suspension,rate,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2024-25,79.06,48.790000000000006,161.18268913115296,,406.0
discipline,expulsion,count,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2018-19,1.0,,,,405.0
discipline,expulsion,count,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2019-20,0.0,-1.0,-100.0,Zero expulsions reported,374.0
discipline,expulsion,count,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2020-21,0.0,0.0,,Zero expulsions reported,351.0
discipline,expulsion,count,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2021-22,0.0,0.0,,Zero expulsions reported,292.0
discipline,expulsion,count,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2022-23,1.0,1.0,,,343.0
discipline,expulsion,count,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2023-24,0.0,-1.0,-100.0,Zero expulsions reported,403.0
discipline,expulsion,count,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2024-25,0.0,0.0,,Zero expulsions reported,406.0
discipline,all,rate,Milwaukee,Riverside High,Riverside High — All Students,2018-19,49.47,,,,1496.0
discipline,all,rate,Milwaukee,Riverside High,Riverside High — All Students,2019-20,36.04,-13.43,-27.147766323024058,,1501.0
discipline,all,rate,Milwaukee,Riverside High,Riverside High — All Students,2020-21,0.0,-36.04,-100.0,Zero suspensions/expulsions reported,1469.0
discipline,all,rate,Milwaukee,Riverside High,Riverside High — All Students,2021-22,91.31,91.31,,,1323.0
discipline,all,rate,Milwaukee,Riverside High,Riverside High — All Students,2022-23,77.87,-13.439999999999998,-14.719088818311244,,1229.0
discipline,all,rate,Milwaukee,Riverside High,Riverside High — All Students,2023-24,92.17,14.299999999999997,18.36393989983305,,1162.0
discipline,all,rate,Milwaukee,Riverside High,Riverside High — All Students,2024-25,96.13,3.9599999999999937,4.29640880980795,,1240.0
discipline,suspension,rate,Milwaukee,Riverside High,Riverside High — All Students,2018-19,48.93,,,,1496.0
discipline,suspension,rate,Milwaukee,Riverside High,Riverside High — All Students,2019-20,35.98,-12.950000000000003,-26.466380543633772,,1501.0
discipline,suspension,rate,Milwaukee,Riverside High,Riverside High — All Students,2020-21,0.0,-35.98,-100.0,Zero out-of-school suspensions reported,1469.0
discipline,suspension,rate,Milwaukee,Riverside High,Riverside High — All Students,2021-22,90.4,90.4,,,1323.0
discipline,suspension,rate,Milwaukee,Riverside High,Riverside High — All Students,2022-23,77.14,-13.260000000000005,-14.668141592920358,,1229.0
discipline,suspension,rate,Milwaukee,Riverside High,Riverside High — All Students,2023-24,91.91,14.769999999999996,19.14700544464609,,1162.0
discipline,suspension,rate,Milwaukee,Riverside High,Riverside High — All Students,2024-25,96.13,4.219999999999999,4.591448155804589,,1240.0
discipline,expulsion,count,Milwaukee,Riverside High,Riverside High — All Students,2018-19,8.0,,,,1496.0
discipline,expulsion,count,Milwaukee,Riverside High,Riverside High — All Students,2019-20,1.0,-7.0,-87.5,,1501.0
discipline,expulsion,count,Milwaukee,Riverside High,Riverside High — All Students,2020-21,0.0,-1.0,-100.0,Zero expulsions reported,1469.0
discipline,expulsion,count,Milwaukee,Riverside High,Riverside High — All Students,2021-22,12.0,12.0,,,1323.0
discipline,expulsion,count,Milwaukee,Riverside High,Riverside High — All Students,2022-23,9.0,-3.0,-25.0,,1229.0
