metric,subject,dimension,district,school,year,focus_group,focus_rate,reference_group,reference_rate,focus_reference_ratio,highest_group,highest_rate,lowest_group,lowest_rate,high_low_ratio
forward,math,Economic Status,West Allis-West Milwaukee,West Milwaukee Intermediate,2024-25,Not Econ Disadv,38.4,Econ Disadv,26.1,1.47,Not Econ Disadv,38.4,Econ Disadv,26.1,1.47
forward,math,Economic Status,Milwaukee,Bay View Montessori School,2024-25,Not Econ Disadv,48.7,Econ Disadv,33.3,1.46,Not Econ Disadv,48.7,Econ Disadv,33.3,1.46
forward,math,Economic Status,South Milwaukee,E W Luther Elementary,2024-25,Not Econ Disadv,81.8,Econ Disadv,56.2,1.46,Not Econ Disadv,81.8,Econ Disadv,56.2,1.46
forward,math,Economic Status,West Allis-West Milwaukee,Walker Elementary,2024-25,Not Econ Disadv,59.1,Econ Disadv,40.6,1.46,Not Econ Disadv,59.1,Econ Disadv,40.6,1.46
forward,math,Economic Status,Brown Deer,Brown Deer Middle/High,2024-25,Not Econ Disadv,54.0,Econ Disadv,37.4,1.44,Not Econ Disadv,54.0,Econ Disadv,37.4,1.44
forward,math,Economic Status,Milwaukee,Honey Creek Elementary,2024-25,Not Econ Disadv,54.5,Econ Disadv,37.8,1.44,Not Econ Disadv,54.5,Econ Disadv,37.8,1.44
forward,math,Economic Status,Shorewood,Shorewood Intermediate,2024-25,Not Econ Disadv,75.4,Econ Disadv,52.6,1.43,Not Econ Disadv,75.4,Econ Disadv,52.6,1.43
forward,math,Economic Status,Wauwatosa,Roosevelt Elementary,2024-25,Not Econ Disadv,82.4,Econ Disadv,57.7,1.43,Not Econ Disadv,82.4,Econ Disadv,57.7,1.43
forward,math,Economic Status,Saint Francis,Willow Glen Primary School,2024-25,Not Econ Disadv,60.0,Econ Disadv,42.3,1.42,Not Econ Disadv,60.0,Econ Disadv,42.3,1.42
forward,math,Economic Status,Maple Dale-Indian Hill,Maple Dale School,2024-25,Not Econ Disadv,85.7,Econ Disadv,60.9,1.41,Not Econ Disadv,85.7,Econ Disadv,60.9,1.41
forward,math,Economic Status,Milwaukee,Fairview Elementary,2024-25,Not Econ Disadv,46.9,Econ Disadv,33.9,1.38,Not Econ Disadv,46.9,Econ Disadv,33.9,1.38
forward,math,Economic Status,Greendale,Canterbury Elementary,2024-25,Not Econ Disadv,81.0,Econ Disadv,60.0,1.35,Not Econ Disadv,81.0,Econ Disadv,60.0,1.35
forward,math,Economic Status,United Community Center,United Community Center Acosta Middle School,2024-25,Not Econ Disadv,45.5,Econ Disadv,33.6,1.35,Not Econ Disadv,45.5,Econ Disadv,33.6,1.35
forward,math,Economic Status,Milwaukee,Milwaukee College Preparatory School: Lola Rowe North Campus,2024-25,Not Econ Disadv,50.0,Econ Disadv,38.7,1.29,Not Econ Disadv,50.0,Econ Disadv,38.7,1.29
forward,math,Economic Status,Oak Creek-Franklin Joint,Edgewood Elementary,2024-25,Not Econ Disadv,66.1,Econ Disadv,51.1,1.29,Not Econ Disadv,66.1,Econ Disadv,51.1,1.29
forward,math,Economic Status,Milwaukee,Milwaukee College Preparatory School -- 36th Street Campus,2024-25,Not Econ Disadv,53.2,Econ Disadv,41.6,1.28,Not Econ Disadv,53.2,Econ Disadv,41.6,1.28
forward,math,Economic Status,Brown Deer,Brown Deer Elementary,2024-25,Not Econ Disadv,66.3,Econ Disadv,52.1,1.27,Not Econ Disadv,66.3,Econ Disadv,52.1,1.27
forward,math,Economic Status,Oak Creek-Franklin Joint,Carollton Elementary,2024-25,Not Econ Disadv,81.2,Econ Disadv,63.8,1.27,Not Econ Disadv,81.2,Econ Disadv,63.8,1.27
forward,math,Economic Status,Franklin Public,Ben Franklin Elementary,2024-25,Not Econ Disadv,68.6,Econ Disadv,54.8,1.25,Not Econ Disadv,68.6,Econ Disadv,54.8,1.25
forward,math,Economic Status,Greendale,College Park Elementary,2024-25,Not Econ Disadv,85.9,Econ Disadv,68.9,1.25,Not Econ Disadv,85.9,Econ Disadv,68.9,1.25
forward,math,Economic Status,Whitnall,Whitnall Middle,2024-25,Not Econ Disadv,75.8,Econ Disadv,60.8,1.25,Not Econ Disadv,75.8,Econ Disadv,60.8,1.25
forward,math,Economic Status,Oak Creek-Franklin Joint,Oak Creek East Middle,2024-25,Not Econ Disadv,70.7,Econ Disadv,56.8,1.24,Not Econ Disadv,70.7,Econ Disadv,56.8,1.24
forward,math,Economic Status,Fox Point J2,Bayside Middle,2024-25,Not Econ Disadv,90.7,Econ Disadv,75.0,1.21,Not Econ Disadv,90.7,Econ Disadv,75.0,1.21
forward,math,Economic Status,Whitnall,Hales Corners Elementary,2024-25,Not Econ Disadv,71.7,Econ Disadv,59.3,1.21,Not Econ Disadv,71.7,Econ Disadv,59.3,1.21
forward,math,Economic Status,Milwaukee,Burbank Elementary,2024-25,Econ Disadv,9.0,Not Econ Disadv,7.7,1.17,Econ Disadv,9.0,Not Econ Disadv,7.7,1.17
forward,math,Economic Status,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2024-25,Not Econ Disadv,64.8,Econ Disadv,56.5,1.15,Not Econ Disadv,64.8,Econ Disadv,56.5,1.15
forward,math,Economic Status,United Community Center,Bruce Guadalupe,2024-25,Not Econ Disadv,55.1,Econ Disadv,49.0,1.12,Not Econ Disadv,55.1,Econ Disadv,49.0,1.12
forward,math,Economic Status,Greenfield,Edgewood Elementary,2024-25,Not Econ Disadv,76.9,Econ Disadv,71.1,1.08,Not Econ Disadv,76.9,Econ Disadv,71.1,1.08
forward,math,Economic Status,Milwaukee,Greenfield Bilingual,2024-25,Econ Disadv,14.4,Not Econ Disadv,13.5,1.07,Econ Disadv,14.4,Not Econ Disadv,13.5,1.07
forward,math,Economic Status,Franklin Public,Country Dale Elementary,2024-25,Not Econ Disadv,68.2,Econ Disadv,64.1,1.06,Not Econ Disadv,68.2,Econ Disadv,64.1,1.06
forward,math,Economic Status,Milwaukee,Milwaukee College Preparatory School -- Lloyd Street,2024-25,Not Econ Disadv,42.9,Econ Disadv,40.9,1.05,Not Econ Disadv,42.9,Econ Disadv,40.9,1.05
forward,math,Economic Status,Cudahy,Mitchell Elementary,2024-25,Not Econ Disadv,40.0,Econ Disadv,39.8,1.01,Not Econ Disadv,40.0,Econ Disadv,39.8,1.01
forward,math,Economic Status,Rocketship Education Wisconsin,Rocketship Southside Community Prep,2024-25,Econ Disadv,42.7,Not Econ Disadv,42.1,1.01,Econ Disadv,42.7,Not Econ Disadv,42.1,1.01
forward,math,Economic Status,Milwaukee,ALBA - Academia de Lenguaje y Bellas Artes,2024-25,Not Econ Disadv,22.7,Econ Disadv,22.6,1.0,Not Econ Disadv,22.7,Econ Disadv,22.6,1.0
forward,math,Gender,Milwaukee,Fifty-Third Street Elementary,2024-25,Male,6.3,Female,1.1,5.73,Male,6.3,Female,1.1,5.73
forward,math,Gender,Milwaukee,Obama School of Career and Technical Education,2024-25,Male,9.7,Female,1.9,5.11,Male,9.7,Female,1.9,5.11
forward,math,Gender,Milwaukee,Story Elementary,2024-25,Male,9.7,Female,1.9,5.11,Male,9.7,Female,1.9,5.11
forward,math,Gender,Milwaukee,Riverwest Elementary,2024-25,Female,10.2,Male,2.2,4.64,Female,10.2,Male,2.2,4.64
forward,math,Gender,Milwaukee,Neeskara Elementary,2024-25,Male,11.8,Female,2.6,4.54,Male,11.8,Female,2.6,4.54
forward,math,Gender,Milwaukee,Siefert Elementary,2024-25,Female,11.1,Male,2.9,3.83,Female,11.1,Male,2.9,3.83
forward,math,Gender,Milwaukee,Craig Montessori School,2024-25,Male,26.7,Female,7.9,3.38,Male,26.7,Female,7.9,3.38
forward,math,Gender,Milwaukee,Audubon Technology and Communication Middle,2024-25,Male,4.4,Female,1.4,3.14,Male,4.4,Female,1.4,3.14
forward,math,Gender,Milwaukee,River Trail School of Agricultural Science,2024-25,Male,5.8,Female,1.9,3.05,Male,5.8,Female,1.9,3.05
forward,math,Gender,Milwaukee,Roosevelt Middle,2024-25,Female,11.8,Male,3.9,3.03,Female,11.8,Male,3.9,3.03
forward,math,Gender,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2024-25,Male,15.2,Female,5.5,2.76,Male,15.2,Female,5.5,2.76
forward,math,Gender,Milwaukee,Clemens Elementary,2024-25,Male,9.0,Female,3.3,2.73,Male,9.0,Female,3.3,2.73
forward,math,Gender,Milwaukee,Carver Academy,2024-25,Female,9.6,Male,3.6,2.67,Female,9.6,Male,3.6,2.67
forward,math,Gender,Milwaukee,Barbee Elementary,2024-25,Male,17.6,Female,7.0,2.51,Male,17.6,Female,7.0,2.51
forward,math,Gender,Milwaukee,Alcott Elementary,2024-25,Male,20.0,Female,8.0,2.5,Male,20.0,Female,8.0,2.5
forward,math,Gender,Darrell L. Hines Academy,Darrell Lynn Hines Academy,2024-25,Female,19.2,Male,8.1,2.37,Female,19.2,Male,8.1,2.37
forward,math,Gender,Milwaukee,Vieau Elementary,2024-25,Male,24.7,Female,10.8,2.29,Male,24.7,Female,10.8,2.29
forward,math,Gender,Milwaukee,Milwaukee Academy of Chinese Language,2024-25,Male,13.8,Female,6.2,2.23,Male,13.8,Female,6.2,2.23
forward,math,Gender,Milwaukee,Trowbridge Street School of Great Lakes Studies,2024-25,Male,38.6,Female,17.7,2.18,Male,38.6,Female,17.7,2.18
forward,math,Gender,Milwaukee,Carson Academy,2024-25,Female,9.1,Male,4.3,2.12,Female,9.1,Male,4.3,2.12
forward,math,Gender,Milwaukee,Franklin Elementary,2024-25,Male,3.4,Female,1.6,2.12,Male,3.4,Female,1.6,2.12
forward,math,Gender,Milwaukee,Pratt Elementary,2024-25,Male,7.1,Female,3.4,2.09,Male,7.1,Female,3.4,2.09
forward,math,Gender,Milwaukee,Burbank Elementary,2024-25,Male,11.4,Female,5.8,1.97,Male,11.4,Female,5.8,1.97
forward,math,Gender,Milwaukee,La Causa Charter School,2024-25,Male,17.0,Female,8.7,1.95,Male,17.0,Female,8.7,1.95
forward,math,Gender,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,2024-25,Male,28.6,Female,14.8,1.93,Male,28.6,Female,14.8,1.93
forward,math,Gender,Milwaukee,Cass Street Elementary,2024-25,Male,9.1,Female,4.9,1.86,Male,9.1,Female,4.9,1.86
forward,math,Gender,West Allis-West Milwaukee,Horace Mann Elementary,2024-25,Male,28.4,Female,15.3,1.86,Male,28.4,Female,15.3,1.86
forward,math,Gender,Milwaukee,Parkview Elementary,2024-25,Female,43.3,Male,23.4,1.85,Female,43.3,Male,23.4,1.85
forward,math,Gender,Carmen High School of Science and Technology,Stellar Collegiate Charter School,2024-25,Female,52.5,Male,28.6,1.84,Female,52.5,Male,28.6,1.84
forward,math,Gender,Milwaukee,Barton Elementary,2024-25,Male,12.9,Female,7.0,1.84,Male,12.9,Female,7.0,1.84
forward,math,Gender,Milwaukee,Green Tree Preparatory Academy,2024-25,Female,4.7,Male,2.6,1.81,Female,4.7,Male,2.6,1.81
forward,math,Gender,Milwaukee,Kagel Elementary,2024-25,Male,10.4,Female,5.9,1.76,Male,10.4,Female,5.9,1.76
forward,math,Gender,Milwaukee,King Jr Elementary,2024-25,Male,3.0,Female,1.7,1.76,Male,3.0,Female,1.7,1.76
forward,math,Gender,Milwaukee,Curtin Elementary,2024-25,Female,21.9,Male,12.5,1.75,Female,21.9,Male,12.5,1.75
forward,math,Gender,Milwaukee,Riley Dual Language Montessori School,2024-25,Female,18.5,Male,10.6,1.75,Female,18.5,Male,10.6,1.75
forward,math,Gender,West Allis-West Milwaukee,West Milwaukee Intermediate,2024-25,Male,35.7,Female,21.0,1.7,Male,35.7,Female,21.0,1.7
forward,math,Gender,Milwaukee,Gaenslen Elementary,2024-25,Male,4.8,Female,2.9,1.66,Male,4.8,Female,2.9,1.66
forward,math,Gender,Milwaukee Science Education Consortium,Milwaukee Academy of Science,2024-25,Male,18.6,Female,11.2,1.66,Male,18.6,Female,11.2,1.66
forward,math,Gender,Milwaukee,Hawley Environmental School,2024-25,Male,9.5,Female,5.8,1.64,Male,9.5,Female,5.8,1.64
forward,math,Gender,Milwaukee,Lincoln Avenue Elementary,2024-25,Male,22.8,Female,14.1,1.62,Male,22.8,Female,14.1,1.62
forward,math,Gender,Cudahy,Cudahy Middle,2024-25,Male,40.9,Female,25.6,1.6,Male,40.9,Female,25.6,1.6
forward,math,Gender,Glendale-River Hills,Parkway Elementary,2024-25,Male,57.1,Female,35.6,1.6,Male,57.1,Female,35.6,1.6
forward,math,Gender,Milwaukee,Morse Mid,2024-25,Male,10.8,Female,6.9,1.57,Male,10.8,Female,6.9,1.57
forward,math,Gender,Milwaukee,Browning Elementary,2024-25,Female,5.6,Male,3.6,1.56,Female,5.6,Male,3.6,1.56
forward,math,Gender,Milwaukee,Westside Academy,2024-25,Male,16.7,Female,10.7,1.56,Male,16.7,Female,10.7,1.56
forward,math,Gender,Wauwatosa,Washington Elementary,2024-25,Male,83.1,Female,53.2,1.56,Male,83.1,Female,53.2,1.56
forward,math,Gender,West Allis-West Milwaukee,Irving Elementary,2024-25,Male,39.7,Female,25.4,1.56,Male,39.7,Female,25.4,1.56
forward,math,Gender,Milwaukee,ALBA - Academia de Lenguaje y Bellas Artes,2024-25,Male,25.8,Female,16.6,1.55,Male,25.8,Female,16.6,1.55
forward,math,Gender,Milwaukee,Morgandale Elementary,2024-25,Male,22.3,Female,14.4,1.55,Male,22.3,Female,14.4,1.55
forward,math,Gender,Milwaukee,Garland Elementary,2024-25,Male,24.5,Female,15.9,1.54,Male,24.5,Female,15.9,1.54
forward,math,Gender,Milwaukee,Emerson Elementary,2024-25,Male,11.3,Female,7.4,1.53,Male,11.3,Female,7.4,1.53
forward,math,Gender,Wauwatosa,Madison Elementary,2024-25,Female,58.9,Male,39.0,1.51,Female,58.9,Male,39.0,1.51
forward,math,Gender,Milwaukee,Engleburg Elementary,2024-25,Male,16.7,Female,11.1,1.5,Male,16.7,Female,11.1,1.5
forward,math,Gender,Milwaukee,Starms Discovery,2024-25,Male,4.5,Female,3.0,1.5,Male,4.5,Female,3.0,1.5
forward,math,Gender,Milwaukee,Milwaukee French Immersion,2024-25,Male,42.6,Female,29.0,1.47,Male,42.6,Female,29.0,1.47
forward,math,Gender,Milwaukee,Rogers Street Academy,2024-25,Male,22.1,Female,15.0,1.47,Male,22.1,Female,15.0,1.47
forward,math,Gender,Cudahy,Jones Elementary,2024-25,Male,45.0,Female,31.1,1.45,Male,45.0,Female,31.1,1.45
forward,math,Gender,West Allis-West Milwaukee,Pershing Elementary,2024-25,Male,42.4,Female,29.2,1.45,Male,42.4,Female,29.2,1.45
forward,math,Gender,Milwaukee,Bryant Elementary,2024-25,Male,28.9,Female,20.0,1.44,Male,28.9,Female,20.0,1.44
forward,math,Gender,Milwaukee,Longfellow Elementary,2024-25,Male,11.4,Female,7.9,1.44,Male,11.4,Female,7.9,1.44
forward,math,Gender,Milwaukee,Maryland Montessori,2024-25,Male,59.1,Female,41.0,1.44,Male,59.1,Female,41.0,1.44
forward,math,Gender,Greenfield,Glenwood Elementary,2024-25,Male,48.5,Female,33.9,1.43,Male,48.5,Female,33.9,1.43
forward,math,Gender,Milwaukee,Hawthorne Elementary,2024-25,Female,11.4,Male,8.0,1.43,Female,11.4,Male,8.0,1.43
forward,math,Gender,Milwaukee,Stuart Elementary,2024-25,Male,24.7,Female,17.3,1.43,Male,24.7,Female,17.3,1.43
forward,math,Gender,Milwaukee,Humboldt Park Elementary,2024-25,Male,34.2,Female,24.1,1.42,Male,34.2,Female,24.1,1.42
forward,math,Gender,Milwaukee,MacDowell Montessori School K3-12,2024-25,Male,27.2,Female,19.2,1.42,Male,27.2,Female,19.2,1.42
forward,math,Gender,Milwaukee,Milwaukee College Preparatory School -- 38th Street,2024-25,Male,32.5,Female,22.9,1.42,Male,32.5,Female,22.9,1.42
forward,math,Gender,Milwaukee,Greenfield Bilingual,2024-25,Male,18.2,Female,12.9,1.41,Male,18.2,Female,12.9,1.41
forward,math,Gender,Milwaukee,Victory Elementary,2024-25,Male,20.3,Female,14.4,1.41,Male,20.3,Female,14.4,1.41
forward,math,Gender,South Milwaukee,Rawson Elementary,2024-25,Male,33.7,Female,23.9,1.41,Male,33.7,Female,23.9,1.41
forward,math,Gender,Milwaukee,Lancaster Elementary,2024-25,Female,6.0,Male,4.3,1.4,Female,6.0,Male,4.3,1.4
forward,math,Gender,Milwaukee,Brown Street Academy,2024-25,Female,6.2,Male,4.5,1.38,Female,6.2,Male,4.5,1.38
forward,math,Gender,Milwaukee,Forest Home Elementary,2024-25,Male,24.5,Female,17.8,1.38,Male,24.5,Female,17.8,1.38
forward,math,Gender,Wauwatosa,Jefferson Elementary,2024-25,Male,67.4,Female,49.0,1.38,Male,67.4,Female,49.0,1.38
forward,math,Gender,Woodlands School,Woodlands School,2024-25,Male,42.4,Female,30.8,1.38,Male,42.4,Female,30.8,1.38
forward,math,Gender,Milwaukee,Hartford Avenue Elementary,2024-25,Female,6.8,Male,5.0,1.36,Female,6.8,Male,5.0,1.36
forward,math,Gender,Milwaukee,Mitchell Elementary,2024-25,Male,9.0,Female,6.6,1.36,Male,9.0,Female,6.6,1.36
forward,math,Gender,Milwaukee,Wedgewood Park School,2024-25,Male,20.7,Female,15.4,1.34,Male,20.7,Female,15.4,1.34
forward,math,Gender,Cudahy,Lincoln Elementary,2024-25,Male,31.1,Female,23.4,1.33,Male,31.1,Female,23.4,1.33
forward,math,Gender,Milwaukee,Thoreau Elementary,2024-25,Female,9.2,Male,6.9,1.33,Female,9.2,Male,6.9,1.33
forward,math,Gender,Milwaukee,Whitman Elementary,2024-25,Male,38.7,Female,29.0,1.33,Male,38.7,Female,29.0,1.33
forward,math,Gender,Wauwatosa,Underwood Elementary,2024-25,Male,47.2,Female,35.5,1.33,Male,47.2,Female,35.5,1.33
forward,math,Gender,Milwaukee,Manitoba Elementary,2024-25,Male,10.9,Female,8.4,1.3,Male,10.9,Female,8.4,1.3
forward,math,Gender,Wauwatosa,Wilson Elementary,2024-25,Female,75.0,Male,57.7,1.3,Female,75.0,Male,57.7,1.3
forward,math,Gender,Milwaukee,Doerfler Elementary,2024-25,Male,12.4,Female,9.6,1.29,Male,12.4,Female,9.6,1.29
forward,math,Gender,Milwaukee,Grantosa Drive Elementary,2024-25,Male,9.9,Female,7.7,1.29,Male,9.9,Female,7.7,1.29
forward,math,Gender,West Allis-West Milwaukee,Walker Elementary,2024-25,Male,53.3,Female,41.4,1.29,Male,53.3,Female,41.4,1.29
forward,math,Gender,Milwaukee,IDEAL Individualized Developmental Educational Approaches to Learning,2024-25,Male,36.5,Female,28.6,1.28,Male,36.5,Female,28.6,1.28
forward,math,Gender,Wauwatosa,Roosevelt Elementary,2024-25,Male,86.2,Female,67.3,1.28,Male,86.2,Female,67.3,1.28
forward,math,Gender,Milwaukee,Congress Elementary,2024-25,Female,6.5,Male,5.1,1.27,Female,6.5,Male,5.1,1.27
forward,math,Gender,Milwaukee,Eighty-First Street Elementary,2024-25,Male,6.2,Female,4.9,1.27,Male,6.2,Female,4.9,1.27
forward,math,Gender,Milwaukee,Hayes Bilingual School,2024-25,Male,16.9,Female,13.3,1.27,Male,16.9,Female,13.3,1.27
forward,math,Gender,Milwaukee,Whittier Elementary,2024-25,Male,65.6,Female,51.6,1.27,Male,65.6,Female,51.6,1.27
forward,math,Gender,United Community Center,Bruce Guadalupe,2024-25,Male,57.1,Female,44.8,1.27,Male,57.1,Female,44.8,1.27
forward,math,Gender,Milwaukee,Milwaukee Sign Language Elementary,2024-25,Female,9.7,Male,7.7,1.26,Female,9.7,Male,7.7,1.26
forward,math,Gender,Woodlands School,Woodlands School - State Street Campus,2024-25,Male,11.5,Female,9.1,1.26,Male,11.5,Female,9.1,1.26
forward,math,Gender,Milwaukee,Bay View Montessori School,2024-25,Male,48.6,Female,38.9,1.25,Male,48.6,Female,38.9,1.25
forward,math,Gender,Milwaukee,U S Grant School,2024-25,Male,19.3,Female,15.5,1.25,Male,19.3,Female,15.5,1.25
forward,math,Gender,Milwaukee,Allen-Field Elementary,2024-25,Male,14.7,Female,11.9,1.24,Male,14.7,Female,11.9,1.24
forward,math,Gender,Milwaukee,Bethune Academy,2024-25,Male,12.8,Female,10.3,1.24,Male,12.8,Female,10.3,1.24
forward,math,Gender,Milwaukee,Burdick Elementary,2024-25,Male,34.0,Female,27.4,1.24,Male,34.0,Female,27.4,1.24
forward,math,Gender,Milwaukee,Goodrich Elementary,2024-25,Male,16.7,Female,13.5,1.24,Male,16.7,Female,13.5,1.24
forward,math,Gender,Milwaukee,Milwaukee College Preparatory School: Lola Rowe North Campus,2024-25,Male,44.4,Female,35.9,1.24,Male,44.4,Female,35.9,1.24
forward,math,Gender,Milwaukee,Ninety-Fifth Street Elementary,2024-25,Female,23.1,Male,18.7,1.24,Female,23.1,Male,18.7,1.24
forward,math,Gender,Rocketship Education Wisconsin,Rocketship Southside Community Prep,2024-25,Male,47.0,Female,38.0,1.24,Male,47.0,Female,38.0,1.24
forward,math,Gender,Wauwatosa,Eisenhower Elementary,2024-25,Male,56.7,Female,45.8,1.24,Male,56.7,Female,45.8,1.24
forward,math,Gender,Brown Deer,Brown Deer Middle/High,2024-25,Male,47.9,Female,39.0,1.23,Male,47.9,Female,39.0,1.23
forward,math,Gender,Milwaukee,Zablocki Elementary,2024-25,Male,23.6,Female,19.2,1.23,Male,23.6,Female,19.2,1.23
forward,math,Gender,Whitnall,Edgerton Elementary,2024-25,Male,73.8,Female,60.2,1.23,Male,73.8,Female,60.2,1.23
forward,math,Gender,Milwaukee,Holmes Elementary,2024-25,Female,2.2,Male,1.8,1.22,Female,2.2,Male,1.8,1.22
forward,math,Gender,Greendale,College Park Elementary,2024-25,Male,87.3,Female,72.3,1.21,Male,87.3,Female,72.3,1.21
forward,math,Gender,Milwaukee,Clement Avenue Elementary,2024-25,Female,38.3,Male,31.6,1.21,Female,38.3,Male,31.6,1.21
forward,math,Gender,Milwaukee,Milwaukee German Immersion,2024-25,Male,76.9,Female,63.3,1.21,Male,76.9,Female,63.3,1.21
forward,math,Gender,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,2024-25,Male,13.4,Female,11.1,1.21,Male,13.4,Female,11.1,1.21
forward,math,Gender,Rocketship Education Wisconsin,Rocketship Transformation Prep,2024-25,Male,34.7,Female,28.6,1.21,Male,34.7,Female,28.6,1.21
forward,math,Gender,West Allis-West Milwaukee,Frank Lloyd Wright Intermediate,2024-25,Male,39.7,Female,32.9,1.21,Male,39.7,Female,32.9,1.21
forward,math,Gender,West Allis-West Milwaukee,Franklin Elementary,2024-25,Male,31.7,Female,26.1,1.21,Male,31.7,Female,26.1,1.21
forward,math,Gender,Milwaukee,Golda Meir School,2024-25,Male,58.3,Female,48.6,1.2,Male,58.3,Female,48.6,1.2
forward,math,Gender,Cudahy,Kosciuszko Elementary,2024-25,Male,33.9,Female,28.6,1.19,Male,33.9,Female,28.6,1.19
forward,math,Gender,Milwaukee,Academy of Accelerated Learning,2024-25,Male,43.3,Female,36.3,1.19,Male,43.3,Female,36.3,1.19
forward,math,Gender,Milwaukee,King International Baccalaureate Middle,2024-25,Female,1.9,Male,1.6,1.19,Female,1.9,Male,1.6,1.19
forward,math,Gender,Oak Creek-Franklin Joint,Meadowview Elementary,2024-25,Male,68.8,Female,57.7,1.19,Male,68.8,Female,57.7,1.19
forward,math,Gender,West Allis-West Milwaukee,Mitchell Elementary,2024-25,Male,58.2,Female,48.9,1.19,Male,58.2,Female,48.9,1.19
forward,math,Gender,Fox Point J2,Stormonth Elementary,2024-25,Male,87.0,Female,73.9,1.18,Male,87.0,Female,73.9,1.18
forward,math,Gender,Milwaukee,Kluge Elementary,2024-25,Male,9.4,Female,8.0,1.18,Male,9.4,Female,8.0,1.18
forward,math,Gender,Downtown Montessori Academy,Downtown Montessori,2024-25,Male,51.1,Female,43.8,1.17,Male,51.1,Female,43.8,1.17
forward,math,Gender,Greendale,Highland View Elementary,2024-25,Male,77.1,Female,65.9,1.17,Male,77.1,Female,65.9,1.17
forward,math,Gender,Milwaukee,Auer Avenue Elementary,2024-25,Female,4.2,Male,3.6,1.17,Female,4.2,Male,3.6,1.17
forward,math,Gender,Milwaukee,Kilbourn Elementary,2024-25,Male,20.0,Female,17.1,1.17,Male,20.0,Female,17.1,1.17
forward,math,Gender,Franklin Public,Country Dale Elementary,2024-25,Male,71.3,Female,61.7,1.16,Male,71.3,Female,61.7,1.16
forward,math,Gender,Franklin Public,Southwood Glen Elementary,2024-25,Male,77.2,Female,66.3,1.16,Male,77.2,Female,66.3,1.16
forward,math,Gender,Greenfield,Maple Grove Elementary,2024-25,Male,34.9,Female,30.1,1.16,Male,34.9,Female,30.1,1.16
forward,math,Gender,Milwaukee,Cooper Elementary,2024-25,Male,55.2,Female,47.6,1.16,Male,55.2,Female,47.6,1.16
forward,math,Gender,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,2024-25,Male,27.6,Female,23.8,1.16,Male,27.6,Female,23.8,1.16
forward,math,Gender,West Allis-West Milwaukee,Wilson Elementary,2024-25,Male,33.3,Female,28.6,1.16,Male,33.3,Female,28.6,1.16
forward,math,Gender,Milwaukee,Honey Creek Elementary,2024-25,Male,44.8,Female,39.1,1.15,Male,44.8,Female,39.1,1.15
forward,math,Gender,Milwaukee,Milwaukee College Preparatory School -- 36th Street Campus,2024-25,Male,47.2,Female,41.1,1.15,Male,47.2,Female,41.1,1.15
forward,math,Gender,Saint Francis,Deer Creek Intermediate,2024-25,Male,56.6,Female,49.3,1.15,Male,56.6,Female,49.3,1.15
forward,math,Gender,South Milwaukee,E W Luther Elementary,2024-25,Male,75.0,Female,65.0,1.15,Male,75.0,Female,65.0,1.15
forward,math,Gender,West Allis-West Milwaukee,Jefferson Elementary,2024-25,Male,25.8,Female,22.5,1.15,Male,25.8,Female,22.5,1.15
forward,math,Gender,Central City Cyberschool of Milwaukee,Central City Cyberschool,2024-25,Male,18.3,Female,16.0,1.14,Male,18.3,Female,16.0,1.14
forward,math,Gender,Glendale-River Hills,Glen Hills Middle,2024-25,Male,53.8,Female,47.3,1.14,Male,53.8,Female,47.3,1.14
forward,math,Gender,Maple Dale-Indian Hill,Maple Dale School,2024-25,Male,84.4,Female,74.0,1.14,Male,84.4,Female,74.0,1.14
forward,math,Gender,South Milwaukee,South Milwaukee Middle,2024-25,Male,31.8,Female,28.0,1.14,Male,31.8,Female,28.0,1.14
forward,math,Gender,Milwaukee,Fairview Elementary,2024-25,Male,39.6,Female,35.4,1.12,Male,39.6,Female,35.4,1.12
forward,math,Gender,Milwaukee,Milwaukee School of Languages,2024-25,Male,20.7,Female,18.5,1.12,Male,20.7,Female,18.5,1.12
forward,math,Gender,Wauwatosa,McKinley Elementary,2024-25,Female,70.7,Male,62.9,1.12,Female,70.7,Male,62.9,1.12
forward,math,Gender,Milwaukee,Elm Creative Arts Elementary,2024-25,Male,6.8,Female,6.1,1.11,Male,6.8,Female,6.1,1.11
forward,math,Gender,Milwaukee,Hampton Elementary,2024-25,Male,22.9,Female,20.7,1.11,Male,22.9,Female,20.7,1.11
forward,math,Gender,Whitnall,Whitnall Middle,2024-25,Male,75.2,Female,67.6,1.11,Male,75.2,Female,67.6,1.11
forward,math,Gender,Franklin Public,Robinwood Elementary,2024-25,Male,72.6,Female,66.3,1.1,Male,72.6,Female,66.3,1.1
forward,math,Gender,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2024-25,Male,60.1,Female,54.5,1.1,Male,60.1,Female,54.5,1.1
forward,math,Gender,Oak Creek-Franklin Joint,Deerfield Elementary,2024-25,Male,70.6,Female,64.4,1.1,Male,70.6,Female,64.4,1.1
