dimension,district,school,year,focus_group,focus_rate,reference_group,reference_rate,focus_reference_ratio,highest_group,highest_rate,lowest_group,lowest_rate,high_low_ratio
Race/Ethnicity,Greendale,College Park Elementary,2024-25,Black,,White,1.1,,Hispanic,8.9,White,1.1,8.09
Race/Ethnicity,Greendale,Greendale Middle,2024-25,Black,,White,3.9,,Asian,10.0,White,3.9,2.56
Race/Ethnicity,Greendale,Highland View Elementary,2024-25,Black,,White,3.7,,Hispanic,15.2,White,3.7,4.11
Race/Ethnicity,Greenfield,Edgewood Elementary,2024-25,Black,,White,4.8,,Hispanic,12.8,Asian,0.0,
Race/Ethnicity,Greenfield,Elm Dale Elementary,2024-25,Black,,White,3.0,,Two or More,14.8,White,3.0,4.93
Race/Ethnicity,Greenfield,Glenwood Elementary,2024-25,Black,,White,3.8,,Asian,17.4,White,3.8,4.58
Race/Ethnicity,Maple Dale-Indian Hill,Maple Dale School,2024-25,Black,,White,3.9,,Hispanic,8.7,White,3.9,2.23
Race/Ethnicity,Milwaukee,Allen-Field Elementary,2024-25,Black,50.0,White,,,Black,50.0,Hispanic,37.3,1.34
Race/Ethnicity,Milwaukee,Audubon Technology and Communication Middle,2024-25,Black,70.3,White,,,Black,70.3,Hispanic,50.5,1.39
Race/Ethnicity,Milwaukee,Bay View Montessori School,2024-25,Black,,White,2.2,,Hispanic,5.4,Two or More,0.0,
Race/Ethnicity,Milwaukee,Bethune Academy,2024-25,Black,49.4,White,,,Black,49.4,Asian,13.3,3.71
Race/Ethnicity,Milwaukee,Carmen High School of Science and Technology Southeast Campus,2024-25,Black,50.0,White,,,Hispanic,50.7,Black,50.0,1.01
Race/Ethnicity,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2024-25,Black,59.1,White,,,Black,59.1,Hispanic,50.0,1.18
Race/Ethnicity,Milwaukee,Clemens Elementary,2024-25,Black,57.0,White,,,Hispanic,57.1,Black,57.0,1.0
Race/Ethnicity,Milwaukee,Congress Elementary,2024-25,Black,59.5,White,,,Black,59.5,Hispanic,48.1,1.24
Race/Ethnicity,Milwaukee,Doerfler Elementary,2024-25,Black,60.4,White,,,Black,60.4,Hispanic,48.5,1.25
Race/Ethnicity,Milwaukee,Eighty-First Street Elementary,2024-25,Black,49.2,White,,,Black,49.2,Two or More,45.5,1.08
Race/Ethnicity,Milwaukee,Engleburg Elementary,2024-25,Black,61.3,White,,,Black,61.3,Asian,35.0,1.75
Race/Ethnicity,Milwaukee,Fifty-Third Street Elementary,2024-25,Black,60.3,White,,,Black,60.3,Hispanic,45.8,1.32
Race/Ethnicity,Milwaukee,Forest Home Elementary,2024-25,Black,41.1,White,,,Black,41.1,Hispanic,31.2,1.32
Race/Ethnicity,Milwaukee,Gaenslen Elementary,2024-25,Black,34.1,White,,,Two or More,36.4,Black,34.1,1.07
Race/Ethnicity,Milwaukee,Goodrich Elementary,2024-25,Black,22.2,White,,,Two or More,22.7,Asian,0.0,
Race/Ethnicity,Milwaukee,Grantosa Drive Elementary,2024-25,Black,63.9,White,,,Black,63.9,Two or More,50.0,1.28
Race/Ethnicity,Milwaukee,Greenfield Bilingual,2024-25,Black,65.4,White,,,Black,65.4,Hispanic,26.5,2.47
Race/Ethnicity,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2024-25,Black,,White,,,Asian,10.2,Hispanic,5.3,1.92
Race/Ethnicity,Milwaukee,Harold S Vincent School of Agricultural Science,2024-25,Black,85.1,White,,,Black,85.1,Asian,60.0,1.42
Race/Ethnicity,Milwaukee,Hartford Avenue Elementary,2024-25,Black,61.3,White,,,Two or More,66.7,Black,61.3,1.09
Race/Ethnicity,Milwaukee,Hawley Environmental School,2024-25,Black,39.6,White,,,Black,39.6,Hispanic,23.1,1.71
Race/Ethnicity,Milwaukee,James Madison Academic Campus,2024-25,Black,90.4,White,,,Black,90.4,Asian,47.6,1.9
Race/Ethnicity,Milwaukee,King Jr Elementary,2024-25,Black,68.6,White,,,Black,68.6,Hispanic,63.6,1.08
Race/Ethnicity,Milwaukee,Kluge Elementary,2024-25,Black,52.9,White,,,Black,52.9,Asian,25.0,2.12
Race/Ethnicity,Milwaukee,Lincoln Avenue Elementary,2024-25,Black,30.3,White,,,Black,30.3,Hispanic,20.1,1.51
Race/Ethnicity,Milwaukee,Lincoln Middle,2024-25,Black,67.0,White,,,Black,67.0,Hispanic,61.1,1.1
Race/Ethnicity,Milwaukee,Longfellow Elementary,2024-25,Black,65.8,White,,,Black,65.8,Hispanic,37.1,1.77
Race/Ethnicity,Milwaukee,Lowell International Elementary,2024-25,Black,26.3,White,,,Hispanic,33.3,Black,26.3,1.27
Race/Ethnicity,Milwaukee,Manitoba Elementary,2024-25,Black,49.5,White,,,Black,49.5,Two or More,32.1,1.54
Race/Ethnicity,Milwaukee,Marshall High,2024-25,Black,86.2,White,,,Black,86.2,Hispanic,78.3,1.1
Race/Ethnicity,Milwaukee,Milwaukee Academy of Chinese Language,2024-25,Black,42.3,White,,,Hispanic,71.1,Asian,30.8,2.31
Race/Ethnicity,Milwaukee,Milwaukee College Preparatory School -- 36th Street Campus,2024-25,Black,23.1,White,,,Black,23.1,Two or More,13.0,1.78
Race/Ethnicity,Milwaukee,Milwaukee College Preparatory School -- 38th Street,2024-25,Black,26.5,White,,,Black,26.5,Hispanic,19.0,1.39
Race/Ethnicity,Milwaukee,Milwaukee Sign Language Elementary,2024-25,Black,72.7,White,,,Black,72.7,Asian,40.9,1.78
Race/Ethnicity,Milwaukee,Mitchell Elementary,2024-25,Black,63.6,White,,,Black,63.6,Hispanic,52.3,1.22
Race/Ethnicity,Milwaukee,Morse Mid,2024-25,Black,57.5,White,,,Hispanic,70.8,Asian,21.7,3.26
Race/Ethnicity,Milwaukee,Neeskara Elementary,2024-25,Black,50.7,White,,,Hispanic,68.6,Black,50.7,1.35
Race/Ethnicity,Milwaukee,Parkview Elementary,2024-25,Black,47.2,White,,,Black,47.2,Asian,20.2,2.34
Race/Ethnicity,Milwaukee,River Trail School of Agricultural Science,2024-25,Black,30.0,White,,,Hispanic,34.6,Asian,11.5,3.01
Race/Ethnicity,Milwaukee,Riverwest Elementary,2024-25,Black,63.3,White,,,Hispanic,66.7,Black,63.3,1.05
Race/Ethnicity,Milwaukee,Rogers Street Academy,2024-25,Black,58.6,White,,,Black,58.6,Hispanic,35.8,1.64
Race/Ethnicity,Milwaukee,Story Elementary,2024-25,Black,43.8,White,,,Hispanic,81.0,Asian,11.6,6.98
Race/Ethnicity,Milwaukee,Stuart Elementary,2024-25,Black,41.4,White,,,Black,41.4,Asian,16.1,2.57
Race/Ethnicity,Milwaukee,Vieau Elementary,2024-25,Black,44.7,White,,,Black,44.7,Hispanic,30.9,1.45
Race/Ethnicity,Milwaukee,Zablocki Elementary,2024-25,Black,66.7,White,,,Black,66.7,Asian,34.5,1.93
Race/Ethnicity,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,2024-25,Black,37.3,White,,,Two or More,43.2,Black,37.3,1.16
Race/Ethnicity,Milwaukee Science Education Consortium,Milwaukee Academy of Science,2024-25,Black,47.2,White,,,Black,47.2,Two or More,32.0,1.48
Race/Ethnicity,Oak Creek-Franklin Joint,Carollton Elementary,2024-25,Black,,White,5.6,,Hispanic,14.8,White,5.6,2.64
Race/Ethnicity,Oak Creek-Franklin Joint,Cedar Hills Elementary,2024-25,Black,,White,6.3,,Hispanic,18.6,Asian,1.5,12.4
Race/Ethnicity,Oak Creek-Franklin Joint,Deerfield Elementary,2024-25,Black,,White,5.3,,Hispanic,11.1,White,5.3,2.09
Race/Ethnicity,Oak Creek-Franklin Joint,Meadowview Elementary,2024-25,Black,,White,5.6,,Hispanic,18.0,White,5.6,3.21
Race/Ethnicity,Oak Creek-Franklin Joint,Oak Creek East Middle,2024-25,Black,,White,8.7,,Two or More,17.5,White,8.7,2.01
Race/Ethnicity,Oak Creek-Franklin Joint,Oak Creek West Middle,2024-25,Black,,White,12.0,,Hispanic,17.9,White,12.0,1.49
Race/Ethnicity,Oak Creek-Franklin Joint,Shepard Hills Elementary,2024-25,Black,,White,9.1,,Asian,14.6,Two or More,5.4,2.7
Race/Ethnicity,Rocketship Education Wisconsin,Rocketship Southside Community Prep,2024-25,Black,34.6,White,,,Black,34.6,Hispanic,30.3,1.14
Race/Ethnicity,Rocketship Education Wisconsin,Rocketship Transformation Prep,2024-25,Black,42.5,White,,,Black,42.5,Hispanic,31.8,1.34
Race/Ethnicity,Saint Francis,Willow Glen Primary School,2024-25,Black,,White,11.0,,Hispanic,24.2,White,11.0,2.2
Race/Ethnicity,Seeds of Health,Seeds of Health Elementary Program,2024-25,Black,35.4,White,,,Hispanic,36.3,Black,35.4,1.03
Race/Ethnicity,South Milwaukee,Blakewood Elementary,2024-25,Black,,White,12.6,,Hispanic,27.0,White,12.6,2.14
Race/Ethnicity,South Milwaukee,E W Luther Elementary,2024-25,Black,,White,8.3,,Hispanic,25.6,White,8.3,3.08
Race/Ethnicity,South Milwaukee,Lakeview Elementary,2024-25,Black,,White,9.7,,Two or More,30.0,White,9.7,3.09
Race/Ethnicity,Wauwatosa,Jefferson Elementary,2024-25,Black,14.0,White,0.0,,Hispanic,15.0,White,0.0,
Race/Ethnicity,Wauwatosa,Wauwatosa Montessori School,2024-25,Black,,White,4.7,,White,4.7,Two or More,4.2,1.12
Race/Ethnicity,Wauwatosa,Wauwatosa Virtual Academy,2024-25,Black,0.0,White,0.0,,Black,0.0,Black,0.0,
Race/Ethnicity,West Allis-West Milwaukee,Deeper Learning Virtual Academy,2024-25,Black,,White,0.0,,Hispanic,0.0,Hispanic,0.0,
Race/Ethnicity,West Allis-West Milwaukee,Franklin Elementary,2024-25,Black,,White,7.5,,Two or More,13.3,White,7.5,1.77
Race/Ethnicity,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2024-25,Black,,White,25.0,,Hispanic,26.7,Two or More,25.0,1.07
Race/Ethnicity,West Allis-West Milwaukee,Mitchell Elementary,2024-25,Black,,White,2.9,,Hispanic,3.6,White,2.9,1.24
Race/Ethnicity,Whitefish Bay,Cumberland Elementary,2024-25,Black,,White,0.0,,Two or More,10.5,Hispanic,0.0,
Race/Ethnicity,Whitefish Bay,Richards Elementary,2024-25,Black,,White,3.9,,White,3.9,Two or More,0.0,
Race/Ethnicity,Whitnall,Edgerton Elementary,2024-25,Black,,White,1.6,,Hispanic,8.6,Asian,0.0,
Race/Ethnicity,Woodlands School,Woodlands School - State Street Campus,2024-25,Black,29.2,White,,,Two or More,47.6,Black,29.2,1.63
