dimension,district,school,year,focus_group,focus_rate,reference_group,reference_rate,focus_reference_ratio,highest_group,highest_rate,lowest_group,lowest_rate,high_low_ratio
Economic Status,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2024-25,Econ Disadv,10.8,Not Econ Disadv,7.0,1.54,Econ Disadv,10.8,Not Econ Disadv,7.0,1.54
Economic Status,Milwaukee,Alcott Elementary,2024-25,Econ Disadv,42.7,Not Econ Disadv,28.0,1.53,Econ Disadv,42.7,Not Econ Disadv,28.0,1.53
Economic Status,Milwaukee,Emerson Elementary,2024-25,Econ Disadv,59.7,Not Econ Disadv,39.1,1.53,Econ Disadv,59.7,Not Econ Disadv,39.1,1.53
Economic Status,Franklin Public,Ben Franklin Elementary,2024-25,Econ Disadv,7.7,Not Econ Disadv,5.1,1.51,Econ Disadv,7.7,Not Econ Disadv,5.1,1.51
Economic Status,Milwaukee,Milwaukee College Preparatory School -- 38th Street,2024-25,Econ Disadv,27.5,Not Econ Disadv,18.2,1.51,Econ Disadv,27.5,Not Econ Disadv,18.2,1.51
Economic Status,Milwaukee,Green Tree Preparatory Academy,2024-25,Econ Disadv,84.2,Not Econ Disadv,56.3,1.5,Econ Disadv,84.2,Not Econ Disadv,56.3,1.5
Economic Status,Milwaukee,Clement Avenue Elementary,2024-25,Econ Disadv,23.6,Not Econ Disadv,15.9,1.48,Econ Disadv,23.6,Not Econ Disadv,15.9,1.48
Economic Status,Milwaukee,Fratney Elementary,2024-25,Econ Disadv,43.7,Not Econ Disadv,30.2,1.45,Econ Disadv,43.7,Not Econ Disadv,30.2,1.45
Economic Status,Cudahy,Cudahy Middle,2024-25,Econ Disadv,46.8,Not Econ Disadv,32.9,1.42,Econ Disadv,46.8,Not Econ Disadv,32.9,1.42
Economic Status,Seeds of Health,Tenor High,2024-25,Econ Disadv,34.8,Not Econ Disadv,24.5,1.42,Econ Disadv,34.8,Not Econ Disadv,24.5,1.42
Economic Status,Cudahy,Lincoln Elementary,2024-25,Econ Disadv,44.0,Not Econ Disadv,31.3,1.41,Econ Disadv,44.0,Not Econ Disadv,31.3,1.41
Economic Status,Milwaukee,Lincoln Avenue Elementary,2024-25,Econ Disadv,23.4,Not Econ Disadv,17.1,1.37,Econ Disadv,23.4,Not Econ Disadv,17.1,1.37
Economic Status,Milwaukee,Lancaster Elementary,2024-25,Econ Disadv,79.1,Not Econ Disadv,58.3,1.36,Econ Disadv,79.1,Not Econ Disadv,58.3,1.36
Economic Status,Milwaukee,Bay View High,2024-25,Econ Disadv,76.6,Not Econ Disadv,57.3,1.34,Econ Disadv,76.6,Not Econ Disadv,57.3,1.34
Economic Status,Pathways High,Pathways High,2024-25,Econ Disadv,53.8,Not Econ Disadv,40.3,1.33,Econ Disadv,53.8,Not Econ Disadv,40.3,1.33
Economic Status,Rocketship Education Wisconsin,Rocketship Southside Community Prep,2024-25,Econ Disadv,31.9,Not Econ Disadv,24.1,1.32,Econ Disadv,31.9,Not Econ Disadv,24.1,1.32
Economic Status,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,2024-25,Econ Disadv,52.4,Not Econ Disadv,40.9,1.28,Econ Disadv,52.4,Not Econ Disadv,40.9,1.28
Economic Status,Cudahy,Jones Elementary,2024-25,Econ Disadv,17.1,Not Econ Disadv,13.6,1.26,Econ Disadv,17.1,Not Econ Disadv,13.6,1.26
Economic Status,Milwaukee,Congress Elementary,2024-25,Econ Disadv,60.3,Not Econ Disadv,47.8,1.26,Econ Disadv,60.3,Not Econ Disadv,47.8,1.26
Economic Status,Milwaukee,WHS Information Technology,2024-25,Econ Disadv,86.4,Not Econ Disadv,68.8,1.26,Econ Disadv,86.4,Not Econ Disadv,68.8,1.26
Economic Status,Milwaukee,Forest Home Elementary,2024-25,Econ Disadv,33.3,Not Econ Disadv,27.3,1.22,Econ Disadv,33.3,Not Econ Disadv,27.3,1.22
Economic Status,Milwaukee,Milwaukee High School of the Arts,2024-25,Econ Disadv,56.4,Not Econ Disadv,46.4,1.22,Econ Disadv,56.4,Not Econ Disadv,46.4,1.22
Economic Status,Milwaukee,Riverside High,2024-25,Econ Disadv,67.2,Not Econ Disadv,56.1,1.2,Econ Disadv,67.2,Not Econ Disadv,56.1,1.2
Economic Status,Milwaukee,Rogers Street Academy,2024-25,Econ Disadv,38.1,Not Econ Disadv,32.0,1.19,Econ Disadv,38.1,Not Econ Disadv,32.0,1.19
Economic Status,Milwaukee,Pulaski High,2024-25,Econ Disadv,80.2,Not Econ Disadv,67.8,1.18,Econ Disadv,80.2,Not Econ Disadv,67.8,1.18
Economic Status,Milwaukee,Hamilton High,2024-25,Econ Disadv,75.9,Not Econ Disadv,64.7,1.17,Econ Disadv,75.9,Not Econ Disadv,64.7,1.17
Economic Status,Milwaukee,Marshall High,2024-25,Econ Disadv,86.7,Not Econ Disadv,74.7,1.16,Econ Disadv,86.7,Not Econ Disadv,74.7,1.16
Economic Status,Milwaukee,Obama School of Career and Technical Education,2024-25,Econ Disadv,79.4,Not Econ Disadv,68.5,1.16,Econ Disadv,79.4,Not Econ Disadv,68.5,1.16
Economic Status,Trans Center for Youth,Escuela Verde,2024-25,Econ Disadv,72.8,Not Econ Disadv,62.5,1.16,Econ Disadv,72.8,Not Econ Disadv,62.5,1.16
Economic Status,Milwaukee,Lincoln Middle,2024-25,Econ Disadv,65.2,Not Econ Disadv,57.7,1.13,Econ Disadv,65.2,Not Econ Disadv,57.7,1.13
Economic Status,Milwaukee,Grandview High,2024-25,Econ Disadv,86.9,Not Econ Disadv,79.3,1.1,Econ Disadv,86.9,Not Econ Disadv,79.3,1.1
Economic Status,Milwaukee,Harold S Vincent School of Agricultural Science,2024-25,Econ Disadv,82.5,Not Econ Disadv,75.5,1.09,Econ Disadv,82.5,Not Econ Disadv,75.5,1.09
Economic Status,Milwaukee,River Trail School of Agricultural Science,2024-25,Econ Disadv,28.9,Not Econ Disadv,26.4,1.09,Econ Disadv,28.9,Not Econ Disadv,26.4,1.09
Economic Status,Milwaukee,Bradley Technology High,2024-25,Econ Disadv,76.6,Not Econ Disadv,70.7,1.08,Econ Disadv,76.6,Not Econ Disadv,70.7,1.08
Economic Status,Milwaukee Science Education Consortium,Milwaukee Academy of Science,2024-25,Econ Disadv,46.4,Not Econ Disadv,42.9,1.08,Econ Disadv,46.4,Not Econ Disadv,42.9,1.08
Economic Status,United Community Center,United Community Center Acosta Middle School,2024-25,Econ Disadv,19.7,Not Econ Disadv,18.2,1.08,Econ Disadv,19.7,Not Econ Disadv,18.2,1.08
Economic Status,Milwaukee,Barbee Elementary,2024-25,Econ Disadv,33.3,Not Econ Disadv,31.3,1.06,Econ Disadv,33.3,Not Econ Disadv,31.3,1.06
Economic Status,Milwaukee,Hayes Bilingual School,2024-25,Econ Disadv,34.1,Not Econ Disadv,32.1,1.06,Econ Disadv,34.1,Not Econ Disadv,32.1,1.06
Economic Status,Milwaukee,James Madison Academic Campus,2024-25,Econ Disadv,88.6,Not Econ Disadv,83.3,1.06,Econ Disadv,88.6,Not Econ Disadv,83.3,1.06
Economic Status,Milwaukee,North Division High,2024-25,Econ Disadv,88.7,Not Econ Disadv,85.2,1.04,Econ Disadv,88.7,Not Econ Disadv,85.2,1.04
Economic Status,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,2024-25,Econ Disadv,53.7,Not Econ Disadv,53.1,1.01,Econ Disadv,53.7,Not Econ Disadv,53.1,1.01
Economic Status,Milwaukee,ALBA - Academia de Lenguaje y Bellas Artes,2024-25,Econ Disadv,4.9,Not Econ Disadv,4.9,1.0,Econ Disadv,4.9,Econ Disadv,4.9,1.0
Economic Status,Milwaukee,Gaenslen Elementary,2024-25,Econ Disadv,34.6,Not Econ Disadv,35.4,0.98,Not Econ Disadv,35.4,Econ Disadv,34.6,1.02
Economic Status,Milwaukee,Mitchell Elementary,2024-25,Econ Disadv,54.2,Not Econ Disadv,55.2,0.98,Not Econ Disadv,55.2,Econ Disadv,54.2,1.02
Economic Status,Seeds of Health,Seeds of Health Elementary Program,2024-25,Econ Disadv,36.8,Not Econ Disadv,37.9,0.97,Not Econ Disadv,37.9,Econ Disadv,36.8,1.03
Economic Status,Milwaukee,Longfellow Elementary,2024-25,Econ Disadv,42.9,Not Econ Disadv,45.0,0.95,Not Econ Disadv,45.0,Econ Disadv,42.9,1.05
Economic Status,Milwaukee,South Division High,2024-25,Econ Disadv,61.7,Not Econ Disadv,65.9,0.94,Not Econ Disadv,65.9,Econ Disadv,61.7,1.07
Economic Status,Downtown Montessori Academy,Downtown Montessori,2024-25,Econ Disadv,6.5,Not Econ Disadv,8.5,0.76,Not Econ Disadv,8.5,Econ Disadv,6.5,1.31
Economic Status,Wauwatosa,Wauwatosa Virtual Academy,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,Econ Disadv,0.0,Econ Disadv,0.0,
Economic Status,West Allis-West Milwaukee,Deeper Learning Virtual Academy,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,Econ Disadv,0.0,Econ Disadv,0.0,
Gender,Milwaukee,Whittier Elementary,2024-25,Male,16.4,Female,1.8,9.11,Male,16.4,Female,1.8,9.11
Gender,Wauwatosa,Wilson Elementary,2024-25,Male,12.1,Female,3.4,3.56,Male,12.1,Female,3.4,3.56
Gender,Whitefish Bay,Whitefish Bay Middle,2024-25,Male,4.9,Female,1.4,3.5,Male,4.9,Female,1.4,3.5
Gender,Wauwatosa,Wauwatosa STEM,2024-25,Male,5.6,Female,1.7,3.29,Male,5.6,Female,1.7,3.29
Gender,West Allis-West Milwaukee,Franklin Elementary,2024-25,Male,14.3,Female,5.4,2.65,Male,14.3,Female,5.4,2.65
Gender,Milwaukee,Craig Montessori School,2024-25,Male,18.0,Female,8.0,2.25,Male,18.0,Female,8.0,2.25
Gender,Milwaukee,Bay View Montessori School,2024-25,Male,4.2,Female,2.1,2.0,Male,4.2,Female,2.1,2.0
Gender,Wauwatosa,Madison Elementary,2024-25,Male,13.3,Female,7.3,1.82,Male,13.3,Female,7.3,1.82
Gender,Cudahy,Jones Elementary,2024-25,Male,18.6,Female,10.7,1.74,Male,18.6,Female,10.7,1.74
Gender,Milwaukee,Academy of Accelerated Learning,2024-25,Male,18.4,Female,10.8,1.7,Male,18.4,Female,10.8,1.7
Gender,Franklin Public,Southwood Glen Elementary,2024-25,Male,6.6,Female,4.0,1.65,Male,6.6,Female,4.0,1.65
Gender,Wauwatosa,Lincoln Elementary,2024-25,Male,3.6,Female,2.2,1.64,Male,3.6,Female,2.2,1.64
Gender,Milwaukee,Fernwood Montessori,2024-25,Male,11.1,Female,6.9,1.61,Male,11.1,Female,6.9,1.61
Gender,Oak Creek-Franklin Joint,Cedar Hills Elementary,2024-25,Male,9.4,Female,6.0,1.57,Male,9.4,Female,6.0,1.57
Gender,West Allis-West Milwaukee,Frank Lloyd Wright Intermediate,2024-25,Male,18.0,Female,11.6,1.55,Male,18.0,Female,11.6,1.55
Gender,Brown Deer,Brown Deer Elementary,2024-25,Male,26.3,Female,17.3,1.52,Male,26.3,Female,17.3,1.52
Gender,Cudahy,Mitchell Elementary,2024-25,Male,26.3,Female,17.3,1.52,Male,26.3,Female,17.3,1.52
Gender,South Milwaukee,Blakewood Elementary,2024-25,Male,23.0,Female,15.3,1.5,Male,23.0,Female,15.3,1.5
Gender,Cudahy,Kosciuszko Elementary,2024-25,Male,40.0,Female,27.0,1.48,Male,40.0,Female,27.0,1.48
Gender,Milwaukee,Milwaukee College Preparatory School -- 38th Street,2024-25,Male,31.7,Female,21.8,1.45,Male,31.7,Female,21.8,1.45
Gender,Franklin Public,Robinwood Elementary,2024-25,Male,8.4,Female,5.9,1.42,Male,8.4,Female,5.9,1.42
Gender,Fox Point J2,Stormonth Elementary,2024-25,Male,5.2,Female,3.7,1.41,Male,5.2,Female,3.7,1.41
Gender,Milwaukee,Barton Elementary,2024-25,Male,63.1,Female,46.5,1.36,Male,63.1,Female,46.5,1.36
Gender,Oak Creek-Franklin Joint,Meadowview Elementary,2024-25,Male,10.0,Female,7.4,1.35,Male,10.0,Female,7.4,1.35
Gender,Saint Francis,Willow Glen Primary School,2024-25,Male,22.7,Female,17.0,1.34,Male,22.7,Female,17.0,1.34
Gender,Milwaukee,Riley Dual Language Montessori School,2024-25,Male,19.4,Female,14.6,1.33,Male,19.4,Female,14.6,1.33
Gender,South Milwaukee,Rawson Elementary,2024-25,Male,31.0,Female,23.3,1.33,Male,31.0,Female,23.3,1.33
Gender,Franklin Public,Country Dale Elementary,2024-25,Male,7.8,Female,5.9,1.32,Male,7.8,Female,5.9,1.32
Gender,Greenfield,Greenfield Middle,2024-25,Male,13.9,Female,10.5,1.32,Male,13.9,Female,10.5,1.32
Gender,Rocketship Education Wisconsin,Rocketship Transformation Prep,2024-25,Male,46.9,Female,35.5,1.32,Male,46.9,Female,35.5,1.32
Gender,Milwaukee,Forest Home Elementary,2024-25,Male,36.5,Female,28.1,1.3,Male,36.5,Female,28.1,1.3
Gender,Oak Creek-Franklin Joint,Forest Ridge Elementary,2024-25,Male,20.5,Female,15.8,1.3,Male,20.5,Female,15.8,1.3
Gender,Milwaukee,Fairview Elementary,2024-25,Male,27.5,Female,21.3,1.29,Male,27.5,Female,21.3,1.29
Gender,Cudahy,Lincoln Elementary,2024-25,Male,39.6,Female,31.3,1.27,Male,39.6,Female,31.3,1.27
Gender,Franklin Public,Forest Park Middle,2024-25,Male,9.8,Female,7.8,1.26,Male,9.8,Female,7.8,1.26
Gender,Milwaukee,River Trail School of Agricultural Science,2024-25,Male,31.3,Female,24.8,1.26,Male,31.3,Female,24.8,1.26
Gender,Milwaukee,Story Elementary,2024-25,Male,47.4,Female,37.6,1.26,Male,47.4,Female,37.6,1.26
Gender,Darrell L. Hines Academy,Darrell Lynn Hines Academy,2024-25,Male,39.5,Female,31.5,1.25,Male,39.5,Female,31.5,1.25
Gender,Milwaukee,Roosevelt Middle,2024-25,Male,70.1,Female,55.9,1.25,Male,70.1,Female,55.9,1.25
Gender,Milwaukee,Rogers Street Academy,2024-25,Male,41.8,Female,33.6,1.24,Male,41.8,Female,33.6,1.24
Gender,West Allis-West Milwaukee,Wilson Elementary,2024-25,Male,15.2,Female,12.3,1.24,Male,15.2,Female,12.3,1.24
Gender,Milwaukee,Elm Creative Arts Elementary,2024-25,Male,67.9,Female,55.0,1.23,Male,67.9,Female,55.0,1.23
Gender,Milwaukee,King Jr Elementary,2024-25,Male,74.8,Female,61.0,1.23,Male,74.8,Female,61.0,1.23
Gender,Milwaukee,U S Grant School,2024-25,Male,37.9,Female,30.9,1.23,Male,37.9,Female,30.9,1.23
Gender,Greendale,College Park Elementary,2024-25,Male,2.8,Female,2.3,1.22,Male,2.8,Female,2.3,1.22
Gender,Milwaukee,Curtin Elementary,2024-25,Male,40.0,Female,32.9,1.22,Male,40.0,Female,32.9,1.22
Gender,Milwaukee,Starms Discovery,2024-25,Male,49.3,Female,40.5,1.22,Male,49.3,Female,40.5,1.22
Gender,Oak Creek-Franklin Joint,Deerfield Elementary,2024-25,Male,6.4,Female,5.3,1.21,Male,6.4,Female,5.3,1.21
Gender,Milwaukee,Browning Elementary,2024-25,Male,55.8,Female,46.6,1.2,Male,55.8,Female,46.6,1.2
Gender,Milwaukee,Thurston Woods Elementary,2024-25,Male,67.2,Female,56.0,1.2,Male,67.2,Female,56.0,1.2
Gender,Milwaukee,Hampton Elementary,2024-25,Male,63.8,Female,53.6,1.19,Male,63.8,Female,53.6,1.19
Gender,Milwaukee,Milwaukee College Preparatory School -- 36th Street Campus,2024-25,Male,24.1,Female,20.2,1.19,Male,24.1,Female,20.2,1.19
Gender,Milwaukee,Fratney Elementary,2024-25,Male,42.4,Female,36.0,1.18,Male,42.4,Female,36.0,1.18
Gender,Milwaukee,Kilbourn Elementary,2024-25,Male,67.3,Female,57.1,1.18,Male,67.3,Female,57.1,1.18
Gender,Milwaukee,Metcalfe Elementary,2024-25,Male,73.7,Female,62.3,1.18,Male,73.7,Female,62.3,1.18
Gender,United Community Center,United Community Center Acosta Middle School,2024-25,Male,21.2,Female,17.9,1.18,Male,21.2,Female,17.9,1.18
Gender,Milwaukee,Cass Street Elementary,2024-25,Male,56.9,Female,48.5,1.17,Male,56.9,Female,48.5,1.17
Gender,Milwaukee,Holmes Elementary,2024-25,Male,60.5,Female,51.8,1.17,Male,60.5,Female,51.8,1.17
Gender,West Allis-West Milwaukee,Mitchell Elementary,2024-25,Male,4.2,Female,3.6,1.17,Male,4.2,Female,3.6,1.17
Gender,West Allis-West Milwaukee,Walker Elementary,2024-25,Male,14.4,Female,12.3,1.17,Male,14.4,Female,12.3,1.17
Gender,Milwaukee,Carson Academy,2024-25,Male,70.8,Female,61.2,1.16,Male,70.8,Female,61.2,1.16
Gender,Milwaukee,Greenfield Bilingual,2024-25,Male,31.0,Female,27.0,1.15,Male,31.0,Female,27.0,1.15
Gender,Milwaukee,Milwaukee Sign Language Elementary,2024-25,Male,72.5,Female,63.1,1.15,Male,72.5,Female,63.1,1.15
Gender,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,2024-25,Male,54.5,Female,47.5,1.15,Male,54.5,Female,47.5,1.15
Gender,Seeds of Health,Veritas High,2024-25,Male,21.9,Female,19.1,1.15,Male,21.9,Female,19.1,1.15
Gender,Milwaukee,LaFollette Elementary,2024-25,Male,65.4,Female,57.6,1.14,Male,65.4,Female,57.6,1.14
Gender,Milwaukee,Morgandale Elementary,2024-25,Male,37.8,Female,33.1,1.14,Male,37.8,Female,33.1,1.14
Gender,Milwaukee,Parkview Elementary,2024-25,Male,39.6,Female,34.6,1.14,Male,39.6,Female,34.6,1.14
Gender,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2024-25,Male,26.0,Female,22.9,1.14,Male,26.0,Female,22.9,1.14
Gender,Milwaukee,ALBA - Academia de Lenguaje y Bellas Artes,2024-25,Male,5.2,Female,4.6,1.13,Male,5.2,Female,4.6,1.13
Gender,Milwaukee,Carver Academy,2024-25,Male,56.4,Female,50.4,1.12,Male,56.4,Female,50.4,1.12
Gender,Milwaukee,Pratt Elementary,2024-25,Male,48.7,Female,43.4,1.12,Male,48.7,Female,43.4,1.12
Gender,Nicolet Union High School,Nicolet High,2024-25,Male,2.9,Female,2.6,1.12,Male,2.9,Female,2.6,1.12
Gender,Central City Cyberschool of Milwaukee,Central City Cyberschool,2024-25,Male,35.5,Female,32.0,1.11,Male,35.5,Female,32.0,1.11
Gender,Milwaukee,Lancaster Elementary,2024-25,Male,81.3,Female,73.1,1.11,Male,81.3,Female,73.1,1.11
Gender,Whitnall,Hales Corners Elementary,2024-25,Male,2.1,Female,1.9,1.11,Male,2.1,Female,1.9,1.11
Gender,Maple Dale-Indian Hill,Maple Dale School,2024-25,Male,5.6,Female,5.1,1.1,Male,5.6,Female,5.1,1.1
Gender,Milwaukee,Auer Avenue Elementary,2024-25,Male,65.8,Female,59.7,1.1,Male,65.8,Female,59.7,1.1
Gender,Milwaukee,Hartford Avenue Elementary,2024-25,Male,64.2,Female,58.1,1.1,Male,64.2,Female,58.1,1.1
Gender,Milwaukee,Riverwest Elementary,2024-25,Male,64.5,Female,58.6,1.1,Male,64.5,Female,58.6,1.1
Gender,Greendale,Canterbury Elementary,2024-25,Male,2.4,Female,2.2,1.09,Male,2.4,Female,2.2,1.09
Gender,Milwaukee,Barbee Elementary,2024-25,Male,34.8,Female,31.9,1.09,Male,34.8,Female,31.9,1.09
Gender,Milwaukee,Brown Street Academy,2024-25,Male,57.3,Female,52.7,1.09,Male,57.3,Female,52.7,1.09
Gender,Milwaukee,Hawley Environmental School,2024-25,Male,37.7,Female,34.7,1.09,Male,37.7,Female,34.7,1.09
Gender,Greenfield,Elm Dale Elementary,2024-25,Male,8.0,Female,7.4,1.08,Male,8.0,Female,7.4,1.08
Gender,Milwaukee,Fifty-Third Street Elementary,2024-25,Male,60.3,Female,55.8,1.08,Male,60.3,Female,55.8,1.08
Gender,Milwaukee,Keefe Avenue Elementary,2024-25,Male,55.7,Female,51.8,1.08,Male,55.7,Female,51.8,1.08
Gender,Shorewood,Shorewood Intermediate,2024-25,Male,5.2,Female,4.8,1.08,Male,5.2,Female,4.8,1.08
Gender,Greendale,Greendale Middle,2024-25,Male,4.5,Female,4.2,1.07,Male,4.5,Female,4.2,1.07
Gender,Milwaukee,Bryant Elementary,2024-25,Male,56.8,Female,52.9,1.07,Male,56.8,Female,52.9,1.07
Gender,Milwaukee,Burbank Elementary,2024-25,Male,40.9,Female,38.2,1.07,Male,40.9,Female,38.2,1.07
Gender,Milwaukee,Eighty-First Street Elementary,2024-25,Male,48.0,Female,44.8,1.07,Male,48.0,Female,44.8,1.07
Gender,Milwaukee,Longfellow Elementary,2024-25,Male,44.4,Female,41.6,1.07,Male,44.4,Female,41.6,1.07
Gender,Milwaukee,Morse Mid,2024-25,Male,56.6,Female,53.0,1.07,Male,56.6,Female,53.0,1.07
Gender,West Allis-West Milwaukee,Nathan Hale High,2024-25,Male,19.4,Female,18.1,1.07,Male,19.4,Female,18.1,1.07
Gender,Carmen High School of Science and Technology,Carmen Middle School South,2024-25,Male,41.7,Female,39.3,1.06,Male,41.7,Female,39.3,1.06
Gender,Milwaukee,Andrew S Douglas Middle,2024-25,Male,87.7,Female,82.8,1.06,Male,87.7,Female,82.8,1.06
Gender,Milwaukee,Mitchell Elementary,2024-25,Male,55.6,Female,52.7,1.06,Male,55.6,Female,52.7,1.06
Gender,Milwaukee,Shalom High,2024-25,Male,89.6,Female,84.9,1.06,Male,89.6,Female,84.9,1.06
Gender,Milwaukee,Thoreau Elementary,2024-25,Male,61.8,Female,58.5,1.06,Male,61.8,Female,58.5,1.06
Gender,Milwaukee,Whitman Elementary,2024-25,Male,38.5,Female,36.3,1.06,Male,38.5,Female,36.3,1.06
Gender,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,2024-25,Male,39.5,Female,37.4,1.06,Male,39.5,Female,37.4,1.06
Gender,West Allis-West Milwaukee,West Milwaukee Intermediate,2024-25,Male,21.5,Female,20.2,1.06,Male,21.5,Female,20.2,1.06
Gender,Milwaukee,Hawthorne Elementary,2024-25,Male,43.3,Female,41.4,1.05,Male,43.3,Female,41.4,1.05
Gender,Milwaukee,Zablocki Elementary,2024-25,Male,47.4,Female,45.0,1.05,Male,47.4,Female,45.0,1.05
Gender,Milwaukee Science Education Consortium,Milwaukee Academy of Science,2024-25,Male,47.3,Female,45.1,1.05,Male,47.3,Female,45.1,1.05
Gender,Milwaukee,Clarke Street Elementary,2024-25,Male,69.6,Female,66.7,1.04,Male,69.6,Female,66.7,1.04
Gender,Milwaukee,Hayes Bilingual School,2024-25,Male,34.4,Female,33.2,1.04,Male,34.4,Female,33.2,1.04
Gender,Milwaukee,Hopkins Lloyd Community School,2024-25,Male,69.0,Female,66.2,1.04,Male,69.0,Female,66.2,1.04
Gender,Milwaukee,Siefert Elementary,2024-25,Male,64.7,Female,62.5,1.04,Male,64.7,Female,62.5,1.04
Gender,Milwaukee,Townsend Street Elementary,2024-25,Male,74.4,Female,71.2,1.04,Male,74.4,Female,71.2,1.04
Gender,Milwaukee,Vieau Elementary,2024-25,Male,32.4,Female,31.1,1.04,Male,32.4,Female,31.1,1.04
Gender,Milwaukee,Goodrich Elementary,2024-25,Male,22.6,Female,22.0,1.03,Male,22.6,Female,22.0,1.03
Gender,Milwaukee,Lowell International Elementary,2024-25,Male,28.1,Female,27.3,1.03,Male,28.1,Female,27.3,1.03
Gender,West Allis-West Milwaukee,Central High,2024-25,Male,42.0,Female,40.6,1.03,Male,42.0,Female,40.6,1.03
Gender,Milwaukee,Bethune Academy,2024-25,Male,38.3,Female,37.7,1.02,Male,38.3,Female,37.7,1.02
Gender,Milwaukee,Obama School of Career and Technical Education,2024-25,Male,78.7,Female,77.4,1.02,Male,78.7,Female,77.4,1.02
Gender,Milwaukee,WHS Information Technology,2024-25,Male,84.8,Female,83.4,1.02,Male,84.8,Female,83.4,1.02
Gender,Milwaukee,Grantosa Drive Elementary,2024-25,Male,61.9,Female,61.5,1.01,Male,61.9,Female,61.5,1.01
Gender,Milwaukee,Groppi High,2024-25,Male,98.8,Female,98.2,1.01,Male,98.8,Female,98.2,1.01
Gender,Milwaukee,Hi-Mount Elementary,2024-25,Male,67.1,Female,66.7,1.01,Male,67.1,Female,66.7,1.01
Gender,Milwaukee,Jackson Elementary,2024-25,Male,64.0,Female,63.3,1.01,Male,64.0,Female,63.3,1.01
Gender,Milwaukee,Manitoba Elementary,2024-25,Male,42.9,Female,42.4,1.01,Male,42.9,Female,42.4,1.01
Gender,Milwaukee,Marshall High,2024-25,Male,85.3,Female,84.7,1.01,Male,85.3,Female,84.7,1.01
Gender,Milwaukee,Milwaukee Environmental Science Academy,2024-25,Male,58.5,Female,57.7,1.01,Male,58.5,Female,57.7,1.01
Gender,Milwaukee,Milwaukee Spanish Immersion,2024-25,Male,20.8,Female,20.5,1.01,Male,20.8,Female,20.5,1.01
Gender,Seeds of Health,Seeds of Health Elementary Program,2024-25,Male,37.1,Female,36.8,1.01,Male,37.1,Female,36.8,1.01
Gender,Glendale-River Hills,Parkway Elementary,2024-25,Male,7.4,Female,7.4,1.0,Female,7.4,Female,7.4,1.0
Gender,Milwaukee,Audubon Technology and Communication Middle,2024-25,Male,56.5,Female,56.5,1.0,Female,56.5,Female,56.5,1.0
Gender,Milwaukee,Bruce Elementary,2024-25,Male,33.6,Female,33.7,1.0,Female,33.7,Male,33.6,1.0
Gender,Milwaukee,Grandview High,2024-25,Male,85.7,Female,85.8,1.0,Female,85.8,Male,85.7,1.0
Gender,Milwaukee,Pulaski High,2024-25,Male,77.6,Female,77.9,1.0,Female,77.9,Male,77.6,1.0
Gender,Milwaukee,South Accelerated Academy,2024-25,Male,100.0,Female,100.0,1.0,Female,100.0,Female,100.0,1.0
Gender,South Milwaukee,South Milwaukee High,2024-25,Male,39.3,Female,39.4,1.0,Female,39.4,Male,39.3,1.0
Gender,Wauwatosa,Washington Elementary,2024-25,Male,5.8,Female,5.8,1.0,Female,5.8,Female,5.8,1.0
Gender,Milwaukee,Clemens Elementary,2024-25,Male,55.6,Female,56.2,0.99,Female,56.2,Male,55.6,1.01
Gender,Milwaukee,Engleburg Elementary,2024-25,Male,57.9,Female,58.3,0.99,Female,58.3,Male,57.9,1.01
Gender,Milwaukee,Harold S Vincent School of Agricultural Science,2024-25,Male,81.4,Female,82.4,0.99,Female,82.4,Male,81.4,1.01
Gender,Milwaukee,Milwaukee School of Languages,2024-25,Male,37.4,Female,37.8,0.99,Female,37.8,Male,37.4,1.01
Gender,Oak Creek-Franklin Joint,Oak Creek East Middle,2024-25,Male,11.2,Female,11.3,0.99,Female,11.3,Male,11.2,1.01
Gender,United Community Center,Bruce Guadalupe,2024-25,Male,15.9,Female,16.0,0.99,Female,16.0,Male,15.9,1.01
Gender,Milwaukee,Lincoln Middle,2024-25,Male,63.8,Female,65.1,0.98,Female,65.1,Male,63.8,1.02
Gender,Milwaukee,Maryland Montessori,2024-25,Male,4.9,Female,5.0,0.98,Female,5.0,Male,4.9,1.02
Gender,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,2024-25,Male,97.8,Female,100.0,0.98,Female,100.0,Male,97.8,1.02
Gender,Milwaukee,Transition High,2024-25,Male,97.6,Female,100.0,0.98,Female,100.0,Male,97.6,1.02
Gender,Milwaukee,Congress Elementary,2024-25,Male,58.3,Female,60.2,0.97,Female,60.2,Male,58.3,1.03
Gender,Milwaukee,Doerfler Elementary,2024-25,Male,48.7,Female,50.0,0.97,Female,50.0,Male,48.7,1.03
Gender,Milwaukee,Franklin Elementary,2024-25,Male,66.7,Female,68.5,0.97,Female,68.5,Male,66.7,1.03
